Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;0;14;0|86;0;14;0|,86;0;14;0|86;0;14;0|,80;6;12;2|80;6;12;2|,80;6;12;2|80;6;12;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;6;12;2|80;6;12;2|,80;6;12;2|80;6;12;2|,100|100|,100|100|
1,100|100|,80;6;12;2|80;6;12;2|,80;6;12;2|80;6;12;2|,75;9;13;3|75;9;13;3|,75;9;13;3|75;9;13;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;9;13;3|75;9;13;3|,75;9;13;3|75;9;13;3|,100|100|,100|100|
2,100|100|,75;9;13;3|75;9;13;3|,75;9;13;3|75;9;13;3|,66;13;13;8|66;13;13;8|,66;13;13;8|66;13;13;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;13;13;8|66;13;13;8|,66;13;13;8|66;13;13;8|,100|100|,100|100|
3,100|100|,66;13;13;8|66;13;13;8|,66;13;13;8|66;13;13;8|,60;10;18;12|60;10;18;12|,60;10;18;12|60;10;18;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;10;18;12|60;10;18;12|,60;10;18;12|60;10;18;12|,100|100|,100|100|
4,100|100|,60;10;18;12|60;10;18;12|,60;10;18;12|60;10;18;12|,55;13;17;15|55;13;17;15|,55;13;17;15|55;13;17;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;13;17;15|55;13;17;15|,55;13;17;15|55;13;17;15|,100|100|,100|100|
5,100|100|,55;13;17;15|55;13;17;15|,55;13;17;15|55;13;17;15|,48;16;14;22|48;16;14;22|,48;16;14;22|48;16;14;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;16;14;22|48;16;14;22|,48;16;14;22|48;16;14;22|,100|100|,100|100|
6,100|100|,48;16;14;22|48;16;14;22|,48;16;14;22|48;16;14;22|,46;13;18;23|46;13;18;23|,46;13;18;23|46;13;18;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;13;18;23|46;13;18;23|,46;13;18;23|46;13;18;23|,100|100|,100|100|
7,100|100|,46;13;18;23|46;13;18;23|,46;13;18;23|46;13;18;23|,43;8;21;28|43;8;21;28|,43;8;21;28|43;8;21;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;8;21;28|43;8;21;28|,43;8;21;28|43;8;21;28|,100|100|,100|100|
8,100|100|,43;8;21;28|43;8;21;28|,43;8;21;28|43;8;21;28|,40;8;16;36|40;8;16;36|,40;8;16;36|40;8;16;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;8;16;36|40;8;16;36|,40;8;16;36|40;8;16;36|,100|100|,100|100|
9,100|100|,40;8;16;36|40;8;16;36|,40;8;16;36|40;8;16;36|,34;9;17;40|34;9;17;40|,34;9;17;40|34;9;17;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;9;17;40|34;9;17;40|,34;9;17;40|34;9;17;40|,100|100|,100|100|
10,100|100|,34;9;17;40|34;9;17;40|,34;9;17;40|34;9;17;40|,31;7;17;45|31;7;17;45|,31;7;17;45|31;7;17;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;7;17;45|31;7;17;45|,31;7;17;45|31;7;17;45|,100|100|,100|100|
11,100|100|,31;7;17;45|31;7;17;45|,31;7;17;45|31;7;17;45|,31;5;16;48|31;5;16;48|,31;5;16;48|31;5;16;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;5;16;48|31;5;16;48|,31;5;16;48|31;5;16;48|,100|100|,100|100|
12,100|100|,31;5;16;48|31;5;16;48|,31;5;16;48|31;5;16;48|,30;3;14;53|30;3;14;53|,30;3;14;53|30;3;14;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;3;14;53|30;3;14;53|,30;3;14;53|30;3;14;53|,100|100|,100|100|
13,100|100|,30;3;14;53|30;3;14;53|,30;3;14;53|30;3;14;53|,29;4;9;58|29;4;9;58|,29;4;9;58|29;4;9;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;4;9;58|29;4;9;58|,29;4;9;58|29;4;9;58|,100|100|,100|100|
14,100|100|,29;4;9;58|29;4;9;58|,29;4;9;58|29;4;9;58|,29;3;7;61|29;3;7;61|,29;3;7;61|29;3;7;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;3;7;61|29;3;7;61|,29;3;7;61|29;3;7;61|,100|100|,100|100|
15,100|100|,29;3;7;61|29;3;7;61|,29;3;7;61|29;3;7;61|,29;1;9;61|29;1;9;61|,29;1;9;61|29;1;9;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;1;9;61|29;1;9;61|,29;1;9;61|29;1;9;61|,100|100|,100|100|
16,100|100|,29;1;9;61|29;1;9;61|,29;1;9;61|29;1;9;61|,26;4;5;65|26;4;5;65|,26;4;5;65|26;4;5;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;4;5;65|26;4;5;65|,26;4;5;65|26;4;5;65|,100|100|,100|100|
17,100|100|,26;4;5;65|26;4;5;65|,26;4;5;65|26;4;5;65|,23;6;4;67|23;6;4;67|,23;6;4;67|23;6;4;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;6;4;67|23;6;4;67|,23;6;4;67|23;6;4;67|,100|100|,100|100|
18,100|100|,23;6;4;67|23;6;4;67|,23;6;4;67|23;6;4;67|,22;4;6;68|22;4;6;68|,22;4;6;68|22;4;6;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;4;6;68|22;4;6;68|,22;4;6;68|22;4;6;68|,100|100|,100|100|
19,100|100|,22;4;6;68|22;4;6;68|,22;4;6;68|22;4;6;68|,22;4;5;69|22;4;5;69|,22;4;5;69|22;4;5;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;4;5;69|22;4;5;69|,22;4;5;69|22;4;5;69|,100|100|,100|100|
20,100|100|,22;4;5;69|22;4;5;69|,22;4;5;69|22;4;5;69|,22;2;6;70|22;2;6;70|,22;2;6;70|22;2;6;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;2;6;70|22;2;6;70|,22;2;6;70|22;2;6;70|,100|100|,100|100|
21,100|100|,22;2;6;70|22;2;6;70|,22;2;6;70|22;2;6;70|,22;2;3;73|22;2;3;73|,22;2;3;73|22;2;3;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;2;3;73|22;2;3;73|,22;2;3;73|22;2;3;73|,100|100|,100|100|
