Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,100|100|,100|100|
1,100|100|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,100|100|,100|100|
2,100|100|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,74;9;11;6|74;9;11;6|,74;9;11;6|74;9;11;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;9;11;6|74;9;11;6|,74;9;11;6|74;9;11;6|,100|100|,100|100|
3,100|100|,74;9;11;6|74;9;11;6|,74;9;11;6|74;9;11;6|,73;5;13;9|73;5;13;9|,73;5;13;9|73;5;13;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;5;13;9|73;5;13;9|,73;5;13;9|73;5;13;9|,100|100|,100|100|
4,100|100|,73;5;13;9|73;5;13;9|,73;5;13;9|73;5;13;9|,69;8;13;10|69;8;13;10|,69;8;13;10|69;8;13;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;8;13;10|69;8;13;10|,69;8;13;10|69;8;13;10|,100|100|,100|100|
5,100|100|,69;8;13;10|69;8;13;10|,69;8;13;10|69;8;13;10|,61;14;14;11|61;14;14;11|,61;14;14;11|61;14;14;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;14;14;11|61;14;14;11|,61;14;14;11|61;14;14;11|,100|100|,100|100|
6,100|100|,61;14;14;11|61;14;14;11|,61;14;14;11|61;14;14;11|,59;11;16;14|59;11;16;14|,59;11;16;14|59;11;16;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;11;16;14|59;11;16;14|,59;11;16;14|59;11;16;14|,100|100|,100|100|
7,100|100|,59;11;16;14|59;11;16;14|,59;11;16;14|59;11;16;14|,54;12;13;21|54;12;13;21|,54;12;13;21|54;12;13;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;12;13;21|54;12;13;21|,54;12;13;21|54;12;13;21|,100|100|,100|100|
8,100|100|,54;12;13;21|54;12;13;21|,54;12;13;21|54;12;13;21|,49;13;15;23|49;13;15;23|,49;13;15;23|49;13;15;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;13;15;23|49;13;15;23|,49;13;15;23|49;13;15;23|,100|100|,100|100|
9,100|100|,49;13;15;23|49;13;15;23|,49;13;15;23|49;13;15;23|,48;9;19;24|48;9;19;24|,48;9;19;24|48;9;19;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;9;19;24|48;9;19;24|,48;9;19;24|48;9;19;24|,100|100|,100|100|
