Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,0;0;0|0;0;0|,100|100|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,100|100|
1,100|100|,87;11;2|87;11;2|,0.0|0.0|,87;11;2|87;11;2|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,0;0;0|0;0;0|,100|100|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,100|100|
2,100|100|,84;14;2|84;14;2|,0.0|0.0|,84;14;2|84;14;2|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,0;0;0|0;0;0|,100|100|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,100|100|
3,100|100|,80;15;5|80;15;5|,0.0|0.0|,80;15;5|80;15;5|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,0;0;0|0;0;0|,100|100|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,100|100|
4,100|100|,75;16;9|75;16;9|,0.0|0.0|,75;16;9|75;16;9|,66;22;12|66;22;12|,66;22;12|66;22;12|,100|100|,0;0;0|0;0;0|,100|100|,66;22;12|66;22;12|,66;22;12|66;22;12|,100|100|,100|100|
5,100|100|,66;22;12|66;22;12|,0.0|0.0|,66;22;12|66;22;12|,59;24;17|59;24;17|,59;24;17|59;24;17|,100|100|,0;0;0|0;0;0|,100|100|,59;24;17|59;24;17|,59;24;17|59;24;17|,100|100|,100|100|
6,100|100|,59;24;17|59;24;17|,0.0|0.0|,59;24;17|59;24;17|,52;22;26|52;22;26|,52;22;26|52;22;26|,100|100|,0;0;0|0;0;0|,100|100|,52;22;26|52;22;26|,52;22;26|52;22;26|,100|100|,100|100|
7,100|100|,52;22;26|52;22;26|,0.0|0.0|,52;22;26|52;22;26|,49;24;27|49;24;27|,49;24;27|49;24;27|,100|100|,0;0;0|0;0;0|,100|100|,49;24;27|49;24;27|,49;24;27|49;24;27|,100|100|,100|100|
8,100|100|,49;24;27|49;24;27|,0.0|0.0|,49;24;27|49;24;27|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,0;0;0|0;0;0|,100|100|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,100|100|
9,100|100|,44;25;31|44;25;31|,0.0|0.0|,44;25;31|44;25;31|,34;29;37|34;29;37|,34;29;37|34;29;37|,100|100|,0;0;0|0;0;0|,100|100|,34;29;37|34;29;37|,34;29;37|34;29;37|,100|100|,100|100|
10,100|100|,34;29;37|34;29;37|,0.0|0.0|,34;29;37|34;29;37|,31;28;41|31;28;41|,31;28;41|31;28;41|,100|100|,0;0;0|0;0;0|,100|100|,31;28;41|31;28;41|,31;28;41|31;28;41|,100|100|,100|100|
11,100|100|,31;28;41|31;28;41|,0.0|0.0|,31;28;41|31;28;41|,24;32;44|24;32;44|,24;32;44|24;32;44|,100|100|,0;0;0|0;0;0|,100|100|,24;32;44|24;32;44|,24;32;44|24;32;44|,100|100|,100|100|
12,100|100|,24;32;44|24;32;44|,0.0|0.0|,24;32;44|24;32;44|,22;27;51|22;27;51|,22;27;51|22;27;51|,100|100|,0;0;0|0;0;0|,100|100|,22;27;51|22;27;51|,22;27;51|22;27;51|,100|100|,100|100|
13,100|100|,22;27;51|22;27;51|,0.0|0.0|,22;27;51|22;27;51|,19;22;59|19;22;59|,19;22;59|19;22;59|,100|100|,0;0;0|0;0;0|,100|100|,19;22;59|19;22;59|,19;22;59|19;22;59|,100|100|,100|100|
14,100|100|,19;22;59|19;22;59|,0.0|0.0|,19;22;59|19;22;59|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,0;0;0|0;0;0|,100|100|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,100|100|
15,100|100|,15;18;67|15;18;67|,0.0|0.0|,15;18;67|15;18;67|,12;18;70|12;18;70|,12;18;70|12;18;70|,100|100|,0;0;0|0;0;0|,100|100|,12;18;70|12;18;70|,12;18;70|12;18;70|,100|100|,100|100|
16,100|100|,12;18;70|12;18;70|,0.0|0.0|,12;18;70|12;18;70|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,0;0;0|0;0;0|,100|100|,8;20;72|8;20;72|,8;20;72|8;20;72|,100|100|,100|100|
17,100|100|,8;20;72|8;20;72|,0.0|0.0|,8;20;72|8;20;72|,7;17;76|7;17;76|,7;17;76|7;17;76|,100|100|,0;0;0|0;0;0|,100|100|,7;17;76|7;17;76|,7;17;76|7;17;76|,100|100|,100|100|
18,100|100|,7;17;76|7;17;76|,0.0|0.0|,7;17;76|7;17;76|,5;18;77|5;18;77|,5;18;77|5;18;77|,100|100|,0;0;0|0;0;0|,100|100|,5;18;77|5;18;77|,5;18;77|5;18;77|,100|100|,100|100|
19,100|100|,5;18;77|5;18;77|,0.0|0.0|,5;18;77|5;18;77|,4;15;81|4;15;81|,4;15;81|4;15;81|,100|100|,0;0;0|0;0;0|,100|100|,4;15;81|4;15;81|,4;15;81|4;15;81|,100|100|,100|100|
20,100|100|,4;15;81|4;15;81|,0.0|0.0|,4;15;81|4;15;81|,4;12;84|4;12;84|,4;12;84|4;12;84|,100|100|,0;0;0|0;0;0|,100|100|,4;12;84|4;12;84|,4;12;84|4;12;84|,100|100|,100|100|
21,100|100|,4;12;84|4;12;84|,0.0|0.0|,4;12;84|4;12;84|,3;9;88|3;9;88|,3;9;88|3;9;88|,100|100|,0;0;0|0;0;0|,100|100|,3;9;88|3;9;88|,3;9;88|3;9;88|,100|100|,100|100|
22,100|100|,3;9;88|3;9;88|,0.0|0.0|,3;9;88|3;9;88|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,0;0;0|0;0;0|,100|100|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,100|100|
23,100|100|,3;7;90|3;7;90|,0.0|0.0|,3;7;90|3;7;90|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,0;0;0|0;0;0|,100|100|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,100|100|
24,100|100|,3;7;90|3;7;90|,0.0|0.0|,3;7;90|3;7;90|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,0;0;0|0;0;0|,100|100|,3;7;90|3;7;90|,3;7;90|3;7;90|,100|100|,100|100|
25,100|100|,3;7;90|3;7;90|,0.0|0.0|,3;7;90|3;7;90|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,0;0;0|0;0;0|,100|100|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,100|100|
26,100|100|,3;5;92|3;5;92|,0.0|0.0|,3;5;92|3;5;92|,3;4;93|3;4;93|,3;4;93|3;4;93|,100|100|,0;0;0|0;0;0|,100|100|,3;4;93|3;4;93|,3;4;93|3;4;93|,100|100|,100|100|
27,100|100|,3;4;93|3;4;93|,0.0|0.0|,3;4;93|3;4;93|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
28,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
29,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
30,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
31,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
32,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
33,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
34,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,3;1;96|3;1;96|,3;1;96|3;1;96|,100|100|,0;0;0|0;0;0|,100|100|,3;1;96|3;1;96|,3;1;96|3;1;96|,100|100|,100|100|
