Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.4|9.4|,87;13;0|87;13;0|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,0;0;0|0;0;0|,100|100|,79;21;0|79;21;0|,79;21;0|79;21;0|,100|100|,100|100|
2,100|100|,79;21;0|79;21;0|,9.29|9.29|,79;21;0|79;21;0|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,0;0;0|0;0;0|,100|100|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,100|100|
3,100|100|,73;25;2|73;25;2|,10.0|10.0|,73;25;2|73;25;2|,67;30;3|67;30;3|,67;30;3|67;30;3|,100|100|,0;0;0|0;0;0|,100|100|,67;30;3|67;30;3|,67;30;3|67;30;3|,100|100|,100|100|
4,100|100|,67;30;3|67;30;3|,11.0|11.0|,67;30;3|67;30;3|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,0;0;0|0;0;0|,100|100|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,100|100|
5,100|100|,61;35;4|61;35;4|,12.35|12.35|,61;35;4|61;35;4|,50;42;8|50;42;8|,50;42;8|50;42;8|,100|100|,0;0;0|0;0;0|,100|100|,50;42;8|50;42;8|,50;42;8|50;42;8|,100|100|,100|100|
6,100|100|,50;42;8|50;42;8|,14.0|14.0|,50;42;8|50;42;8|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,0;0;0|0;0;0|,100|100|,44;46;10|44;46;10|,44;46;10|44;46;10|,100|100|,100|100|
7,100|100|,44;46;10|44;46;10|,16.1|16.1|,44;46;10|44;46;10|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,0;0;0|0;0;0|,100|100|,33;55;12|33;55;12|,33;55;12|33;55;12|,100|100|,100|100|
8,100|100|,33;55;12|33;55;12|,18.28|18.28|,33;55;12|33;55;12|,26;59;15|26;59;15|,26;59;15|26;59;15|,100|100|,0;0;0|0;0;0|,100|100|,26;59;15|26;59;15|,26;59;15|26;59;15|,100|100|,100|100|
9,100|100|,26;59;15|26;59;15|,21.04|21.04|,26;59;15|26;59;15|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,0;0;0|0;0;0|,100|100|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,100|100|
10,100|100|,20;63;17|20;63;17|,23.78|23.78|,20;63;17|20;63;17|,14;67;19|14;67;19|,14;67;19|14;67;19|,100|100|,0;0;0|0;0;0|,100|100|,14;67;19|14;67;19|,14;67;19|14;67;19|,100|100|,100|100|
