Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,0;0;0|0;0;0|,100|100|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,100|100|
1,100|100|,84;14;2|84;14;2|,0.0|0.0|,84;14;2|84;14;2|,82;12;6|82;12;6|,82;12;6|82;12;6|,100|100|,0;0;0|0;0;0|,100|100|,82;12;6|82;12;6|,82;12;6|82;12;6|,100|100|,100|100|
2,100|100|,82;12;6|82;12;6|,0.0|0.0|,82;12;6|82;12;6|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,0;0;0|0;0;0|,100|100|,75;18;7|75;18;7|,75;18;7|75;18;7|,100|100|,100|100|
3,100|100|,75;18;7|75;18;7|,0.0|0.0|,75;18;7|75;18;7|,69;18;13|69;18;13|,69;18;13|69;18;13|,100|100|,0;0;0|0;0;0|,100|100|,69;18;13|69;18;13|,69;18;13|69;18;13|,100|100|,100|100|
4,100|100|,69;18;13|69;18;13|,0.0|0.0|,69;18;13|69;18;13|,61;23;16|61;23;16|,61;23;16|61;23;16|,100|100|,0;0;0|0;0;0|,100|100|,61;23;16|61;23;16|,61;23;16|61;23;16|,100|100|,100|100|
5,100|100|,61;23;16|61;23;16|,0.0|0.0|,61;23;16|61;23;16|,56;25;19|56;25;19|,56;25;19|56;25;19|,100|100|,0;0;0|0;0;0|,100|100|,56;25;19|56;25;19|,56;25;19|56;25;19|,100|100|,100|100|
6,100|100|,56;25;19|56;25;19|,0.0|0.0|,56;25;19|56;25;19|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,0;0;0|0;0;0|,100|100|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,100|100|
7,100|100|,48;28;24|48;28;24|,0.0|0.0|,48;28;24|48;28;24|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,0;0;0|0;0;0|,100|100|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,100|100|
8,100|100|,42;29;29|42;29;29|,0.0|0.0|,42;29;29|42;29;29|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,0;0;0|0;0;0|,100|100|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,100|100|
9,100|100|,36;29;35|36;29;35|,0.0|0.0|,36;29;35|36;29;35|,29;33;38|29;33;38|,29;33;38|29;33;38|,100|100|,0;0;0|0;0;0|,100|100|,29;33;38|29;33;38|,29;33;38|29;33;38|,100|100|,100|100|
10,100|100|,29;33;38|29;33;38|,0.0|0.0|,29;33;38|29;33;38|,25;32;43|25;32;43|,25;32;43|25;32;43|,100|100|,0;0;0|0;0;0|,100|100|,25;32;43|25;32;43|,25;32;43|25;32;43|,100|100|,100|100|
11,100|100|,25;32;43|25;32;43|,0.0|0.0|,25;32;43|25;32;43|,22;30;48|22;30;48|,22;30;48|22;30;48|,100|100|,0;0;0|0;0;0|,100|100|,22;30;48|22;30;48|,22;30;48|22;30;48|,100|100|,100|100|
12,100|100|,22;30;48|22;30;48|,0.0|0.0|,22;30;48|22;30;48|,17;30;53|17;30;53|,17;30;53|17;30;53|,100|100|,0;0;0|0;0;0|,100|100|,17;30;53|17;30;53|,17;30;53|17;30;53|,100|100|,100|100|
13,100|100|,17;30;53|17;30;53|,0.0|0.0|,17;30;53|17;30;53|,13;29;58|13;29;58|,13;29;58|13;29;58|,100|100|,0;0;0|0;0;0|,100|100|,13;29;58|13;29;58|,13;29;58|13;29;58|,100|100|,100|100|
14,100|100|,13;29;58|13;29;58|,0.0|0.0|,13;29;58|13;29;58|,10;28;62|10;28;62|,10;28;62|10;28;62|,100|100|,0;0;0|0;0;0|,100|100|,10;28;62|10;28;62|,10;28;62|10;28;62|,100|100|,100|100|
15,100|100|,10;28;62|10;28;62|,0.0|0.0|,10;28;62|10;28;62|,8;26;66|8;26;66|,8;26;66|8;26;66|,100|100|,0;0;0|0;0;0|,100|100|,8;26;66|8;26;66|,8;26;66|8;26;66|,100|100|,100|100|
16,100|100|,8;26;66|8;26;66|,0.0|0.0|,8;26;66|8;26;66|,8;22;70|8;22;70|,8;22;70|8;22;70|,100|100|,0;0;0|0;0;0|,100|100|,8;22;70|8;22;70|,8;22;70|8;22;70|,100|100|,100|100|
17,100|100|,8;22;70|8;22;70|,0.0|0.0|,8;22;70|8;22;70|,7;17;76|7;17;76|,7;17;76|7;17;76|,100|100|,0;0;0|0;0;0|,100|100|,7;17;76|7;17;76|,7;17;76|7;17;76|,100|100|,100|100|
18,100|100|,7;17;76|7;17;76|,0.0|0.0|,7;17;76|7;17;76|,7;14;79|7;14;79|,7;14;79|7;14;79|,100|100|,0;0;0|0;0;0|,100|100|,7;14;79|7;14;79|,7;14;79|7;14;79|,100|100|,100|100|
19,100|100|,7;14;79|7;14;79|,0.0|0.0|,7;14;79|7;14;79|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,0;0;0|0;0;0|,100|100|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,100|100|
20,100|100|,7;11;82|7;11;82|,0.0|0.0|,7;11;82|7;11;82|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,0;0;0|0;0;0|,100|100|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,100|100|
