Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,100|100|,100|100|
1,100|100|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,83;4;10;3|83;4;10;3|,83;4;10;3|83;4;10;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;10;3|83;4;10;3|,83;4;10;3|83;4;10;3|,100|100|,100|100|
2,100|100|,83;4;10;3|83;4;10;3|,83;4;10;3|83;4;10;3|,80;6;8;6|80;6;8;6|,80;6;8;6|80;6;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;6;8;6|80;6;8;6|,80;6;8;6|80;6;8;6|,100|100|,100|100|
3,100|100|,80;6;8;6|80;6;8;6|,80;6;8;6|80;6;8;6|,73;8;12;7|73;8;12;7|,73;8;12;7|73;8;12;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;8;12;7|73;8;12;7|,73;8;12;7|73;8;12;7|,100|100|,100|100|
4,100|100|,73;8;12;7|73;8;12;7|,73;8;12;7|73;8;12;7|,63;14;15;8|63;14;15;8|,63;14;15;8|63;14;15;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;14;15;8|63;14;15;8|,63;14;15;8|63;14;15;8|,100|100|,100|100|
5,100|100|,63;14;15;8|63;14;15;8|,63;14;15;8|63;14;15;8|,61;9;21;9|61;9;21;9|,61;9;21;9|61;9;21;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;9;21;9|61;9;21;9|,61;9;21;9|61;9;21;9|,100|100|,100|100|
6,100|100|,61;9;21;9|61;9;21;9|,61;9;21;9|61;9;21;9|,52;16;17;15|52;16;17;15|,52;16;17;15|52;16;17;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;16;17;15|52;16;17;15|,52;16;17;15|52;16;17;15|,100|100|,100|100|
7,100|100|,52;16;17;15|52;16;17;15|,52;16;17;15|52;16;17;15|,50;10;23;17|50;10;23;17|,50;10;23;17|50;10;23;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;10;23;17|50;10;23;17|,50;10;23;17|50;10;23;17|,100|100|,100|100|
8,100|100|,50;10;23;17|50;10;23;17|,50;10;23;17|50;10;23;17|,43;14;24;19|43;14;24;19|,43;14;24;19|43;14;24;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;14;24;19|43;14;24;19|,43;14;24;19|43;14;24;19|,100|100|,100|100|
9,100|100|,43;14;24;19|43;14;24;19|,43;14;24;19|43;14;24;19|,38;11;29;22|38;11;29;22|,38;11;29;22|38;11;29;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;11;29;22|38;11;29;22|,38;11;29;22|38;11;29;22|,100|100|,100|100|
10,100|100|,38;11;29;22|38;11;29;22|,38;11;29;22|38;11;29;22|,32;8;33;27|32;8;33;27|,32;8;33;27|32;8;33;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;8;33;27|32;8;33;27|,32;8;33;27|32;8;33;27|,100|100|,100|100|
11,100|100|,32;8;33;27|32;8;33;27|,32;8;33;27|32;8;33;27|,30;6;28;36|30;6;28;36|,30;6;28;36|30;6;28;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;6;28;36|30;6;28;36|,30;6;28;36|30;6;28;36|,100|100|,100|100|
12,100|100|,30;6;28;36|30;6;28;36|,30;6;28;36|30;6;28;36|,25;8;27;40|25;8;27;40|,25;8;27;40|25;8;27;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;8;27;40|25;8;27;40|,25;8;27;40|25;8;27;40|,100|100|,100|100|
13,100|100|,25;8;27;40|25;8;27;40|,25;8;27;40|25;8;27;40|,23;5;29;43|23;5;29;43|,23;5;29;43|23;5;29;43|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;5;29;43|23;5;29;43|,23;5;29;43|23;5;29;43|,100|100|,100|100|
14,100|100|,23;5;29;43|23;5;29;43|,23;5;29;43|23;5;29;43|,18;8;30;44|18;8;30;44|,18;8;30;44|18;8;30;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;8;30;44|18;8;30;44|,18;8;30;44|18;8;30;44|,100|100|,100|100|
15,100|100|,18;8;30;44|18;8;30;44|,18;8;30;44|18;8;30;44|,17;4;31;48|17;4;31;48|,17;4;31;48|17;4;31;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,17;4;31;48|17;4;31;48|,17;4;31;48|17;4;31;48|,100|100|,100|100|
16,100|100|,17;4;31;48|17;4;31;48|,17;4;31;48|17;4;31;48|,13;6;29;52|13;6;29;52|,13;6;29;52|13;6;29;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;6;29;52|13;6;29;52|,13;6;29;52|13;6;29;52|,100|100|,100|100|
