Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,0;0;0|0;0;0|,100|100|,84;14;2|84;14;2|,84;14;2|84;14;2|,100|100|,100|100|
1,100|100|,84;14;2|84;14;2|,0.0|0.0|,84;14;2|84;14;2|,82;13;5|82;13;5|,82;13;5|82;13;5|,100|100|,0;0;0|0;0;0|,100|100|,82;13;5|82;13;5|,82;13;5|82;13;5|,100|100|,100|100|
2,100|100|,82;13;5|82;13;5|,0.0|0.0|,82;13;5|82;13;5|,82;8;10|82;8;10|,82;8;10|82;8;10|,100|100|,0;0;0|0;0;0|,100|100|,82;8;10|82;8;10|,82;8;10|82;8;10|,100|100|,100|100|
3,100|100|,82;8;10|82;8;10|,0.0|0.0|,82;8;10|82;8;10|,82;7;11|82;7;11|,82;7;11|82;7;11|,100|100|,0;0;0|0;0;0|,100|100|,82;7;11|82;7;11|,82;7;11|82;7;11|,100|100|,100|100|
4,100|100|,82;7;11|82;7;11|,0.0|0.0|,82;7;11|82;7;11|,84;7;9|84;7;9|,84;7;9|84;7;9|,100|100|,0;0;0|0;0;0|,100|100|,84;7;9|84;7;9|,84;7;9|84;7;9|,100|100|,100|100|
5,100|100|,84;7;9|84;7;9|,0.0|0.0|,84;7;9|84;7;9|,80;10;10|80;10;10|,80;10;10|80;10;10|,100|100|,0;0;0|0;0;0|,100|100|,80;10;10|80;10;10|,80;10;10|80;10;10|,100|100|,100|100|
6,100|100|,80;10;10|80;10;10|,0.0|0.0|,80;10;10|80;10;10|,78;12;10|78;12;10|,78;12;10|78;12;10|,100|100|,0;0;0|0;0;0|,100|100|,78;12;10|78;12;10|,78;12;10|78;12;10|,100|100|,100|100|
7,100|100|,78;12;10|78;12;10|,0.0|0.0|,78;12;10|78;12;10|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,0;0;0|0;0;0|,100|100|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,100|100|
8,100|100|,72;19;9|72;19;9|,0.0|0.0|,72;19;9|72;19;9|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,0;0;0|0;0;0|,100|100|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,100|100|
9,100|100|,68;21;11|68;21;11|,0.0|0.0|,68;21;11|68;21;11|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,0;0;0|0;0;0|,100|100|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,100|100|
