Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,10.0|10.0|,92;8;0|92;8;0|,90;9;1|90;9;1|,90;9;1|90;9;1|,100|100|,0;0;0|0;0;0|,100|100|,90;9;1|90;9;1|,90;9;1|90;9;1|,100|100|,100|100|
1,100|100|,90;9;1|90;9;1|,9.3|9.3|,90;9;1|90;9;1|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
2,100|100|,87;12;1|87;12;1|,8.81|8.81|,87;12;1|87;12;1|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
3,100|100|,83;14;3|83;14;3|,8.68|8.68|,83;14;3|83;14;3|,77;19;4|77;19;4|,77;19;4|77;19;4|,100|100|,0;0;0|0;0;0|,100|100|,77;19;4|77;19;4|,77;19;4|77;19;4|,100|100|,100|100|
4,100|100|,77;19;4|77;19;4|,8.78|8.78|,77;19;4|77;19;4|,68;27;5|68;27;5|,68;27;5|68;27;5|,100|100|,0;0;0|0;0;0|,100|100|,68;27;5|68;27;5|,68;27;5|68;27;5|,100|100|,100|100|
5,100|100|,68;27;5|68;27;5|,9.36|9.36|,68;27;5|68;27;5|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,0;0;0|0;0;0|,100|100|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,100|100|
6,100|100|,58;37;5|58;37;5|,10.66|10.66|,58;37;5|58;37;5|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,0;0;0|0;0;0|,100|100|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,100|100|
7,100|100|,52;42;6|52;42;6|,12.76|12.76|,52;42;6|52;42;6|,45;48;7|45;48;7|,45;48;7|45;48;7|,100|100|,0;0;0|0;0;0|,100|100|,45;48;7|45;48;7|,45;48;7|45;48;7|,100|100|,100|100|
8,100|100|,45;48;7|45;48;7|,15.05|15.05|,45;48;7|45;48;7|,38;53;9|38;53;9|,38;53;9|38;53;9|,100|100|,0;0;0|0;0;0|,100|100|,38;53;9|38;53;9|,38;53;9|38;53;9|,100|100|,100|100|
9,100|100|,38;53;9|38;53;9|,17.59|17.59|,38;53;9|38;53;9|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,0;0;0|0;0;0|,100|100|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,100|100|
10,100|100|,32;57;11|32;57;11|,20.25|20.25|,32;57;11|32;57;11|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,0;0;0|0;0;0|,100|100|,26;60;14|26;60;14|,26;60;14|26;60;14|,100|100|,100|100|
11,100|100|,26;60;14|26;60;14|,22.91|22.91|,26;60;14|26;60;14|,22;61;17|22;61;17|,22;61;17|22;61;17|,100|100|,0;0;0|0;0;0|,100|100|,22;61;17|22;61;17|,22;61;17|22;61;17|,100|100|,100|100|
12,100|100|,22;61;17|22;61;17|,25.48|25.48|,22;61;17|22;61;17|,16;66;18|16;66;18|,16;66;18|16;66;18|,100|100|,0;0;0|0;0;0|,100|100|,16;66;18|16;66;18|,16;66;18|16;66;18|,100|100|,100|100|
13,100|100|,16;66;18|16;66;18|,27.76|27.76|,16;66;18|16;66;18|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,0;0;0|0;0;0|,100|100|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,100|100|
14,100|100|,12;68;20|12;68;20|,30.19|30.19|,12;68;20|12;68;20|,11;66;23|11;66;23|,11;66;23|11;66;23|,100|100|,0;0;0|0;0;0|,100|100|,11;66;23|11;66;23|,11;66;23|11;66;23|,100|100|,100|100|
15,100|100|,11;66;23|11;66;23|,32.46|32.46|,11;66;23|11;66;23|,9;68;23|9;68;23|,9;68;23|9;68;23|,100|100|,0;0;0|0;0;0|,100|100|,9;68;23|9;68;23|,9;68;23|9;68;23|,100|100|,100|100|
16,100|100|,9;68;23|9;68;23|,34.19|34.19|,9;68;23|9;68;23|,8;66;26|8;66;26|,8;66;26|8;66;26|,100|100|,0;0;0|0;0;0|,100|100|,8;66;26|8;66;26|,8;66;26|8;66;26|,100|100|,100|100|
17,100|100|,8;66;26|8;66;26|,35.86|35.86|,8;66;26|8;66;26|,7;62;31|7;62;31|,7;62;31|7;62;31|,100|100|,0;0;0|0;0;0|,100|100|,7;62;31|7;62;31|,7;62;31|7;62;31|,100|100|,100|100|
18,100|100|,7;62;31|7;62;31|,37.08|37.08|,7;62;31|7;62;31|,5;58;37|5;58;37|,5;58;37|5;58;37|,100|100|,0;0;0|0;0;0|,100|100|,5;58;37|5;58;37|,5;58;37|5;58;37|,100|100|,100|100|
19,100|100|,5;58;37|5;58;37|,37.72|37.72|,5;58;37|5;58;37|,3;59;38|3;59;38|,3;59;38|3;59;38|,100|100|,0;0;0|0;0;0|,100|100|,3;59;38|3;59;38|,3;59;38|3;59;38|,100|100|,100|100|
20,100|100|,3;59;38|3;59;38|,37.86|37.86|,3;59;38|3;59;38|,2;58;40|2;58;40|,2;58;40|2;58;40|,100|100|,0;0;0|0;0;0|,100|100|,2;58;40|2;58;40|,2;58;40|2;58;40|,100|100|,100|100|
21,100|100|,2;58;40|2;58;40|,38.08|38.08|,2;58;40|2;58;40|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,0;0;0|0;0;0|,100|100|,0;56;44|0;56;44|,0;56;44|0;56;44|,100|100|,100|100|
22,100|100|,0;56;44|0;56;44|,38.17|38.17|,0;56;44|0;56;44|,0;53;47|0;53;47|,0;53;47|0;53;47|,100|100|,0;0;0|0;0;0|,100|100|,0;53;47|0;53;47|,0;53;47|0;53;47|,100|100|,100|100|
23,100|100|,0;53;47|0;53;47|,38.05|38.05|,0;53;47|0;53;47|,0;48;52|0;48;52|,0;48;52|0;48;52|,100|100|,0;0;0|0;0;0|,100|100|,0;48;52|0;48;52|,0;48;52|0;48;52|,100|100|,100|100|
24,100|100|,0;48;52|0;48;52|,37.64|37.64|,0;48;52|0;48;52|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,0;0;0|0;0;0|,100|100|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,100|100|
25,100|100|,0;41;59|0;41;59|,36.79|36.79|,0;41;59|0;41;59|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,0;0;0|0;0;0|,100|100|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,100|100|
