Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;14;0|86;14;0|,0.0|0.0|,86;14;0|86;14;0|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,0;0;0|0;0;0|,100|100|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,100|100|
1,100|100|,79;20;1|79;20;1|,0.0|0.0|,79;20;1|79;20;1|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
2,100|100|,72;25;3|72;25;3|,0.0|0.0|,72;25;3|72;25;3|,65;22;13|65;22;13|,65;22;13|65;22;13|,100|100|,0;0;0|0;0;0|,100|100|,65;22;13|65;22;13|,65;22;13|65;22;13|,100|100|,100|100|
3,100|100|,65;22;13|65;22;13|,0.0|0.0|,65;22;13|65;22;13|,61;20;19|61;20;19|,61;20;19|61;20;19|,100|100|,0;0;0|0;0;0|,100|100|,61;20;19|61;20;19|,61;20;19|61;20;19|,100|100|,100|100|
4,100|100|,61;20;19|61;20;19|,0.0|0.0|,61;20;19|61;20;19|,56;20;24|56;20;24|,56;20;24|56;20;24|,100|100|,0;0;0|0;0;0|,100|100|,56;20;24|56;20;24|,56;20;24|56;20;24|,100|100|,100|100|
5,100|100|,56;20;24|56;20;24|,0.0|0.0|,56;20;24|56;20;24|,47;24;29|47;24;29|,47;24;29|47;24;29|,100|100|,0;0;0|0;0;0|,100|100|,47;24;29|47;24;29|,47;24;29|47;24;29|,100|100|,100|100|
6,100|100|,47;24;29|47;24;29|,0.0|0.0|,47;24;29|47;24;29|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
7,100|100|,39;30;31|39;30;31|,0.0|0.0|,39;30;31|39;30;31|,36;24;40|36;24;40|,36;24;40|36;24;40|,100|100|,0;0;0|0;0;0|,100|100|,36;24;40|36;24;40|,36;24;40|36;24;40|,100|100|,100|100|
8,100|100|,36;24;40|36;24;40|,0.0|0.0|,36;24;40|36;24;40|,35;16;49|35;16;49|,35;16;49|35;16;49|,100|100|,0;0;0|0;0;0|,100|100|,35;16;49|35;16;49|,35;16;49|35;16;49|,100|100|,100|100|
9,100|100|,35;16;49|35;16;49|,0.0|0.0|,35;16;49|35;16;49|,34;13;53|34;13;53|,34;13;53|34;13;53|,100|100|,0;0;0|0;0;0|,100|100|,34;13;53|34;13;53|,34;13;53|34;13;53|,100|100|,100|100|
10,100|100|,34;13;53|34;13;53|,0.0|0.0|,34;13;53|34;13;53|,32;11;57|32;11;57|,32;11;57|32;11;57|,100|100|,0;0;0|0;0;0|,100|100|,32;11;57|32;11;57|,32;11;57|32;11;57|,100|100|,100|100|
