Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,83;8;8;1|83;8;8;1|,83;8;8;1|83;8;8;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;8;8;1|83;8;8;1|,83;8;8;1|83;8;8;1|,100|100|,100|100|
1,100|100|,83;8;8;1|83;8;8;1|,83;8;8;1|83;8;8;1|,76;11;8;5|76;11;8;5|,76;11;8;5|76;11;8;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;11;8;5|76;11;8;5|,76;11;8;5|76;11;8;5|,100|100|,100|100|
2,100|100|,76;11;8;5|76;11;8;5|,76;11;8;5|76;11;8;5|,73;10;9;8|73;10;9;8|,73;10;9;8|73;10;9;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;10;9;8|73;10;9;8|,73;10;9;8|73;10;9;8|,100|100|,100|100|
3,100|100|,73;10;9;8|73;10;9;8|,73;10;9;8|73;10;9;8|,71;11;7;11|71;11;7;11|,71;11;7;11|71;11;7;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;11;7;11|71;11;7;11|,71;11;7;11|71;11;7;11|,100|100|,100|100|
4,100|100|,71;11;7;11|71;11;7;11|,71;11;7;11|71;11;7;11|,68;11;10;11|68;11;10;11|,68;11;10;11|68;11;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;11;10;11|68;11;10;11|,68;11;10;11|68;11;10;11|,100|100|,100|100|
5,100|100|,68;11;10;11|68;11;10;11|,68;11;10;11|68;11;10;11|,60;18;10;12|60;18;10;12|,60;18;10;12|60;18;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;18;10;12|60;18;10;12|,60;18;10;12|60;18;10;12|,100|100|,100|100|
6,100|100|,60;18;10;12|60;18;10;12|,60;18;10;12|60;18;10;12|,56;15;17;12|56;15;17;12|,56;15;17;12|56;15;17;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;15;17;12|56;15;17;12|,56;15;17;12|56;15;17;12|,100|100|,100|100|
7,100|100|,56;15;17;12|56;15;17;12|,56;15;17;12|56;15;17;12|,47;16;23;14|47;16;23;14|,47;16;23;14|47;16;23;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;16;23;14|47;16;23;14|,47;16;23;14|47;16;23;14|,100|100|,100|100|
8,100|100|,47;16;23;14|47;16;23;14|,47;16;23;14|47;16;23;14|,39;15;31;15|39;15;31;15|,39;15;31;15|39;15;31;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;15;31;15|39;15;31;15|,39;15;31;15|39;15;31;15|,100|100|,100|100|
9,100|100|,39;15;31;15|39;15;31;15|,39;15;31;15|39;15;31;15|,28;17;32;23|28;17;32;23|,28;17;32;23|28;17;32;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;17;32;23|28;17;32;23|,28;17;32;23|28;17;32;23|,100|100|,100|100|
10,100|100|,28;17;32;23|28;17;32;23|,28;17;32;23|28;17;32;23|,26;8;36;30|26;8;36;30|,26;8;36;30|26;8;36;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;8;36;30|26;8;36;30|,26;8;36;30|26;8;36;30|,100|100|,100|100|
