Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,97;3;0|97;3;0|,0.0|0.0|,97;3;0|97;3;0|,97;3;0|97;3;0|,97;3;0|97;3;0|,100|100|,0;0;0|0;0;0|,100|100|,97;3;0|97;3;0|,97;3;0|97;3;0|,100|100|,100|100|
1,100|100|,97;3;0|97;3;0|,0.0|0.0|,97;3;0|97;3;0|,97;3;0|97;3;0|,97;3;0|97;3;0|,100|100|,0;0;0|0;0;0|,100|100|,97;3;0|97;3;0|,97;3;0|97;3;0|,100|100|,100|100|
2,100|100|,97;3;0|97;3;0|,0.0|0.0|,97;3;0|97;3;0|,96;4;0|96;4;0|,96;4;0|96;4;0|,100|100|,0;0;0|0;0;0|,100|100|,96;4;0|96;4;0|,96;4;0|96;4;0|,100|100|,100|100|
3,100|100|,96;4;0|96;4;0|,0.0|0.0|,96;4;0|96;4;0|,95;4;1|95;4;1|,95;4;1|95;4;1|,100|100|,0;0;0|0;0;0|,100|100|,95;4;1|95;4;1|,95;4;1|95;4;1|,100|100|,100|100|
4,100|100|,95;4;1|95;4;1|,0.0|0.0|,95;4;1|95;4;1|,93;4;3|93;4;3|,93;4;3|93;4;3|,100|100|,0;0;0|0;0;0|,100|100|,93;4;3|93;4;3|,93;4;3|93;4;3|,100|100|,100|100|
5,100|100|,93;4;3|93;4;3|,0.0|0.0|,93;4;3|93;4;3|,91;5;4|91;5;4|,91;5;4|91;5;4|,100|100|,0;0;0|0;0;0|,100|100|,91;5;4|91;5;4|,91;5;4|91;5;4|,100|100|,100|100|
6,100|100|,91;5;4|91;5;4|,0.0|0.0|,91;5;4|91;5;4|,89;7;4|89;7;4|,89;7;4|89;7;4|,100|100|,0;0;0|0;0;0|,100|100|,89;7;4|89;7;4|,89;7;4|89;7;4|,100|100|,100|100|
7,100|100|,89;7;4|89;7;4|,0.0|0.0|,89;7;4|89;7;4|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,0;0;0|0;0;0|,100|100|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,100|100|
8,100|100|,85;11;4|85;11;4|,0.0|0.0|,85;11;4|85;11;4|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,0;0;0|0;0;0|,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,100|100|
9,100|100|,80;13;7|80;13;7|,0.0|0.0|,80;13;7|80;13;7|,78;15;7|78;15;7|,78;15;7|78;15;7|,100|100|,0;0;0|0;0;0|,100|100|,78;15;7|78;15;7|,78;15;7|78;15;7|,100|100|,100|100|
10,100|100|,78;15;7|78;15;7|,0.0|0.0|,78;15;7|78;15;7|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,0;0;0|0;0;0|,100|100|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,100|100|
11,100|100|,70;19;11|70;19;11|,0.0|0.0|,70;19;11|70;19;11|,62;23;15|62;23;15|,62;23;15|62;23;15|,100|100|,0;0;0|0;0;0|,100|100|,62;23;15|62;23;15|,62;23;15|62;23;15|,100|100|,100|100|
12,100|100|,62;23;15|62;23;15|,0.0|0.0|,62;23;15|62;23;15|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,0;0;0|0;0;0|,100|100|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,100|100|
13,100|100|,54;25;21|54;25;21|,0.0|0.0|,54;25;21|54;25;21|,47;27;26|47;27;26|,47;27;26|47;27;26|,100|100|,0;0;0|0;0;0|,100|100|,47;27;26|47;27;26|,47;27;26|47;27;26|,100|100|,100|100|
14,100|100|,47;27;26|47;27;26|,0.0|0.0|,47;27;26|47;27;26|,41;26;33|41;26;33|,41;26;33|41;26;33|,100|100|,0;0;0|0;0;0|,100|100|,41;26;33|41;26;33|,41;26;33|41;26;33|,100|100|,100|100|
15,100|100|,41;26;33|41;26;33|,0.0|0.0|,41;26;33|41;26;33|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,0;0;0|0;0;0|,100|100|,36;29;35|36;29;35|,36;29;35|36;29;35|,100|100|,100|100|
16,100|100|,36;29;35|36;29;35|,0.0|0.0|,36;29;35|36;29;35|,29;25;46|29;25;46|,29;25;46|29;25;46|,100|100|,0;0;0|0;0;0|,100|100|,29;25;46|29;25;46|,29;25;46|29;25;46|,100|100|,100|100|
17,100|100|,29;25;46|29;25;46|,0.0|0.0|,29;25;46|29;25;46|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,0;0;0|0;0;0|,100|100|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,100|100|
18,100|100|,27;21;52|27;21;52|,0.0|0.0|,27;21;52|27;21;52|,25;19;56|25;19;56|,25;19;56|25;19;56|,100|100|,0;0;0|0;0;0|,100|100|,25;19;56|25;19;56|,25;19;56|25;19;56|,100|100|,100|100|
19,100|100|,25;19;56|25;19;56|,0.0|0.0|,25;19;56|25;19;56|,25;17;58|25;17;58|,25;17;58|25;17;58|,100|100|,0;0;0|0;0;0|,100|100|,25;17;58|25;17;58|,25;17;58|25;17;58|,100|100|,100|100|
20,100|100|,25;17;58|25;17;58|,0.0|0.0|,25;17;58|25;17;58|,25;15;60|25;15;60|,25;15;60|25;15;60|,100|100|,0;0;0|0;0;0|,100|100|,25;15;60|25;15;60|,25;15;60|25;15;60|,100|100|,100|100|
21,100|100|,25;15;60|25;15;60|,0.0|0.0|,25;15;60|25;15;60|,23;15;62|23;15;62|,23;15;62|23;15;62|,100|100|,0;0;0|0;0;0|,100|100|,23;15;62|23;15;62|,23;15;62|23;15;62|,100|100|,100|100|
22,100|100|,23;15;62|23;15;62|,0.0|0.0|,23;15;62|23;15;62|,22;11;67|22;11;67|,22;11;67|22;11;67|,100|100|,0;0;0|0;0;0|,100|100|,22;11;67|22;11;67|,22;11;67|22;11;67|,100|100|,100|100|
23,100|100|,22;11;67|22;11;67|,0.0|0.0|,22;11;67|22;11;67|,22;8;70|22;8;70|,22;8;70|22;8;70|,100|100|,0;0;0|0;0;0|,100|100|,22;8;70|22;8;70|,22;8;70|22;8;70|,100|100|,100|100|
24,100|100|,22;8;70|22;8;70|,0.0|0.0|,22;8;70|22;8;70|,22;6;72|22;6;72|,22;6;72|22;6;72|,100|100|,0;0;0|0;0;0|,100|100|,22;6;72|22;6;72|,22;6;72|22;6;72|,100|100|,100|100|
25,100|100|,22;6;72|22;6;72|,0.0|0.0|,22;6;72|22;6;72|,22;5;73|22;5;73|,22;5;73|22;5;73|,100|100|,0;0;0|0;0;0|,100|100|,22;5;73|22;5;73|,22;5;73|22;5;73|,100|100|,100|100|
26,100|100|,22;5;73|22;5;73|,0.0|0.0|,22;5;73|22;5;73|,22;3;75|22;3;75|,22;3;75|22;3;75|,100|100|,0;0;0|0;0;0|,100|100|,22;3;75|22;3;75|,22;3;75|22;3;75|,100|100|,100|100|
27,100|100|,22;3;75|22;3;75|,0.0|0.0|,22;3;75|22;3;75|,21;3;76|21;3;76|,21;3;76|21;3;76|,100|100|,0;0;0|0;0;0|,100|100|,21;3;76|21;3;76|,21;3;76|21;3;76|,100|100|,100|100|
28,100|100|,21;3;76|21;3;76|,0.0|0.0|,21;3;76|21;3;76|,21;2;77|21;2;77|,21;2;77|21;2;77|,100|100|,0;0;0|0;0;0|,100|100|,21;2;77|21;2;77|,21;2;77|21;2;77|,100|100|,100|100|
29,100|100|,21;2;77|21;2;77|,0.0|0.0|,21;2;77|21;2;77|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,0;0;0|0;0;0|,100|100|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,100|100|
30,100|100|,21;1;78|21;1;78|,0.0|0.0|,21;1;78|21;1;78|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,0;0;0|0;0;0|,100|100|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,100|100|
31,100|100|,21;1;78|21;1;78|,0.0|0.0|,21;1;78|21;1;78|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,0;0;0|0;0;0|,100|100|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,100|100|
32,100|100|,21;1;78|21;1;78|,0.0|0.0|,21;1;78|21;1;78|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,0;0;0|0;0;0|,100|100|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,100|100|
33,100|100|,21;1;78|21;1;78|,0.0|0.0|,21;1;78|21;1;78|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,0;0;0|0;0;0|,100|100|,21;1;78|21;1;78|,21;1;78|21;1;78|,100|100|,100|100|
34,100|100|,21;1;78|21;1;78|,0.0|0.0|,21;1;78|21;1;78|,21;0;79|21;0;79|,21;0;79|21;0;79|,100|100|,0;0;0|0;0;0|,100|100|,21;0;79|21;0;79|,21;0;79|21;0;79|,100|100|,100|100|
35,100|100|,21;0;79|21;0;79|,0.0|0.0|,21;0;79|21;0;79|,21;0;79|21;0;79|,21;0;79|21;0;79|,100|100|,0;0;0|0;0;0|,100|100|,21;0;79|21;0;79|,21;0;79|21;0;79|,100|100|,100|100|
