Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,81;19;0|81;19;0|,0.0|0.0|,81;19;0|81;19;0|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,0;0;0|0;0;0|,100|100|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,100|100|
1,100|100|,76;21;3|76;21;3|,0.0|0.0|,76;21;3|76;21;3|,66;24;10|66;24;10|,66;24;10|66;24;10|,100|100|,0;0;0|0;0;0|,100|100|,66;24;10|66;24;10|,66;24;10|66;24;10|,100|100|,100|100|
2,100|100|,66;24;10|66;24;10|,0.0|0.0|,66;24;10|66;24;10|,57;27;16|57;27;16|,57;27;16|57;27;16|,100|100|,0;0;0|0;0;0|,100|100|,57;27;16|57;27;16|,57;27;16|57;27;16|,100|100|,100|100|
3,100|100|,57;27;16|57;27;16|,0.0|0.0|,57;27;16|57;27;16|,51;28;21|51;28;21|,51;28;21|51;28;21|,100|100|,0;0;0|0;0;0|,100|100|,51;28;21|51;28;21|,51;28;21|51;28;21|,100|100|,100|100|
4,100|100|,51;28;21|51;28;21|,0.0|0.0|,51;28;21|51;28;21|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,0;0;0|0;0;0|,100|100|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,100|100|
5,100|100|,45;28;27|45;28;27|,0.0|0.0|,45;28;27|45;28;27|,42;27;31|42;27;31|,42;27;31|42;27;31|,100|100|,0;0;0|0;0;0|,100|100|,42;27;31|42;27;31|,42;27;31|42;27;31|,100|100|,100|100|
6,100|100|,42;27;31|42;27;31|,0.0|0.0|,42;27;31|42;27;31|,35;27;38|35;27;38|,35;27;38|35;27;38|,100|100|,0;0;0|0;0;0|,100|100|,35;27;38|35;27;38|,35;27;38|35;27;38|,100|100|,100|100|
7,100|100|,35;27;38|35;27;38|,0.0|0.0|,35;27;38|35;27;38|,27;30;43|27;30;43|,27;30;43|27;30;43|,100|100|,0;0;0|0;0;0|,100|100|,27;30;43|27;30;43|,27;30;43|27;30;43|,100|100|,100|100|
8,100|100|,27;30;43|27;30;43|,0.0|0.0|,27;30;43|27;30;43|,23;26;51|23;26;51|,23;26;51|23;26;51|,100|100|,0;0;0|0;0;0|,100|100|,23;26;51|23;26;51|,23;26;51|23;26;51|,100|100|,100|100|
9,100|100|,23;26;51|23;26;51|,0.0|0.0|,23;26;51|23;26;51|,19;26;55|19;26;55|,19;26;55|19;26;55|,100|100|,0;0;0|0;0;0|,100|100|,19;26;55|19;26;55|,19;26;55|19;26;55|,100|100|,100|100|
10,100|100|,19;26;55|19;26;55|,0.0|0.0|,19;26;55|19;26;55|,17;22;61|17;22;61|,17;22;61|17;22;61|,100|100|,0;0;0|0;0;0|,100|100|,17;22;61|17;22;61|,17;22;61|17;22;61|,100|100|,100|100|
11,100|100|,17;22;61|17;22;61|,0.0|0.0|,17;22;61|17;22;61|,14;23;63|14;23;63|,14;23;63|14;23;63|,100|100|,0;0;0|0;0;0|,100|100|,14;23;63|14;23;63|,14;23;63|14;23;63|,100|100|,100|100|
12,100|100|,14;23;63|14;23;63|,0.0|0.0|,14;23;63|14;23;63|,12;21;67|12;21;67|,12;21;67|12;21;67|,100|100|,0;0;0|0;0;0|,100|100|,12;21;67|12;21;67|,12;21;67|12;21;67|,100|100|,100|100|
