Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,86;5;8;1|86;5;8;1|,86;5;8;1|86;5;8;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;5;8;1|86;5;8;1|,86;5;8;1|86;5;8;1|,100|100|,100|100|
1,100|100|,86;5;8;1|86;5;8;1|,86;5;8;1|86;5;8;1|,85;1;13;1|85;1;13;1|,85;1;13;1|85;1;13;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;1;13;1|85;1;13;1|,85;1;13;1|85;1;13;1|,100|100|,100|100|
2,100|100|,85;1;13;1|85;1;13;1|,85;1;13;1|85;1;13;1|,81;4;12;3|81;4;12;3|,81;4;12;3|81;4;12;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;4;12;3|81;4;12;3|,81;4;12;3|81;4;12;3|,100|100|,100|100|
3,100|100|,81;4;12;3|81;4;12;3|,81;4;12;3|81;4;12;3|,76;8;11;5|76;8;11;5|,76;8;11;5|76;8;11;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;8;11;5|76;8;11;5|,76;8;11;5|76;8;11;5|,100|100|,100|100|
4,100|100|,76;8;11;5|76;8;11;5|,76;8;11;5|76;8;11;5|,75;6;13;6|75;6;13;6|,75;6;13;6|75;6;13;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;6;13;6|75;6;13;6|,75;6;13;6|75;6;13;6|,100|100|,100|100|
5,100|100|,75;6;13;6|75;6;13;6|,75;6;13;6|75;6;13;6|,70;7;13;10|70;7;13;10|,70;7;13;10|70;7;13;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;7;13;10|70;7;13;10|,70;7;13;10|70;7;13;10|,100|100|,100|100|
6,100|100|,70;7;13;10|70;7;13;10|,70;7;13;10|70;7;13;10|,65;8;16;11|65;8;16;11|,65;8;16;11|65;8;16;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;8;16;11|65;8;16;11|,65;8;16;11|65;8;16;11|,100|100|,100|100|
7,100|100|,65;8;16;11|65;8;16;11|,65;8;16;11|65;8;16;11|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,100|100|,100|100|
8,100|100|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,56;12;14;18|56;12;14;18|,56;12;14;18|56;12;14;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;12;14;18|56;12;14;18|,56;12;14;18|56;12;14;18|,100|100|,100|100|
9,100|100|,56;12;14;18|56;12;14;18|,56;12;14;18|56;12;14;18|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,100|100|,100|100|
10,100|100|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,49;9;19;23|49;9;19;23|,49;9;19;23|49;9;19;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;9;19;23|49;9;19;23|,49;9;19;23|49;9;19;23|,100|100|,100|100|
11,100|100|,49;9;19;23|49;9;19;23|,49;9;19;23|49;9;19;23|,39;17;19;25|39;17;19;25|,39;17;19;25|39;17;19;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;17;19;25|39;17;19;25|,39;17;19;25|39;17;19;25|,100|100|,100|100|
12,100|100|,39;17;19;25|39;17;19;25|,39;17;19;25|39;17;19;25|,34;15;26;25|34;15;26;25|,34;15;26;25|34;15;26;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;15;26;25|34;15;26;25|,34;15;26;25|34;15;26;25|,100|100|,100|100|
13,100|100|,34;15;26;25|34;15;26;25|,34;15;26;25|34;15;26;25|,30;6;34;30|30;6;34;30|,30;6;34;30|30;6;34;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;6;34;30|30;6;34;30|,30;6;34;30|30;6;34;30|,100|100|,100|100|
14,100|100|,30;6;34;30|30;6;34;30|,30;6;34;30|30;6;34;30|,23;10;30;37|23;10;30;37|,23;10;30;37|23;10;30;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;10;30;37|23;10;30;37|,23;10;30;37|23;10;30;37|,100|100|,100|100|
15,100|100|,23;10;30;37|23;10;30;37|,23;10;30;37|23;10;30;37|,20;8;27;45|20;8;27;45|,20;8;27;45|20;8;27;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;8;27;45|20;8;27;45|,20;8;27;45|20;8;27;45|,100|100|,100|100|
16,100|100|,20;8;27;45|20;8;27;45|,20;8;27;45|20;8;27;45|,19;5;28;48|19;5;28;48|,19;5;28;48|19;5;28;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;5;28;48|19;5;28;48|,19;5;28;48|19;5;28;48|,100|100|,100|100|
17,100|100|,19;5;28;48|19;5;28;48|,19;5;28;48|19;5;28;48|,14;7;30;49|14;7;30;49|,14;7;30;49|14;7;30;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;7;30;49|14;7;30;49|,14;7;30;49|14;7;30;49|,100|100|,100|100|
18,100|100|,14;7;30;49|14;7;30;49|,14;7;30;49|14;7;30;49|,11;8;21;60|11;8;21;60|,11;8;21;60|11;8;21;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;8;21;60|11;8;21;60|,11;8;21;60|11;8;21;60|,100|100|,100|100|
19,100|100|,11;8;21;60|11;8;21;60|,11;8;21;60|11;8;21;60|,10;5;20;65|10;5;20;65|,10;5;20;65|10;5;20;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;5;20;65|10;5;20;65|,10;5;20;65|10;5;20;65|,100|100|,100|100|
20,100|100|,10;5;20;65|10;5;20;65|,10;5;20;65|10;5;20;65|,10;5;17;68|10;5;17;68|,10;5;17;68|10;5;17;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;5;17;68|10;5;17;68|,10;5;17;68|10;5;17;68|,100|100|,100|100|
21,100|100|,10;5;17;68|10;5;17;68|,10;5;17;68|10;5;17;68|,9;5;13;73|9;5;13;73|,9;5;13;73|9;5;13;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;5;13;73|9;5;13;73|,9;5;13;73|9;5;13;73|,100|100|,100|100|
22,100|100|,9;5;13;73|9;5;13;73|,9;5;13;73|9;5;13;73|,9;4;10;77|9;4;10;77|,9;4;10;77|9;4;10;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;4;10;77|9;4;10;77|,9;4;10;77|9;4;10;77|,100|100|,100|100|
23,100|100|,9;4;10;77|9;4;10;77|,9;4;10;77|9;4;10;77|,9;4;7;80|9;4;7;80|,9;4;7;80|9;4;7;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;4;7;80|9;4;7;80|,9;4;7;80|9;4;7;80|,100|100|,100|100|
24,100|100|,9;4;7;80|9;4;7;80|,9;4;7;80|9;4;7;80|,9;2;8;81|9;2;8;81|,9;2;8;81|9;2;8;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;2;8;81|9;2;8;81|,9;2;8;81|9;2;8;81|,100|100|,100|100|
25,100|100|,9;2;8;81|9;2;8;81|,9;2;8;81|9;2;8;81|,9;1;8;82|9;1;8;82|,9;1;8;82|9;1;8;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;8;82|9;1;8;82|,9;1;8;82|9;1;8;82|,100|100|,100|100|
26,100|100|,9;1;8;82|9;1;8;82|,9;1;8;82|9;1;8;82|,9;1;7;83|9;1;7;83|,9;1;7;83|9;1;7;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;7;83|9;1;7;83|,9;1;7;83|9;1;7;83|,100|100|,100|100|
27,100|100|,9;1;7;83|9;1;7;83|,9;1;7;83|9;1;7;83|,8;2;6;84|8;2;6;84|,8;2;6;84|8;2;6;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;2;6;84|8;2;6;84|,8;2;6;84|8;2;6;84|,100|100|,100|100|
28,100|100|,8;2;6;84|8;2;6;84|,8;2;6;84|8;2;6;84|,7;3;5;85|7;3;5;85|,7;3;5;85|7;3;5;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;3;5;85|7;3;5;85|,7;3;5;85|7;3;5;85|,100|100|,100|100|
29,100|100|,7;3;5;85|7;3;5;85|,7;3;5;85|7;3;5;85|,7;1;6;86|7;1;6;86|,7;1;6;86|7;1;6;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;1;6;86|7;1;6;86|,7;1;6;86|7;1;6;86|,100|100|,100|100|
30,100|100|,7;1;6;86|7;1;6;86|,7;1;6;86|7;1;6;86|,7;0;6;87|7;0;6;87|,7;0;6;87|7;0;6;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;0;6;87|7;0;6;87|,7;0;6;87|7;0;6;87|,100|100|,100|100|
31,100|100|,7;0;6;87|7;0;6;87|,7;0;6;87|7;0;6;87|,7;0;5;88|7;0;5;88|,7;0;5;88|7;0;5;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;0;5;88|7;0;5;88|,7;0;5;88|7;0;5;88|,100|100|,100|100|
