Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,0;0;0|0;0;0|,100|100|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,100|100|
1,100|100|,85;15;0|85;15;0|,10.0|10.0|,85;15;0|85;15;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
2,100|100|,80;20;0|80;20;0|,10.5|10.5|,80;20;0|80;20;0|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,0;0;0|0;0;0|,100|100|,75;24;1|75;24;1|,75;24;1|75;24;1|,100|100|,100|100|
3,100|100|,75;24;1|75;24;1|,11.32|11.32|,75;24;1|75;24;1|,70;29;1|70;29;1|,70;29;1|70;29;1|,100|100|,0;0;0|0;0;0|,100|100|,70;29;1|70;29;1|,70;29;1|70;29;1|,100|100|,100|100|
4,100|100|,70;29;1|70;29;1|,12.53|12.53|,70;29;1|70;29;1|,60;39;1|60;39;1|,60;39;1|60;39;1|,100|100|,0;0;0|0;0;0|,100|100|,60;39;1|60;39;1|,60;39;1|60;39;1|,100|100|,100|100|
5,100|100|,60;39;1|60;39;1|,14.55|14.55|,60;39;1|60;39;1|,50;49;1|50;49;1|,50;49;1|50;49;1|,100|100|,0;0;0|0;0;0|,100|100|,50;49;1|50;49;1|,50;49;1|50;49;1|,100|100|,100|100|
6,100|100|,50;49;1|50;49;1|,17.27|17.27|,50;49;1|50;49;1|,40;58;2|40;58;2|,40;58;2|40;58;2|,100|100|,0;0;0|0;0;0|,100|100|,40;58;2|40;58;2|,40;58;2|40;58;2|,100|100|,100|100|
7,100|100|,40;58;2|40;58;2|,20.48|20.48|,40;58;2|40;58;2|,27;69;4|27;69;4|,27;69;4|27;69;4|,100|100|,0;0;0|0;0;0|,100|100|,27;69;4|27;69;4|,27;69;4|27;69;4|,100|100|,100|100|
8,100|100|,27;69;4|27;69;4|,24.3|24.3|,27;69;4|27;69;4|,21;71;8|21;71;8|,21;71;8|21;71;8|,100|100|,0;0;0|0;0;0|,100|100|,21;71;8|21;71;8|,21;71;8|21;71;8|,100|100|,100|100|
9,100|100|,21;71;8|21;71;8|,27.76|27.76|,21;71;8|21;71;8|,13;75;12|13;75;12|,13;75;12|13;75;12|,100|100|,0;0;0|0;0;0|,100|100|,13;75;12|13;75;12|,13;75;12|13;75;12|,100|100|,100|100|
10,100|100|,13;75;12|13;75;12|,31.09|31.09|,13;75;12|13;75;12|,9;77;14|9;77;14|,9;77;14|9;77;14|,100|100|,0;0;0|0;0;0|,100|100|,9;77;14|9;77;14|,9;77;14|9;77;14|,100|100|,100|100|
11,100|100|,9;77;14|9;77;14|,34.13|34.13|,9;77;14|9;77;14|,6;76;18|6;76;18|,6;76;18|6;76;18|,100|100|,0;0;0|0;0;0|,100|100|,6;76;18|6;76;18|,6;76;18|6;76;18|,100|100|,100|100|
12,100|100|,6;76;18|6;76;18|,36.61|36.61|,6;76;18|6;76;18|,4;73;23|4;73;23|,4;73;23|4;73;23|,100|100|,0;0;0|0;0;0|,100|100|,4;73;23|4;73;23|,4;73;23|4;73;23|,100|100|,100|100|
13,100|100|,4;73;23|4;73;23|,38.42|38.42|,4;73;23|4;73;23|,3;70;27|3;70;27|,3;70;27|3;70;27|,100|100|,0;0;0|0;0;0|,100|100|,3;70;27|3;70;27|,3;70;27|3;70;27|,100|100|,100|100|
14,100|100|,3;70;27|3;70;27|,39.66|39.66|,3;70;27|3;70;27|,3;69;28|3;69;28|,3;69;28|3;69;28|,100|100|,0;0;0|0;0;0|,100|100|,3;69;28|3;69;28|,3;69;28|3;69;28|,100|100|,100|100|
