Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,0.0|0.0|,85;15;0|85;15;0|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,0;0;0|0;0;0|,100|100|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,100|100|
1,100|100|,77;18;5|77;18;5|,0.0|0.0|,77;18;5|77;18;5|,67;23;10|67;23;10|,67;23;10|67;23;10|,100|100|,0;0;0|0;0;0|,100|100|,67;23;10|67;23;10|,67;23;10|67;23;10|,100|100|,100|100|
2,100|100|,67;23;10|67;23;10|,0.0|0.0|,67;23;10|67;23;10|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,0;0;0|0;0;0|,100|100|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,100|100|
3,100|100|,59;27;14|59;27;14|,0.0|0.0|,59;27;14|59;27;14|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,0;0;0|0;0;0|,100|100|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,100|100|
4,100|100|,47;32;21|47;32;21|,0.0|0.0|,47;32;21|47;32;21|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,0;0;0|0;0;0|,100|100|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,100|100|
5,100|100|,38;37;25|38;37;25|,0.0|0.0|,38;37;25|38;37;25|,28;40;32|28;40;32|,28;40;32|28;40;32|,100|100|,0;0;0|0;0;0|,100|100|,28;40;32|28;40;32|,28;40;32|28;40;32|,100|100|,100|100|
6,100|100|,28;40;32|28;40;32|,0.0|0.0|,28;40;32|28;40;32|,20;39;41|20;39;41|,20;39;41|20;39;41|,100|100|,0;0;0|0;0;0|,100|100|,20;39;41|20;39;41|,20;39;41|20;39;41|,100|100|,100|100|
7,100|100|,20;39;41|20;39;41|,0.0|0.0|,20;39;41|20;39;41|,16;34;50|16;34;50|,16;34;50|16;34;50|,100|100|,0;0;0|0;0;0|,100|100|,16;34;50|16;34;50|,16;34;50|16;34;50|,100|100|,100|100|
8,100|100|,16;34;50|16;34;50|,0.0|0.0|,16;34;50|16;34;50|,13;27;60|13;27;60|,13;27;60|13;27;60|,100|100|,0;0;0|0;0;0|,100|100|,13;27;60|13;27;60|,13;27;60|13;27;60|,100|100|,100|100|
9,100|100|,13;27;60|13;27;60|,0.0|0.0|,13;27;60|13;27;60|,10;23;67|10;23;67|,10;23;67|10;23;67|,100|100|,0;0;0|0;0;0|,100|100|,10;23;67|10;23;67|,10;23;67|10;23;67|,100|100|,100|100|
10,100|100|,10;23;67|10;23;67|,0.0|0.0|,10;23;67|10;23;67|,9;20;71|9;20;71|,9;20;71|9;20;71|,100|100|,0;0;0|0;0;0|,100|100|,9;20;71|9;20;71|,9;20;71|9;20;71|,100|100|,100|100|
11,100|100|,9;20;71|9;20;71|,0.0|0.0|,9;20;71|9;20;71|,8;18;74|8;18;74|,8;18;74|8;18;74|,100|100|,0;0;0|0;0;0|,100|100|,8;18;74|8;18;74|,8;18;74|8;18;74|,100|100|,100|100|
12,100|100|,8;18;74|8;18;74|,0.0|0.0|,8;18;74|8;18;74|,7;15;78|7;15;78|,7;15;78|7;15;78|,100|100|,0;0;0|0;0;0|,100|100|,7;15;78|7;15;78|,7;15;78|7;15;78|,100|100|,100|100|
13,100|100|,7;15;78|7;15;78|,0.0|0.0|,7;15;78|7;15;78|,6;12;82|6;12;82|,6;12;82|6;12;82|,100|100|,0;0;0|0;0;0|,100|100|,6;12;82|6;12;82|,6;12;82|6;12;82|,100|100|,100|100|
14,100|100|,6;12;82|6;12;82|,0.0|0.0|,6;12;82|6;12;82|,6;11;83|6;11;83|,6;11;83|6;11;83|,100|100|,0;0;0|0;0;0|,100|100|,6;11;83|6;11;83|,6;11;83|6;11;83|,100|100|,100|100|
15,100|100|,6;11;83|6;11;83|,0.0|0.0|,6;11;83|6;11;83|,6;8;86|6;8;86|,6;8;86|6;8;86|,100|100|,0;0;0|0;0;0|,100|100|,6;8;86|6;8;86|,6;8;86|6;8;86|,100|100|,100|100|
16,100|100|,6;8;86|6;8;86|,0.0|0.0|,6;8;86|6;8;86|,6;6;88|6;6;88|,6;6;88|6;6;88|,100|100|,0;0;0|0;0;0|,100|100|,6;6;88|6;6;88|,6;6;88|6;6;88|,100|100|,100|100|
17,100|100|,6;6;88|6;6;88|,0.0|0.0|,6;6;88|6;6;88|,6;6;88|6;6;88|,6;6;88|6;6;88|,100|100|,0;0;0|0;0;0|,100|100|,6;6;88|6;6;88|,6;6;88|6;6;88|,100|100|,100|100|
18,100|100|,6;6;88|6;6;88|,0.0|0.0|,6;6;88|6;6;88|,6;5;89|6;5;89|,6;5;89|6;5;89|,100|100|,0;0;0|0;0;0|,100|100|,6;5;89|6;5;89|,6;5;89|6;5;89|,100|100|,100|100|
19,100|100|,6;5;89|6;5;89|,0.0|0.0|,6;5;89|6;5;89|,6;5;89|6;5;89|,6;5;89|6;5;89|,100|100|,0;0;0|0;0;0|,100|100|,6;5;89|6;5;89|,6;5;89|6;5;89|,100|100|,100|100|
20,100|100|,6;5;89|6;5;89|,0.0|0.0|,6;5;89|6;5;89|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,0;0;0|0;0;0|,100|100|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,100|100|
21,100|100|,6;4;90|6;4;90|,0.0|0.0|,6;4;90|6;4;90|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,0;0;0|0;0;0|,100|100|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,100|100|
22,100|100|,6;4;90|6;4;90|,0.0|0.0|,6;4;90|6;4;90|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,0;0;0|0;0;0|,100|100|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,100|100|
23,100|100|,6;4;90|6;4;90|,0.0|0.0|,6;4;90|6;4;90|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,0;0;0|0;0;0|,100|100|,6;4;90|6;4;90|,6;4;90|6;4;90|,100|100|,100|100|
24,100|100|,6;4;90|6;4;90|,0.0|0.0|,6;4;90|6;4;90|,6;3;91|6;3;91|,6;3;91|6;3;91|,100|100|,0;0;0|0;0;0|,100|100|,6;3;91|6;3;91|,6;3;91|6;3;91|,100|100|,100|100|
25,100|100|,6;3;91|6;3;91|,0.0|0.0|,6;3;91|6;3;91|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,0;0;0|0;0;0|,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,100|100|
26,100|100|,5;4;91|5;4;91|,0.0|0.0|,5;4;91|5;4;91|,5;3;92|5;3;92|,5;3;92|5;3;92|,100|100|,0;0;0|0;0;0|,100|100|,5;3;92|5;3;92|,5;3;92|5;3;92|,100|100|,100|100|
27,100|100|,5;3;92|5;3;92|,0.0|0.0|,5;3;92|5;3;92|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
28,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
29,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
30,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
31,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
32,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
33,100|100|,5;2;93|5;2;93|,0.0|0.0|,5;2;93|5;2;93|,4;2;94|4;2;94|,4;2;94|4;2;94|,100|100|,0;0;0|0;0;0|,100|100|,4;2;94|4;2;94|,4;2;94|4;2;94|,100|100|,100|100|
