Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,82;7;7;4|82;7;7;4|,82;7;7;4|82;7;7;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;7;7;4|82;7;7;4|,82;7;7;4|82;7;7;4|,100|100|,100|100|
1,100|100|,82;7;7;4|82;7;7;4|,82;7;7;4|82;7;7;4|,78;6;9;7|78;6;9;7|,78;6;9;7|78;6;9;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;6;9;7|78;6;9;7|,78;6;9;7|78;6;9;7|,100|100|,100|100|
2,100|100|,78;6;9;7|78;6;9;7|,78;6;9;7|78;6;9;7|,75;7;10;8|75;7;10;8|,75;7;10;8|75;7;10;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;7;10;8|75;7;10;8|,75;7;10;8|75;7;10;8|,100|100|,100|100|
3,100|100|,75;7;10;8|75;7;10;8|,75;7;10;8|75;7;10;8|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,100|100|,100|100|
4,100|100|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,68;8;12;12|68;8;12;12|,68;8;12;12|68;8;12;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;8;12;12|68;8;12;12|,68;8;12;12|68;8;12;12|,100|100|,100|100|
5,100|100|,68;8;12;12|68;8;12;12|,68;8;12;12|68;8;12;12|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,100|100|,100|100|
6,100|100|,65;7;14;14|65;7;14;14|,65;7;14;14|65;7;14;14|,59;8;14;19|59;8;14;19|,59;8;14;19|59;8;14;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;8;14;19|59;8;14;19|,59;8;14;19|59;8;14;19|,100|100|,100|100|
7,100|100|,59;8;14;19|59;8;14;19|,59;8;14;19|59;8;14;19|,58;5;14;23|58;5;14;23|,58;5;14;23|58;5;14;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;5;14;23|58;5;14;23|,58;5;14;23|58;5;14;23|,100|100|,100|100|
8,100|100|,58;5;14;23|58;5;14;23|,58;5;14;23|58;5;14;23|,57;5;11;27|57;5;11;27|,57;5;11;27|57;5;11;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;5;11;27|57;5;11;27|,57;5;11;27|57;5;11;27|,100|100|,100|100|
9,100|100|,57;5;11;27|57;5;11;27|,57;5;11;27|57;5;11;27|,56;3;13;28|56;3;13;28|,56;3;13;28|56;3;13;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;3;13;28|56;3;13;28|,56;3;13;28|56;3;13;28|,100|100|,100|100|
10,100|100|,56;3;13;28|56;3;13;28|,56;3;13;28|56;3;13;28|,55;2;15;28|55;2;15;28|,55;2;15;28|55;2;15;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;2;15;28|55;2;15;28|,55;2;15;28|55;2;15;28|,100|100|,100|100|
11,100|100|,55;2;15;28|55;2;15;28|,55;2;15;28|55;2;15;28|,50;6;11;33|50;6;11;33|,50;6;11;33|50;6;11;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;6;11;33|50;6;11;33|,50;6;11;33|50;6;11;33|,100|100|,100|100|
12,100|100|,50;6;11;33|50;6;11;33|,50;6;11;33|50;6;11;33|,48;6;12;34|48;6;12;34|,48;6;12;34|48;6;12;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;6;12;34|48;6;12;34|,48;6;12;34|48;6;12;34|,100|100|,100|100|
13,100|100|,48;6;12;34|48;6;12;34|,48;6;12;34|48;6;12;34|,43;10;11;36|43;10;11;36|,43;10;11;36|43;10;11;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;10;11;36|43;10;11;36|,43;10;11;36|43;10;11;36|,100|100|,100|100|
14,100|100|,43;10;11;36|43;10;11;36|,43;10;11;36|43;10;11;36|,41;8;11;40|41;8;11;40|,41;8;11;40|41;8;11;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;8;11;40|41;8;11;40|,41;8;11;40|41;8;11;40|,100|100|,100|100|
