Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,0.0|0.0|,84;16;0|84;16;0|,78;20;2|78;20;2|,78;20;2|78;20;2|,100|100|,0;0;0|0;0;0|,100|100|,78;20;2|78;20;2|,78;20;2|78;20;2|,100|100|,100|100|
1,100|100|,78;20;2|78;20;2|,0.0|0.0|,78;20;2|78;20;2|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,0;0;0|0;0;0|,100|100|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,100|100|
2,100|100|,71;22;7|71;22;7|,0.0|0.0|,71;22;7|71;22;7|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,0;0;0|0;0;0|,100|100|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,100|100|
3,100|100|,69;21;10|69;21;10|,0.0|0.0|,69;21;10|69;21;10|,67;21;12|67;21;12|,67;21;12|67;21;12|,100|100|,0;0;0|0;0;0|,100|100|,67;21;12|67;21;12|,67;21;12|67;21;12|,100|100|,100|100|
4,100|100|,67;21;12|67;21;12|,0.0|0.0|,67;21;12|67;21;12|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,0;0;0|0;0;0|,100|100|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,100|100|
5,100|100|,62;27;11|62;27;11|,0.0|0.0|,62;27;11|62;27;11|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,0;0;0|0;0;0|,100|100|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,100|100|
6,100|100|,56;30;14|56;30;14|,0.0|0.0|,56;30;14|56;30;14|,51;34;15|51;34;15|,51;34;15|51;34;15|,100|100|,0;0;0|0;0;0|,100|100|,51;34;15|51;34;15|,51;34;15|51;34;15|,100|100|,100|100|
7,100|100|,51;34;15|51;34;15|,0.0|0.0|,51;34;15|51;34;15|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,0;0;0|0;0;0|,100|100|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,100|100|
8,100|100|,52;33;15|52;33;15|,0.0|0.0|,52;33;15|52;33;15|,48;34;18|48;34;18|,48;34;18|48;34;18|,100|100|,0;0;0|0;0;0|,100|100|,48;34;18|48;34;18|,48;34;18|48;34;18|,100|100|,100|100|
9,100|100|,48;34;18|48;34;18|,0.0|0.0|,48;34;18|48;34;18|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,0;0;0|0;0;0|,100|100|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,100|100|
