Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,0.0|0.0|,85;15;0|85;15;0|,77;23;0|77;23;0|,77;23;0|77;23;0|,100|100|,0;0;0|0;0;0|,100|100|,77;23;0|77;23;0|,77;23;0|77;23;0|,100|100|,100|100|
1,100|100|,77;23;0|77;23;0|,0.0|0.0|,77;23;0|77;23;0|,70;24;6|70;24;6|,70;24;6|70;24;6|,100|100|,0;0;0|0;0;0|,100|100|,70;24;6|70;24;6|,70;24;6|70;24;6|,100|100|,100|100|
2,100|100|,70;24;6|70;24;6|,0.0|0.0|,70;24;6|70;24;6|,61;29;10|61;29;10|,61;29;10|61;29;10|,100|100|,0;0;0|0;0;0|,100|100|,61;29;10|61;29;10|,61;29;10|61;29;10|,100|100|,100|100|
3,100|100|,61;29;10|61;29;10|,0.0|0.0|,61;29;10|61;29;10|,52;32;16|52;32;16|,52;32;16|52;32;16|,100|100|,0;0;0|0;0;0|,100|100|,52;32;16|52;32;16|,52;32;16|52;32;16|,100|100|,100|100|
4,100|100|,52;32;16|52;32;16|,0.0|0.0|,52;32;16|52;32;16|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,0;0;0|0;0;0|,100|100|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,100|100|
5,100|100|,45;28;27|45;28;27|,0.0|0.0|,45;28;27|45;28;27|,40;27;33|40;27;33|,40;27;33|40;27;33|,100|100|,0;0;0|0;0;0|,100|100|,40;27;33|40;27;33|,40;27;33|40;27;33|,100|100|,100|100|
6,100|100|,40;27;33|40;27;33|,0.0|0.0|,40;27;33|40;27;33|,36;28;36|36;28;36|,36;28;36|36;28;36|,100|100|,0;0;0|0;0;0|,100|100|,36;28;36|36;28;36|,36;28;36|36;28;36|,100|100|,100|100|
7,100|100|,36;28;36|36;28;36|,0.0|0.0|,36;28;36|36;28;36|,29;30;41|29;30;41|,29;30;41|29;30;41|,100|100|,0;0;0|0;0;0|,100|100|,29;30;41|29;30;41|,29;30;41|29;30;41|,100|100|,100|100|
8,100|100|,29;30;41|29;30;41|,0.0|0.0|,29;30;41|29;30;41|,23;32;45|23;32;45|,23;32;45|23;32;45|,100|100|,0;0;0|0;0;0|,100|100|,23;32;45|23;32;45|,23;32;45|23;32;45|,100|100|,100|100|
9,100|100|,23;32;45|23;32;45|,0.0|0.0|,23;32;45|23;32;45|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,0;0;0|0;0;0|,100|100|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,100|100|
10,100|100|,21;29;50|21;29;50|,0.0|0.0|,21;29;50|21;29;50|,18;25;57|18;25;57|,18;25;57|18;25;57|,100|100|,0;0;0|0;0;0|,100|100|,18;25;57|18;25;57|,18;25;57|18;25;57|,100|100|,100|100|
11,100|100|,18;25;57|18;25;57|,0.0|0.0|,18;25;57|18;25;57|,15;22;63|15;22;63|,15;22;63|15;22;63|,100|100|,0;0;0|0;0;0|,100|100|,15;22;63|15;22;63|,15;22;63|15;22;63|,100|100|,100|100|
12,100|100|,15;22;63|15;22;63|,0.0|0.0|,15;22;63|15;22;63|,14;21;65|14;21;65|,14;21;65|14;21;65|,100|100|,0;0;0|0;0;0|,100|100|,14;21;65|14;21;65|,14;21;65|14;21;65|,100|100|,100|100|
13,100|100|,14;21;65|14;21;65|,0.0|0.0|,14;21;65|14;21;65|,12;17;71|12;17;71|,12;17;71|12;17;71|,100|100|,0;0;0|0;0;0|,100|100|,12;17;71|12;17;71|,12;17;71|12;17;71|,100|100|,100|100|
14,100|100|,12;17;71|12;17;71|,0.0|0.0|,12;17;71|12;17;71|,10;17;73|10;17;73|,10;17;73|10;17;73|,100|100|,0;0;0|0;0;0|,100|100|,10;17;73|10;17;73|,10;17;73|10;17;73|,100|100|,100|100|
15,100|100|,10;17;73|10;17;73|,0.0|0.0|,10;17;73|10;17;73|,8;13;79|8;13;79|,8;13;79|8;13;79|,100|100|,0;0;0|0;0;0|,100|100|,8;13;79|8;13;79|,8;13;79|8;13;79|,100|100|,100|100|
16,100|100|,8;13;79|8;13;79|,0.0|0.0|,8;13;79|8;13;79|,8;10;82|8;10;82|,8;10;82|8;10;82|,100|100|,0;0;0|0;0;0|,100|100|,8;10;82|8;10;82|,8;10;82|8;10;82|,100|100|,100|100|
17,100|100|,8;10;82|8;10;82|,0.0|0.0|,8;10;82|8;10;82|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,0;0;0|0;0;0|,100|100|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,100|100|
18,100|100|,8;5;87|8;5;87|,0.0|0.0|,8;5;87|8;5;87|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,0;0;0|0;0;0|,100|100|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,100|100|
19,100|100|,8;5;87|8;5;87|,0.0|0.0|,8;5;87|8;5;87|,8;4;88|8;4;88|,8;4;88|8;4;88|,100|100|,0;0;0|0;0;0|,100|100|,8;4;88|8;4;88|,8;4;88|8;4;88|,100|100|,100|100|
20,100|100|,8;4;88|8;4;88|,0.0|0.0|,8;4;88|8;4;88|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,0;0;0|0;0;0|,100|100|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,100|100|
21,100|100|,8;2;90|8;2;90|,0.0|0.0|,8;2;90|8;2;90|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,0;0;0|0;0;0|,100|100|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,100|100|
22,100|100|,8;2;90|8;2;90|,0.0|0.0|,8;2;90|8;2;90|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,0;0;0|0;0;0|,100|100|,8;2;90|8;2;90|,8;2;90|8;2;90|,100|100|,100|100|
23,100|100|,8;2;90|8;2;90|,0.0|0.0|,8;2;90|8;2;90|,8;1;91|8;1;91|,8;1;91|8;1;91|,100|100|,0;0;0|0;0;0|,100|100|,8;1;91|8;1;91|,8;1;91|8;1;91|,100|100|,100|100|
24,100|100|,8;1;91|8;1;91|,0.0|0.0|,8;1;91|8;1;91|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
25,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
26,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
27,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
28,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
29,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
30,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
31,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
32,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
33,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
34,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
35,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
36,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
37,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
38,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
39,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
40,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
41,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
42,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
43,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
44,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
45,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
46,100|100|,8;0;92|8;0;92|,0.0|0.0|,8;0;92|8;0;92|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,0;0;0|0;0;0|,100|100|,8;0;92|8;0;92|,8;0;92|8;0;92|,100|100|,100|100|
