Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,71;25;4|71;25;4|,71;25;4|71;25;4|,100|100|,0;0;0|0;0;0|,100|100|,71;25;4|71;25;4|,71;25;4|71;25;4|,100|100|,100|100|
1,100|100|,71;25;4|71;25;4|,71;25;4|71;25;4|,59;31;10|59;31;10|,59;31;10|59;31;10|,100|100|,0;0;0|0;0;0|,100|100|,59;31;10|59;31;10|,59;31;10|59;31;10|,100|100|,100|100|
2,100|100|,59;31;10|59;31;10|,59;31;10|59;31;10|,49;35;16|49;35;16|,49;35;16|49;35;16|,100|100|,0;0;0|0;0;0|,100|100|,49;35;16|49;35;16|,49;35;16|49;35;16|,100|100|,100|100|
3,100|100|,49;35;16|49;35;16|,49;35;16|49;35;16|,42;35;23|42;35;23|,42;35;23|42;35;23|,100|100|,0;0;0|0;0;0|,100|100|,42;35;23|42;35;23|,42;35;23|42;35;23|,100|100|,100|100|
4,100|100|,42;35;23|42;35;23|,42;35;23|42;35;23|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,0;0;0|0;0;0|,100|100|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,100|100|
5,100|100|,38;31;31|38;31;31|,38;31;31|38;31;31|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,0;0;0|0;0;0|,100|100|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,100|100|
6,100|100|,29;34;37|29;34;37|,29;34;37|29;34;37|,24;33;43|24;33;43|,24;33;43|24;33;43|,100|100|,0;0;0|0;0;0|,100|100|,24;33;43|24;33;43|,24;33;43|24;33;43|,100|100|,100|100|
7,100|100|,24;33;43|24;33;43|,24;33;43|24;33;43|,20;35;45|20;35;45|,20;35;45|20;35;45|,100|100|,0;0;0|0;0;0|,100|100|,20;35;45|20;35;45|,20;35;45|20;35;45|,100|100|,100|100|
8,100|100|,20;35;45|20;35;45|,20;35;45|20;35;45|,15;35;50|15;35;50|,15;35;50|15;35;50|,100|100|,0;0;0|0;0;0|,100|100|,15;35;50|15;35;50|,15;35;50|15;35;50|,100|100|,100|100|
9,100|100|,15;35;50|15;35;50|,15;35;50|15;35;50|,12;29;59|12;29;59|,12;29;59|12;29;59|,100|100|,0;0;0|0;0;0|,100|100|,12;29;59|12;29;59|,12;29;59|12;29;59|,100|100|,100|100|
10,100|100|,12;29;59|12;29;59|,12;29;59|12;29;59|,10;22;68|10;22;68|,10;22;68|10;22;68|,100|100|,0;0;0|0;0;0|,100|100|,10;22;68|10;22;68|,10;22;68|10;22;68|,100|100|,100|100|
11,100|100|,10;22;68|10;22;68|,10;22;68|10;22;68|,9;19;72|9;19;72|,9;19;72|9;19;72|,100|100|,0;0;0|0;0;0|,100|100|,9;19;72|9;19;72|,9;19;72|9;19;72|,100|100|,100|100|
12,100|100|,9;19;72|9;19;72|,9;19;72|9;19;72|,9;16;75|9;16;75|,9;16;75|9;16;75|,100|100|,0;0;0|0;0;0|,100|100|,9;16;75|9;16;75|,9;16;75|9;16;75|,100|100|,100|100|
13,100|100|,9;16;75|9;16;75|,9;16;75|9;16;75|,9;16;75|9;16;75|,9;16;75|9;16;75|,100|100|,0;0;0|0;0;0|,100|100|,9;16;75|9;16;75|,9;16;75|9;16;75|,100|100|,100|100|
14,100|100|,9;16;75|9;16;75|,9;16;75|9;16;75|,6;18;76|6;18;76|,6;18;76|6;18;76|,100|100|,0;0;0|0;0;0|,100|100|,6;18;76|6;18;76|,6;18;76|6;18;76|,100|100|,100|100|
15,100|100|,6;18;76|6;18;76|,6;18;76|6;18;76|,5;17;78|5;17;78|,5;17;78|5;17;78|,100|100|,0;0;0|0;0;0|,100|100|,5;17;78|5;17;78|,5;17;78|5;17;78|,100|100|,100|100|
16,100|100|,5;17;78|5;17;78|,5;17;78|5;17;78|,5;14;81|5;14;81|,5;14;81|5;14;81|,100|100|,0;0;0|0;0;0|,100|100|,5;14;81|5;14;81|,5;14;81|5;14;81|,100|100|,100|100|
17,100|100|,5;14;81|5;14;81|,5;14;81|5;14;81|,5;12;83|5;12;83|,5;12;83|5;12;83|,100|100|,0;0;0|0;0;0|,100|100|,5;12;83|5;12;83|,5;12;83|5;12;83|,100|100|,100|100|
18,100|100|,5;12;83|5;12;83|,5;12;83|5;12;83|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,0;0;0|0;0;0|,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,100|100|
19,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,0;0;0|0;0;0|,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,100|100|,100|100|
20,100|100|,5;4;91|5;4;91|,5;4;91|5;4;91|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,0;0;0|0;0;0|,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,100|100|,100|100|
21,100|100|,5;2;93|5;2;93|,5;2;93|5;2;93|,5;1;94|5;1;94|,5;1;94|5;1;94|,100|100|,0;0;0|0;0;0|,100|100|,5;1;94|5;1;94|,5;1;94|5;1;94|,100|100|,100|100|
22,100|100|,5;1;94|5;1;94|,5;1;94|5;1;94|,5;1;94|5;1;94|,5;1;94|5;1;94|,100|100|,0;0;0|0;0;0|,100|100|,5;1;94|5;1;94|,5;1;94|5;1;94|,100|100|,100|100|
