Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.9|9.9|,86;14;0|86;14;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
2,100|100|,80;19;1|80;19;1|,10.32|10.32|,80;19;1|80;19;1|,73;26;1|73;26;1|,73;26;1|73;26;1|,100|100|,0;0;0|0;0;0|,100|100|,73;26;1|73;26;1|,73;26;1|73;26;1|,100|100|,100|100|
3,100|100|,73;26;1|73;26;1|,11.37|11.37|,73;26;1|73;26;1|,67;32;1|67;32;1|,67;32;1|67;32;1|,100|100|,0;0;0|0;0;0|,100|100|,67;32;1|67;32;1|,67;32;1|67;32;1|,100|100|,100|100|
4,100|100|,67;32;1|67;32;1|,12.86|12.86|,67;32;1|67;32;1|,60;38;2|60;38;2|,60;38;2|60;38;2|,100|100|,0;0;0|0;0;0|,100|100|,60;38;2|60;38;2|,60;38;2|60;38;2|,100|100|,100|100|
5,100|100|,60;38;2|60;38;2|,14.73|14.73|,60;38;2|60;38;2|,46;51;3|46;51;3|,46;51;3|46;51;3|,100|100|,0;0;0|0;0;0|,100|100|,46;51;3|46;51;3|,46;51;3|46;51;3|,100|100|,100|100|
6,100|100|,46;51;3|46;51;3|,17.62|17.62|,46;51;3|46;51;3|,39;57;4|39;57;4|,39;57;4|39;57;4|,100|100|,0;0;0|0;0;0|,100|100|,39;57;4|39;57;4|,39;57;4|39;57;4|,100|100|,100|100|
7,100|100|,39;57;4|39;57;4|,20.68|20.68|,39;57;4|39;57;4|,32;63;5|32;63;5|,32;63;5|32;63;5|,100|100|,0;0;0|0;0;0|,100|100|,32;63;5|32;63;5|,32;63;5|32;63;5|,100|100|,100|100|
8,100|100|,32;63;5|32;63;5|,23.88|23.88|,32;63;5|32;63;5|,23;70;7|23;70;7|,23;70;7|23;70;7|,100|100|,0;0;0|0;0;0|,100|100|,23;70;7|23;70;7|,23;70;7|23;70;7|,100|100|,100|100|
9,100|100|,23;70;7|23;70;7|,27.3|27.3|,23;70;7|23;70;7|,17;74;9|17;74;9|,17;74;9|17;74;9|,100|100|,0;0;0|0;0;0|,100|100|,17;74;9|17;74;9|,17;74;9|17;74;9|,100|100|,100|100|
