Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.9|9.9|,86;14;0|86;14;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
2,100|100|,80;20;0|80;20;0|,10.42|10.42|,80;20;0|80;20;0|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,0;0;0|0;0;0|,100|100|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,100|100|
3,100|100|,73;25;2|73;25;2|,11.35|11.35|,73;25;2|73;25;2|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,0;0;0|0;0;0|,100|100|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,100|100|
4,100|100|,66;30;4|66;30;4|,12.65|12.65|,66;30;4|66;30;4|,56;38;6|56;38;6|,56;38;6|56;38;6|,100|100|,0;0;0|0;0;0|,100|100|,56;38;6|56;38;6|,56;38;6|56;38;6|,100|100|,100|100|
5,100|100|,56;38;6|56;38;6|,14.55|14.55|,56;38;6|56;38;6|,47;47;6|47;47;6|,47;47;6|47;47;6|,100|100|,0;0;0|0;0;0|,100|100|,47;47;6|47;47;6|,47;47;6|47;47;6|,100|100|,100|100|
6,100|100|,47;47;6|47;47;6|,17.07|17.07|,47;47;6|47;47;6|,34;58;8|34;58;8|,34;58;8|34;58;8|,100|100|,0;0;0|0;0;0|,100|100|,34;58;8|34;58;8|,34;58;8|34;58;8|,100|100|,100|100|
7,100|100|,34;58;8|34;58;8|,20.31|20.31|,34;58;8|34;58;8|,25;62;13|25;62;13|,25;62;13|25;62;13|,100|100|,0;0;0|0;0;0|,100|100|,25;62;13|25;62;13|,25;62;13|25;62;13|,100|100|,100|100|
8,100|100|,25;62;13|25;62;13|,23.46|23.46|,25;62;13|25;62;13|,20;66;14|20;66;14|,20;66;14|20;66;14|,100|100|,0;0;0|0;0;0|,100|100|,20;66;14|20;66;14|,20;66;14|20;66;14|,100|100|,100|100|
9,100|100|,20;66;14|20;66;14|,26.54|26.54|,20;66;14|20;66;14|,14;68;18|14;68;18|,14;68;18|14;68;18|,100|100|,0;0;0|0;0;0|,100|100|,14;68;18|14;68;18|,14;68;18|14;68;18|,100|100|,100|100|
10,100|100|,14;68;18|14;68;18|,29.36|29.36|,14;68;18|14;68;18|,11;71;18|11;71;18|,11;71;18|11;71;18|,100|100|,0;0;0|0;0;0|,100|100|,11;71;18|11;71;18|,11;71;18|11;71;18|,100|100|,100|100|
