Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.5|9.5|,86;14;0|86;14;0|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
2,100|100|,81;17;2|81;17;2|,9.48|9.48|,81;17;2|81;17;2|,72;26;2|72;26;2|,72;26;2|72;26;2|,100|100|,0;0;0|0;0;0|,100|100|,72;26;2|72;26;2|,72;26;2|72;26;2|,100|100|,100|100|
3,100|100|,72;26;2|72;26;2|,9.75|9.75|,72;26;2|72;26;2|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,0;0;0|0;0;0|,100|100|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,100|100|
4,100|100|,66;31;3|66;31;3|,10.89|10.89|,66;31;3|66;31;3|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,0;0;0|0;0;0|,100|100|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,100|100|
5,100|100|,57;36;7|57;36;7|,12.36|12.36|,57;36;7|57;36;7|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,0;0;0|0;0;0|,100|100|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,100|100|
6,100|100|,43;50;7|43;50;7|,14.1|14.1|,43;50;7|43;50;7|,36;55;9|36;55;9|,36;55;9|36;55;9|,100|100|,0;0;0|0;0;0|,100|100|,36;55;9|36;55;9|,36;55;9|36;55;9|,100|100|,100|100|
7,100|100|,36;55;9|36;55;9|,16.99|16.99|,36;55;9|36;55;9|,32;53;15|32;53;15|,32;53;15|32;53;15|,100|100|,0;0;0|0;0;0|,100|100|,32;53;15|32;53;15|,32;53;15|32;53;15|,100|100|,100|100|
8,100|100|,32;53;15|32;53;15|,19.94|19.94|,32;53;15|32;53;15|,26;54;20|26;54;20|,26;54;20|26;54;20|,100|100|,0;0;0|0;0;0|,100|100|,26;54;20|26;54;20|,26;54;20|26;54;20|,100|100|,100|100|
9,100|100|,26;54;20|26;54;20|,22.25|22.25|,26;54;20|26;54;20|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,0;0;0|0;0;0|,100|100|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,100|100|
10,100|100|,19;58;23|19;58;23|,24.31|24.31|,19;58;23|19;58;23|,14;60;26|14;60;26|,14;60;26|14;60;26|,100|100|,0;0;0|0;0;0|,100|100|,14;60;26|14;60;26|,14;60;26|14;60;26|,100|100|,100|100|
11,100|100|,14;60;26|14;60;26|,26.46|26.46|,14;60;26|14;60;26|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,0;0;0|0;0;0|,100|100|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,100|100|
12,100|100|,11;60;29|11;60;29|,28.5|28.5|,11;60;29|11;60;29|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,0;0;0|0;0;0|,100|100|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,100|100|
13,100|100|,7;64;29|7;64;29|,30.22|30.22|,7;64;29|7;64;29|,3;66;31|3;66;31|,3;66;31|3;66;31|,100|100|,0;0;0|0;0;0|,100|100|,3;66;31|3;66;31|,3;66;31|3;66;31|,100|100|,100|100|
14,100|100|,3;66;31|3;66;31|,32.09|32.09|,3;66;31|3;66;31|,2;64;34|2;64;34|,2;64;34|2;64;34|,100|100|,0;0;0|0;0;0|,100|100|,2;64;34|2;64;34|,2;64;34|2;64;34|,100|100|,100|100|
15,100|100|,2;64;34|2;64;34|,33.87|33.87|,2;64;34|2;64;34|,2;60;38|2;60;38|,2;60;38|2;60;38|,100|100|,0;0;0|0;0;0|,100|100|,2;60;38|2;60;38|,2;60;38|2;60;38|,100|100|,100|100|
16,100|100|,2;60;38|2;60;38|,35.19|35.19|,2;60;38|2;60;38|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,0;0;0|0;0;0|,100|100|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,100|100|
17,100|100|,1;59;40|1;59;40|,35.91|35.91|,1;59;40|1;59;40|,0;54;46|0;54;46|,0;54;46|0;54;46|,100|100|,0;0;0|0;0;0|,100|100|,0;54;46|0;54;46|,0;54;46|0;54;46|,100|100|,100|100|
18,100|100|,0;54;46|0;54;46|,36.43|36.43|,0;54;46|0;54;46|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
19,100|100|,0;51;49|0;51;49|,36.36|36.36|,0;51;49|0;51;49|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,0;0;0|0;0;0|,100|100|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,100|100|
20,100|100|,0;46;54|0;46;54|,36.01|36.01|,0;46;54|0;46;54|,0;44;56|0;44;56|,0;44;56|0;44;56|,100|100|,0;0;0|0;0;0|,100|100|,0;44;56|0;44;56|,0;44;56|0;44;56|,100|100|,100|100|
21,100|100|,0;44;56|0;44;56|,35.21|35.21|,0;44;56|0;44;56|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,0;0;0|0;0;0|,100|100|,0;38;62|0;38;62|,0;38;62|0;38;62|,100|100|,100|100|
22,100|100|,0;38;62|0;38;62|,34.33|34.33|,0;38;62|0;38;62|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,0;0;0|0;0;0|,100|100|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,100|100|
23,100|100|,0;33;67|0;33;67|,32.98|32.98|,0;33;67|0;33;67|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,0;0;0|0;0;0|,100|100|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,100|100|
24,100|100|,0;33;67|0;33;67|,31.33|31.33|,0;33;67|0;33;67|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
25,100|100|,0;31;69|0;31;69|,29.93|29.93|,0;31;69|0;31;69|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
26,100|100|,0;28;72|0;28;72|,28.54|28.54|,0;28;72|0;28;72|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
27,100|100|,0;28;72|0;28;72|,27.06|27.06|,0;28;72|0;28;72|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
28,100|100|,0;24;76|0;24;76|,25.8|25.8|,0;24;76|0;24;76|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
29,100|100|,0;23;77|0;23;77|,24.33|24.33|,0;23;77|0;23;77|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
30,100|100|,0;19;81|0;19;81|,22.98|22.98|,0;19;81|0;19;81|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
31,100|100|,0;18;82|0;18;82|,21.43|21.43|,0;18;82|0;18;82|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
32,100|100|,0;17;83|0;17;83|,20.02|20.02|,0;17;83|0;17;83|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
33,100|100|,0;17;83|0;17;83|,18.72|18.72|,0;17;83|0;17;83|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
34,100|100|,0;17;83|0;17;83|,17.61|17.61|,0;17;83|0;17;83|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
35,100|100|,0;15;85|0;15;85|,16.67|16.67|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
36,100|100|,0;15;85|0;15;85|,15.67|15.67|,0;15;85|0;15;85|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
37,100|100|,0;14;86|0;14;86|,14.82|14.82|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
38,100|100|,0;14;86|0;14;86|,13.99|13.99|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
39,100|100|,0;14;86|0;14;86|,13.3|13.3|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
