Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,0;0;0|0;0;0|,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,100|100|
1,100|100|,80;17;3|80;17;3|,0.0|0.0|,80;17;3|80;17;3|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
2,100|100|,72;25;3|72;25;3|,0.0|0.0|,72;25;3|72;25;3|,65;28;7|65;28;7|,65;28;7|65;28;7|,100|100|,0;0;0|0;0;0|,100|100|,65;28;7|65;28;7|,65;28;7|65;28;7|,100|100|,100|100|
3,100|100|,65;28;7|65;28;7|,0.0|0.0|,65;28;7|65;28;7|,57;27;16|57;27;16|,57;27;16|57;27;16|,100|100|,0;0;0|0;0;0|,100|100|,57;27;16|57;27;16|,57;27;16|57;27;16|,100|100|,100|100|
4,100|100|,57;27;16|57;27;16|,0.0|0.0|,57;27;16|57;27;16|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,0;0;0|0;0;0|,100|100|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,100|100|
5,100|100|,46;30;24|46;30;24|,0.0|0.0|,46;30;24|46;30;24|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,0;0;0|0;0;0|,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,100|100|
6,100|100|,40;34;26|40;34;26|,0.0|0.0|,40;34;26|40;34;26|,37;28;35|37;28;35|,37;28;35|37;28;35|,100|100|,0;0;0|0;0;0|,100|100|,37;28;35|37;28;35|,37;28;35|37;28;35|,100|100|,100|100|
7,100|100|,37;28;35|37;28;35|,0.0|0.0|,37;28;35|37;28;35|,30;30;40|30;30;40|,30;30;40|30;30;40|,100|100|,0;0;0|0;0;0|,100|100|,30;30;40|30;30;40|,30;30;40|30;30;40|,100|100|,100|100|
8,100|100|,30;30;40|30;30;40|,0.0|0.0|,30;30;40|30;30;40|,26;24;50|26;24;50|,26;24;50|26;24;50|,100|100|,0;0;0|0;0;0|,100|100|,26;24;50|26;24;50|,26;24;50|26;24;50|,100|100|,100|100|
9,100|100|,26;24;50|26;24;50|,0.0|0.0|,26;24;50|26;24;50|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,0;0;0|0;0;0|,100|100|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,100|100|
10,100|100|,23;20;57|23;20;57|,0.0|0.0|,23;20;57|23;20;57|,20;20;60|20;20;60|,20;20;60|20;20;60|,100|100|,0;0;0|0;0;0|,100|100|,20;20;60|20;20;60|,20;20;60|20;20;60|,100|100|,100|100|
11,100|100|,20;20;60|20;20;60|,0.0|0.0|,20;20;60|20;20;60|,19;18;63|19;18;63|,19;18;63|19;18;63|,100|100|,0;0;0|0;0;0|,100|100|,19;18;63|19;18;63|,19;18;63|19;18;63|,100|100|,100|100|
12,100|100|,19;18;63|19;18;63|,0.0|0.0|,19;18;63|19;18;63|,17;18;65|17;18;65|,17;18;65|17;18;65|,100|100|,0;0;0|0;0;0|,100|100|,17;18;65|17;18;65|,17;18;65|17;18;65|,100|100|,100|100|
13,100|100|,17;18;65|17;18;65|,0.0|0.0|,17;18;65|17;18;65|,14;16;70|14;16;70|,14;16;70|14;16;70|,100|100|,0;0;0|0;0;0|,100|100|,14;16;70|14;16;70|,14;16;70|14;16;70|,100|100|,100|100|
14,100|100|,14;16;70|14;16;70|,0.0|0.0|,14;16;70|14;16;70|,12;16;72|12;16;72|,12;16;72|12;16;72|,100|100|,0;0;0|0;0;0|,100|100|,12;16;72|12;16;72|,12;16;72|12;16;72|,100|100|,100|100|
15,100|100|,12;16;72|12;16;72|,0.0|0.0|,12;16;72|12;16;72|,12;14;74|12;14;74|,12;14;74|12;14;74|,100|100|,0;0;0|0;0;0|,100|100|,12;14;74|12;14;74|,12;14;74|12;14;74|,100|100|,100|100|
16,100|100|,12;14;74|12;14;74|,0.0|0.0|,12;14;74|12;14;74|,11;10;79|11;10;79|,11;10;79|11;10;79|,100|100|,0;0;0|0;0;0|,100|100|,11;10;79|11;10;79|,11;10;79|11;10;79|,100|100|,100|100|
17,100|100|,11;10;79|11;10;79|,0.0|0.0|,11;10;79|11;10;79|,11;8;81|11;8;81|,11;8;81|11;8;81|,100|100|,0;0;0|0;0;0|,100|100|,11;8;81|11;8;81|,11;8;81|11;8;81|,100|100|,100|100|
18,100|100|,11;8;81|11;8;81|,0.0|0.0|,11;8;81|11;8;81|,11;6;83|11;6;83|,11;6;83|11;6;83|,100|100|,0;0;0|0;0;0|,100|100|,11;6;83|11;6;83|,11;6;83|11;6;83|,100|100|,100|100|
19,100|100|,11;6;83|11;6;83|,0.0|0.0|,11;6;83|11;6;83|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,0;0;0|0;0;0|,100|100|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,100|100|
20,100|100|,10;5;85|10;5;85|,0.0|0.0|,10;5;85|10;5;85|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,0;0;0|0;0;0|,100|100|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,100|100|
21,100|100|,10;5;85|10;5;85|,0.0|0.0|,10;5;85|10;5;85|,9;4;87|9;4;87|,9;4;87|9;4;87|,100|100|,0;0;0|0;0;0|,100|100|,9;4;87|9;4;87|,9;4;87|9;4;87|,100|100|,100|100|
22,100|100|,9;4;87|9;4;87|,0.0|0.0|,9;4;87|9;4;87|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
23,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
24,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
25,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
26,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,8;4;88|8;4;88|,8;4;88|8;4;88|,100|100|,0;0;0|0;0;0|,100|100|,8;4;88|8;4;88|,8;4;88|8;4;88|,100|100|,100|100|
27,100|100|,8;4;88|8;4;88|,0.0|0.0|,8;4;88|8;4;88|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
28,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
29,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
