Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,0.0|0.0|,91;0;9;0|91;0;9;0|,87;4;8;1|87;4;8;1|,87;4;8;1|87;4;8;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;4;8;1|87;4;8;1|,87;4;8;1|87;4;8;1|,100|100|,100|100|
1,100|100|,87;4;8;1|87;4;8;1|,0.0|0.0|,87;4;8;1|87;4;8;1|,83;7;8;2|83;7;8;2|,83;7;8;2|83;7;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;7;8;2|83;7;8;2|,83;7;8;2|83;7;8;2|,100|100|,100|100|
2,100|100|,83;7;8;2|83;7;8;2|,0.0|0.0|,83;7;8;2|83;7;8;2|,79;6;12;3|79;6;12;3|,79;6;12;3|79;6;12;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;6;12;3|79;6;12;3|,79;6;12;3|79;6;12;3|,100|100|,100|100|
3,100|100|,79;6;12;3|79;6;12;3|,0.0|0.0|,79;6;12;3|79;6;12;3|,77;4;13;6|77;4;13;6|,77;4;13;6|77;4;13;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;4;13;6|77;4;13;6|,77;4;13;6|77;4;13;6|,100|100|,100|100|
4,100|100|,77;4;13;6|77;4;13;6|,0.0|0.0|,77;4;13;6|77;4;13;6|,73;6;11;10|73;6;11;10|,73;6;11;10|73;6;11;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;6;11;10|73;6;11;10|,73;6;11;10|73;6;11;10|,100|100|,100|100|
5,100|100|,73;6;11;10|73;6;11;10|,0.0|0.0|,73;6;11;10|73;6;11;10|,66;9;15;10|66;9;15;10|,66;9;15;10|66;9;15;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;9;15;10|66;9;15;10|,66;9;15;10|66;9;15;10|,100|100|,100|100|
6,100|100|,66;9;15;10|66;9;15;10|,0.0|0.0|,66;9;15;10|66;9;15;10|,60;10;17;13|60;10;17;13|,60;10;17;13|60;10;17;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;10;17;13|60;10;17;13|,60;10;17;13|60;10;17;13|,100|100|,100|100|
7,100|100|,60;10;17;13|60;10;17;13|,0.0|0.0|,60;10;17;13|60;10;17;13|,57;8;20;15|57;8;20;15|,57;8;20;15|57;8;20;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;8;20;15|57;8;20;15|,57;8;20;15|57;8;20;15|,100|100|,100|100|
8,100|100|,57;8;20;15|57;8;20;15|,0.0|0.0|,57;8;20;15|57;8;20;15|,52;8;19;21|52;8;19;21|,52;8;19;21|52;8;19;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;8;19;21|52;8;19;21|,52;8;19;21|52;8;19;21|,100|100|,100|100|
9,100|100|,52;8;19;21|52;8;19;21|,0.0|0.0|,52;8;19;21|52;8;19;21|,46;8;21;25|46;8;21;25|,46;8;21;25|46;8;21;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;8;21;25|46;8;21;25|,46;8;21;25|46;8;21;25|,100|100|,100|100|
10,100|100|,46;8;21;25|46;8;21;25|,0.0|0.0|,46;8;21;25|46;8;21;25|,42;10;18;30|42;10;18;30|,42;10;18;30|42;10;18;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;10;18;30|42;10;18;30|,42;10;18;30|42;10;18;30|,100|100|,100|100|
11,100|100|,42;10;18;30|42;10;18;30|,0.0|0.0|,42;10;18;30|42;10;18;30|,40;7;21;32|40;7;21;32|,40;7;21;32|40;7;21;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;7;21;32|40;7;21;32|,40;7;21;32|40;7;21;32|,100|100|,100|100|
12,100|100|,40;7;21;32|40;7;21;32|,0.0|0.0|,40;7;21;32|40;7;21;32|,35;9;20;36|35;9;20;36|,35;9;20;36|35;9;20;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;9;20;36|35;9;20;36|,35;9;20;36|35;9;20;36|,100|100|,100|100|
13,100|100|,35;9;20;36|35;9;20;36|,0.0|0.0|,35;9;20;36|35;9;20;36|,27;14;22;37|27;14;22;37|,27;14;22;37|27;14;22;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;14;22;37|27;14;22;37|,27;14;22;37|27;14;22;37|,100|100|,100|100|
14,100|100|,27;14;22;37|27;14;22;37|,0.0|0.0|,27;14;22;37|27;14;22;37|,23;12;26;39|23;12;26;39|,23;12;26;39|23;12;26;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;12;26;39|23;12;26;39|,23;12;26;39|23;12;26;39|,100|100|,100|100|
15,100|100|,23;12;26;39|23;12;26;39|,0.0|0.0|,23;12;26;39|23;12;26;39|,21;8;28;43|21;8;28;43|,21;8;28;43|21;8;28;43|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;8;28;43|21;8;28;43|,21;8;28;43|21;8;28;43|,100|100|,100|100|
16,100|100|,21;8;28;43|21;8;28;43|,0.0|0.0|,21;8;28;43|21;8;28;43|,17;7;29;47|17;7;29;47|,17;7;29;47|17;7;29;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,17;7;29;47|17;7;29;47|,17;7;29;47|17;7;29;47|,100|100|,100|100|
17,100|100|,17;7;29;47|17;7;29;47|,0.0|0.0|,17;7;29;47|17;7;29;47|,16;5;26;53|16;5;26;53|,16;5;26;53|16;5;26;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;5;26;53|16;5;26;53|,16;5;26;53|16;5;26;53|,100|100|,100|100|
18,100|100|,16;5;26;53|16;5;26;53|,0.0|0.0|,16;5;26;53|16;5;26;53|,15;3;20;62|15;3;20;62|,15;3;20;62|15;3;20;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;3;20;62|15;3;20;62|,15;3;20;62|15;3;20;62|,100|100|,100|100|
19,100|100|,15;3;20;62|15;3;20;62|,0.0|0.0|,15;3;20;62|15;3;20;62|,12;5;17;66|12;5;17;66|,12;5;17;66|12;5;17;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;5;17;66|12;5;17;66|,12;5;17;66|12;5;17;66|,100|100|,100|100|
20,100|100|,12;5;17;66|12;5;17;66|,0.0|0.0|,12;5;17;66|12;5;17;66|,11;4;15;70|11;4;15;70|,11;4;15;70|11;4;15;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;4;15;70|11;4;15;70|,11;4;15;70|11;4;15;70|,100|100|,100|100|
21,100|100|,11;4;15;70|11;4;15;70|,0.0|0.0|,11;4;15;70|11;4;15;70|,10;3;16;71|10;3;16;71|,10;3;16;71|10;3;16;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;3;16;71|10;3;16;71|,10;3;16;71|10;3;16;71|,100|100|,100|100|
22,100|100|,10;3;16;71|10;3;16;71|,0.0|0.0|,10;3;16;71|10;3;16;71|,8;4;13;75|8;4;13;75|,8;4;13;75|8;4;13;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;4;13;75|8;4;13;75|,8;4;13;75|8;4;13;75|,100|100|,100|100|
23,100|100|,8;4;13;75|8;4;13;75|,0.0|0.0|,8;4;13;75|8;4;13;75|,6;3;16;75|6;3;16;75|,6;3;16;75|6;3;16;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;3;16;75|6;3;16;75|,6;3;16;75|6;3;16;75|,100|100|,100|100|
24,100|100|,6;3;16;75|6;3;16;75|,0.0|0.0|,6;3;16;75|6;3;16;75|,6;1;16;77|6;1;16;77|,6;1;16;77|6;1;16;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;1;16;77|6;1;16;77|,6;1;16;77|6;1;16;77|,100|100|,100|100|
25,100|100|,6;1;16;77|6;1;16;77|,0.0|0.0|,6;1;16;77|6;1;16;77|,3;4;11;82|3;4;11;82|,3;4;11;82|3;4;11;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;4;11;82|3;4;11;82|,3;4;11;82|3;4;11;82|,100|100|,100|100|
26,100|100|,3;4;11;82|3;4;11;82|,0.0|0.0|,3;4;11;82|3;4;11;82|,2;3;8;87|2;3;8;87|,2;3;8;87|2;3;8;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,2;3;8;87|2;3;8;87|,2;3;8;87|2;3;8;87|,100|100|,100|100|
