Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.4|9.4|,87;13;0|87;13;0|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,0;0;0|0;0;0|,100|100|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,100|100|
2,100|100|,83;17;0|83;17;0|,9.29|9.29|,83;17;0|83;17;0|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,0;0;0|0;0;0|,100|100|,76;23;1|76;23;1|,76;23;1|76;23;1|,100|100|,100|100|
3,100|100|,76;23;1|76;23;1|,9.6|9.6|,76;23;1|76;23;1|,72;27;1|72;27;1|,72;27;1|72;27;1|,100|100|,0;0;0|0;0;0|,100|100|,72;27;1|72;27;1|,72;27;1|72;27;1|,100|100|,100|100|
4,100|100|,72;27;1|72;27;1|,10.46|10.46|,72;27;1|72;27;1|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,0;0;0|0;0;0|,100|100|,64;33;3|64;33;3|,64;33;3|64;33;3|,100|100|,100|100|
5,100|100|,64;33;3|64;33;3|,11.59|11.59|,64;33;3|64;33;3|,59;38;3|59;38;3|,59;38;3|59;38;3|,100|100|,0;0;0|0;0;0|,100|100|,59;38;3|59;38;3|,59;38;3|59;38;3|,100|100|,100|100|
6,100|100|,59;38;3|59;38;3|,13.15|13.15|,59;38;3|59;38;3|,51;45;4|51;45;4|,51;45;4|51;45;4|,100|100|,0;0;0|0;0;0|,100|100|,51;45;4|51;45;4|,51;45;4|51;45;4|,100|100|,100|100|
7,100|100|,51;45;4|51;45;4|,14.98|14.98|,51;45;4|51;45;4|,40;55;5|40;55;5|,40;55;5|40;55;5|,100|100|,0;0;0|0;0;0|,100|100|,40;55;5|40;55;5|,40;55;5|40;55;5|,100|100|,100|100|
8,100|100|,40;55;5|40;55;5|,17.23|17.23|,40;55;5|40;55;5|,33;59;8|33;59;8|,33;59;8|33;59;8|,100|100|,0;0;0|0;0;0|,100|100|,33;59;8|33;59;8|,33;59;8|33;59;8|,100|100|,100|100|
9,100|100|,33;59;8|33;59;8|,20.15|20.15|,33;59;8|33;59;8|,26;61;13|26;61;13|,26;61;13|26;61;13|,100|100|,0;0;0|0;0;0|,100|100|,26;61;13|26;61;13|,26;61;13|26;61;13|,100|100|,100|100|
10,100|100|,26;61;13|26;61;13|,23.02|23.02|,26;61;13|26;61;13|,22;61;17|22;61;17|,22;61;17|22;61;17|,100|100|,0;0;0|0;0;0|,100|100|,22;61;17|22;61;17|,22;61;17|22;61;17|,100|100|,100|100|
11,100|100|,22;61;17|22;61;17|,25.67|25.67|,22;61;17|22;61;17|,18;61;21|18;61;21|,18;61;21|18;61;21|,100|100|,0;0;0|0;0;0|,100|100|,18;61;21|18;61;21|,18;61;21|18;61;21|,100|100|,100|100|
12,100|100|,18;61;21|18;61;21|,27.92|27.92|,18;61;21|18;61;21|,14;63;23|14;63;23|,14;63;23|14;63;23|,100|100|,0;0;0|0;0;0|,100|100|,14;63;23|14;63;23|,14;63;23|14;63;23|,100|100|,100|100|
13,100|100|,14;63;23|14;63;23|,29.83|29.83|,14;63;23|14;63;23|,13;59;28|13;59;28|,13;59;28|13;59;28|,100|100|,0;0;0|0;0;0|,100|100|,13;59;28|13;59;28|,13;59;28|13;59;28|,100|100|,100|100|
14,100|100|,13;59;28|13;59;28|,31.66|31.66|,13;59;28|13;59;28|,11;57;32|11;57;32|,11;57;32|11;57;32|,100|100|,0;0;0|0;0;0|,100|100|,11;57;32|11;57;32|,11;57;32|11;57;32|,100|100|,100|100|
15,100|100|,11;57;32|11;57;32|,32.81|32.81|,11;57;32|11;57;32|,7;61;32|7;61;32|,7;61;32|7;61;32|,100|100|,0;0;0|0;0;0|,100|100|,7;61;32|7;61;32|,7;61;32|7;61;32|,100|100|,100|100|
