Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,10.0|10.0|,85;15;0|85;15;0|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,0;0;0|0;0;0|,100|100|,77;22;1|77;22;1|,77;22;1|77;22;1|,100|100|,100|100|
1,100|100|,77;22;1|77;22;1|,10.0|10.0|,77;22;1|77;22;1|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,0;0;0|0;0;0|,100|100|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,100|100|
2,100|100|,71;27;2|71;27;2|,10.7|10.7|,71;27;2|71;27;2|,65;32;3|65;32;3|,65;32;3|65;32;3|,100|100|,0;0;0|0;0;0|,100|100|,65;32;3|65;32;3|,65;32;3|65;32;3|,100|100|,100|100|
3,100|100|,65;32;3|65;32;3|,11.8|11.8|,65;32;3|65;32;3|,59;38;3|59;38;3|,59;38;3|59;38;3|,100|100|,0;0;0|0;0;0|,100|100|,59;38;3|59;38;3|,59;38;3|59;38;3|,100|100|,100|100|
4,100|100|,59;38;3|59;38;3|,13.23|13.23|,59;38;3|59;38;3|,48;49;3|48;49;3|,48;49;3|48;49;3|,100|100|,0;0;0|0;0;0|,100|100|,48;49;3|48;49;3|,48;49;3|48;49;3|,100|100|,100|100|
5,100|100|,48;49;3|48;49;3|,15.04|15.04|,48;49;3|48;49;3|,39;55;6|39;55;6|,39;55;6|39;55;6|,100|100|,0;0;0|0;0;0|,100|100|,39;55;6|39;55;6|,39;55;6|39;55;6|,100|100|,100|100|
6,100|100|,39;55;6|39;55;6|,17.69|17.69|,39;55;6|39;55;6|,36;56;8|36;56;8|,36;56;8|36;56;8|,100|100|,0;0;0|0;0;0|,100|100|,36;56;8|36;56;8|,36;56;8|36;56;8|,100|100|,100|100|
7,100|100|,36;56;8|36;56;8|,20.53|20.53|,36;56;8|36;56;8|,27;61;12|27;61;12|,27;61;12|27;61;12|,100|100|,0;0;0|0;0;0|,100|100|,27;61;12|27;61;12|,27;61;12|27;61;12|,100|100|,100|100|
8,100|100|,27;61;12|27;61;12|,23.05|23.05|,27;61;12|27;61;12|,24;63;13|24;63;13|,24;63;13|24;63;13|,100|100|,0;0;0|0;0;0|,100|100|,24;63;13|24;63;13|,24;63;13|24;63;13|,100|100|,100|100|
9,100|100|,24;63;13|24;63;13|,25.69|25.69|,24;63;13|24;63;13|,20;62;18|20;62;18|,20;62;18|20;62;18|,100|100|,0;0;0|0;0;0|,100|100|,20;62;18|20;62;18|,20;62;18|20;62;18|,100|100|,100|100|
10,100|100|,20;62;18|20;62;18|,28.14|28.14|,20;62;18|20;62;18|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,0;0;0|0;0;0|,100|100|,16;63;21|16;63;21|,16;63;21|16;63;21|,100|100|,100|100|
11,100|100|,16;63;21|16;63;21|,30.12|30.12|,16;63;21|16;63;21|,14;63;23|14;63;23|,14;63;23|14;63;23|,100|100|,0;0;0|0;0;0|,100|100|,14;63;23|14;63;23|,14;63;23|14;63;23|,100|100|,100|100|
