Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,10.0|10.0|,88;12;0|88;12;0|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,0;0;0|0;0;0|,100|100|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,100|100|
1,100|100|,81;19;0|81;19;0|,9.7|9.7|,81;19;0|81;19;0|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
2,100|100|,77;21;2|77;21;2|,10.14|10.14|,77;21;2|77;21;2|,68;28;4|68;28;4|,68;28;4|68;28;4|,100|100|,0;0;0|0;0;0|,100|100|,68;28;4|68;28;4|,68;28;4|68;28;4|,100|100|,100|100|
3,100|100|,68;28;4|68;28;4|,10.72|10.72|,68;28;4|68;28;4|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,0;0;0|0;0;0|,100|100|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,100|100|
4,100|100|,58;37;5|58;37;5|,11.91|11.91|,58;37;5|58;37;5|,53;39;8|53;39;8|,53;39;8|53;39;8|,100|100|,0;0;0|0;0;0|,100|100|,53;39;8|53;39;8|,53;39;8|53;39;8|,100|100|,100|100|
5,100|100|,53;39;8|53;39;8|,13.83|13.83|,53;39;8|53;39;8|,51;39;10|51;39;10|,51;39;10|51;39;10|,100|100|,0;0;0|0;0;0|,100|100|,51;39;10|51;39;10|,51;39;10|51;39;10|,100|100|,100|100|
6,100|100|,51;39;10|51;39;10|,15.65|15.65|,51;39;10|51;39;10|,44;41;15|44;41;15|,44;41;15|44;41;15|,100|100|,0;0;0|0;0;0|,100|100|,44;41;15|44;41;15|,44;41;15|44;41;15|,100|100|,100|100|
7,100|100|,44;41;15|44;41;15|,17.21|17.21|,44;41;15|44;41;15|,36;47;17|36;47;17|,36;47;17|36;47;17|,100|100|,0;0;0|0;0;0|,100|100|,36;47;17|36;47;17|,36;47;17|36;47;17|,100|100|,100|100|
8,100|100|,36;47;17|36;47;17|,18.72|18.72|,36;47;17|36;47;17|,29;54;17|29;54;17|,29;54;17|29;54;17|,100|100|,0;0;0|0;0;0|,100|100|,29;54;17|29;54;17|,29;54;17|29;54;17|,100|100|,100|100|
9,100|100|,29;54;17|29;54;17|,20.62|20.62|,29;54;17|29;54;17|,23;58;19|23;58;19|,23;58;19|23;58;19|,100|100|,0;0;0|0;0;0|,100|100|,23;58;19|23;58;19|,23;58;19|23;58;19|,100|100|,100|100|
10,100|100|,23;58;19|23;58;19|,22.92|22.92|,23;58;19|23;58;19|,17;62;21|17;62;21|,17;62;21|17;62;21|,100|100|,0;0;0|0;0;0|,100|100|,17;62;21|17;62;21|,17;62;21|17;62;21|,100|100|,100|100|
11,100|100|,17;62;21|17;62;21|,25.28|25.28|,17;62;21|17;62;21|,15;62;23|15;62;23|,15;62;23|15;62;23|,100|100|,0;0;0|0;0;0|,100|100|,15;62;23|15;62;23|,15;62;23|15;62;23|,100|100|,100|100|
12,100|100|,15;62;23|15;62;23|,27.69|27.69|,15;62;23|15;62;23|,9;65;26|9;65;26|,9;65;26|9;65;26|,100|100|,0;0;0|0;0;0|,100|100|,9;65;26|9;65;26|,9;65;26|9;65;26|,100|100|,100|100|
13,100|100|,9;65;26|9;65;26|,29.74|29.74|,9;65;26|9;65;26|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,0;0;0|0;0;0|,100|100|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,100|100|
14,100|100|,7;64;29|7;64;29|,31.78|31.78|,7;64;29|7;64;29|,6;63;31|6;63;31|,6;63;31|6;63;31|,100|100|,0;0;0|0;0;0|,100|100|,6;63;31|6;63;31|,6;63;31|6;63;31|,100|100|,100|100|
15,100|100|,6;63;31|6;63;31|,33.41|33.41|,6;63;31|6;63;31|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,0;0;0|0;0;0|,100|100|,5;60;35|5;60;35|,5;60;35|5;60;35|,100|100|,100|100|
16,100|100|,5;60;35|5;60;35|,34.7|34.7|,5;60;35|5;60;35|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,0;0;0|0;0;0|,100|100|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,100|100|
17,100|100|,5;57;38|5;57;38|,35.49|35.49|,5;57;38|5;57;38|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,0;0;0|0;0;0|,100|100|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,100|100|
18,100|100|,4;54;42|4;54;42|,35.87|35.87|,4;54;42|4;54;42|,2;56;42|2;56;42|,2;56;42|2;56;42|,100|100|,0;0;0|0;0;0|,100|100|,2;56;42|2;56;42|,2;56;42|2;56;42|,100|100|,100|100|
19,100|100|,2;56;42|2;56;42|,35.89|35.89|,2;56;42|2;56;42|,2;51;47|2;51;47|,2;51;47|2;51;47|,100|100|,0;0;0|0;0;0|,100|100|,2;51;47|2;51;47|,2;51;47|2;51;47|,100|100|,100|100|
20,100|100|,2;51;47|2;51;47|,36.11|36.11|,2;51;47|2;51;47|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,0;0;0|0;0;0|,100|100|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,100|100|
21,100|100|,2;47;51|2;47;51|,35.79|35.79|,2;47;51|2;47;51|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,0;0;0|0;0;0|,100|100|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,100|100|
22,100|100|,2;45;53|2;45;53|,35.12|35.12|,2;45;53|2;45;53|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,0;0;0|0;0;0|,100|100|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,100|100|
23,100|100|,2;42;56|2;42;56|,34.35|34.35|,2;42;56|2;42;56|,2;40;58|2;40;58|,2;40;58|2;40;58|,100|100|,0;0;0|0;0;0|,100|100|,2;40;58|2;40;58|,2;40;58|2;40;58|,100|100|,100|100|
24,100|100|,2;40;58|2;40;58|,33.4|33.4|,2;40;58|2;40;58|,2;38;60|2;38;60|,2;38;60|2;38;60|,100|100|,0;0;0|0;0;0|,100|100|,2;38;60|2;38;60|,2;38;60|2;38;60|,100|100|,100|100|
25,100|100|,2;38;60|2;38;60|,32.39|32.39|,2;38;60|2;38;60|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,0;0;0|0;0;0|,100|100|,1;38;61|1;38;61|,1;38;61|1;38;61|,100|100|,100|100|
26,100|100|,1;38;61|1;38;61|,31.33|31.33|,1;38;61|1;38;61|,1;36;63|1;36;63|,1;36;63|1;36;63|,100|100|,0;0;0|0;0;0|,100|100|,1;36;63|1;36;63|,1;36;63|1;36;63|,100|100|,100|100|
27,100|100|,1;36;63|1;36;63|,30.43|30.43|,1;36;63|1;36;63|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,0;0;0|0;0;0|,100|100|,1;35;64|1;35;64|,1;35;64|1;35;64|,100|100|,100|100|
28,100|100|,1;35;64|1;35;64|,29.47|29.47|,1;35;64|1;35;64|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,0;0;0|0;0;0|,100|100|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,100|100|
29,100|100|,1;33;66|1;33;66|,28.55|28.55|,1;33;66|1;33;66|,1;32;67|1;32;67|,1;32;67|1;32;67|,100|100|,0;0;0|0;0;0|,100|100|,1;32;67|1;32;67|,1;32;67|1;32;67|,100|100|,100|100|
