Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,87;2;9;2|87;2;9;2|,87;2;9;2|87;2;9;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;2;9;2|87;2;9;2|,87;2;9;2|87;2;9;2|,100|100|,100|100|
1,100|100|,87;2;9;2|87;2;9;2|,87;2;9;2|87;2;9;2|,86;1;7;6|86;1;7;6|,86;1;7;6|86;1;7;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;1;7;6|86;1;7;6|,86;1;7;6|86;1;7;6|,100|100|,100|100|
2,100|100|,86;1;7;6|86;1;7;6|,86;1;7;6|86;1;7;6|,86;0;7;7|86;0;7;7|,86;0;7;7|86;0;7;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;0;7;7|86;0;7;7|,86;0;7;7|86;0;7;7|,100|100|,100|100|
3,100|100|,86;0;7;7|86;0;7;7|,86;0;7;7|86;0;7;7|,83;3;5;9|83;3;5;9|,83;3;5;9|83;3;5;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;3;5;9|83;3;5;9|,83;3;5;9|83;3;5;9|,100|100|,100|100|
4,100|100|,83;3;5;9|83;3;5;9|,83;3;5;9|83;3;5;9|,81;4;5;10|81;4;5;10|,81;4;5;10|81;4;5;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;4;5;10|81;4;5;10|,81;4;5;10|81;4;5;10|,100|100|,100|100|
5,100|100|,81;4;5;10|81;4;5;10|,81;4;5;10|81;4;5;10|,80;4;6;10|80;4;6;10|,80;4;6;10|80;4;6;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;4;6;10|80;4;6;10|,80;4;6;10|80;4;6;10|,100|100|,100|100|
6,100|100|,80;4;6;10|80;4;6;10|,80;4;6;10|80;4;6;10|,75;6;9;10|75;6;9;10|,75;6;9;10|75;6;9;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;6;9;10|75;6;9;10|,75;6;9;10|75;6;9;10|,100|100|,100|100|
7,100|100|,75;6;9;10|75;6;9;10|,75;6;9;10|75;6;9;10|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,100|100|,100|100|
8,100|100|,71;8;11;10|71;8;11;10|,71;8;11;10|71;8;11;10|,70;5;11;14|70;5;11;14|,70;5;11;14|70;5;11;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;5;11;14|70;5;11;14|,70;5;11;14|70;5;11;14|,100|100|,100|100|
9,100|100|,70;5;11;14|70;5;11;14|,70;5;11;14|70;5;11;14|,66;7;8;19|66;7;8;19|,66;7;8;19|66;7;8;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;7;8;19|66;7;8;19|,66;7;8;19|66;7;8;19|,100|100|,100|100|
10,100|100|,66;7;8;19|66;7;8;19|,66;7;8;19|66;7;8;19|,63;8;9;20|63;8;9;20|,63;8;9;20|63;8;9;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;8;9;20|63;8;9;20|,63;8;9;20|63;8;9;20|,100|100|,100|100|
11,100|100|,63;8;9;20|63;8;9;20|,63;8;9;20|63;8;9;20|,59;7;14;20|59;7;14;20|,59;7;14;20|59;7;14;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;7;14;20|59;7;14;20|,59;7;14;20|59;7;14;20|,100|100|,100|100|
