Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,97;3;0|97;3;0|,0.0|0.0|,97;3;0|97;3;0|,95;5;0|95;5;0|,95;5;0|95;5;0|,100|100|,0;0;0|0;0;0|,100|100|,95;5;0|95;5;0|,95;5;0|95;5;0|,100|100|,100|100|
1,100|100|,95;5;0|95;5;0|,0.0|0.0|,95;5;0|95;5;0|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,0;0;0|0;0;0|,100|100|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,100|100|
2,100|100|,94;5;1|94;5;1|,0.0|0.0|,94;5;1|94;5;1|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,0;0;0|0;0;0|,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,100|100|
3,100|100|,90;8;2|90;8;2|,0.0|0.0|,90;8;2|90;8;2|,83;12;5|83;12;5|,83;12;5|83;12;5|,100|100|,0;0;0|0;0;0|,100|100|,83;12;5|83;12;5|,83;12;5|83;12;5|,100|100|,100|100|
4,100|100|,83;12;5|83;12;5|,0.0|0.0|,83;12;5|83;12;5|,79;11;10|79;11;10|,79;11;10|79;11;10|,100|100|,0;0;0|0;0;0|,100|100|,79;11;10|79;11;10|,79;11;10|79;11;10|,100|100|,100|100|
5,100|100|,79;11;10|79;11;10|,0.0|0.0|,79;11;10|79;11;10|,77;12;11|77;12;11|,77;12;11|77;12;11|,100|100|,0;0;0|0;0;0|,100|100|,77;12;11|77;12;11|,77;12;11|77;12;11|,100|100|,100|100|
6,100|100|,77;12;11|77;12;11|,0.0|0.0|,77;12;11|77;12;11|,76;15;9|76;15;9|,76;15;9|76;15;9|,100|100|,0;0;0|0;0;0|,100|100|,76;15;9|76;15;9|,76;15;9|76;15;9|,100|100|,100|100|
7,100|100|,76;15;9|76;15;9|,0.0|0.0|,76;15;9|76;15;9|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,0;0;0|0;0;0|,100|100|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,100|100|
8,100|100|,71;21;8|71;21;8|,0.0|0.0|,71;21;8|71;21;8|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,0;0;0|0;0;0|,100|100|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,100|100|
9,100|100|,69;23;8|69;23;8|,0.0|0.0|,69;23;8|69;23;8|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,0;0;0|0;0;0|,100|100|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,100|100|
10,100|100|,62;27;11|62;27;11|,0.0|0.0|,62;27;11|62;27;11|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,0;0;0|0;0;0|,100|100|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,100|100|
11,100|100|,52;33;15|52;33;15|,0.0|0.0|,52;33;15|52;33;15|,46;37;17|46;37;17|,46;37;17|46;37;17|,100|100|,0;0;0|0;0;0|,100|100|,46;37;17|46;37;17|,46;37;17|46;37;17|,100|100|,100|100|
12,100|100|,46;37;17|46;37;17|,0.0|0.0|,46;37;17|46;37;17|,43;31;26|43;31;26|,43;31;26|43;31;26|,100|100|,0;0;0|0;0;0|,100|100|,43;31;26|43;31;26|,43;31;26|43;31;26|,100|100|,100|100|
13,100|100|,43;31;26|43;31;26|,0.0|0.0|,43;31;26|43;31;26|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,0;0;0|0;0;0|,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,100|100|
14,100|100|,40;34;26|40;34;26|,0.0|0.0|,40;34;26|40;34;26|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,0;0;0|0;0;0|,100|100|,37;35;28|37;35;28|,37;35;28|37;35;28|,100|100|,100|100|
15,100|100|,37;35;28|37;35;28|,0.0|0.0|,37;35;28|37;35;28|,32;32;36|32;32;36|,32;32;36|32;32;36|,100|100|,0;0;0|0;0;0|,100|100|,32;32;36|32;32;36|,32;32;36|32;32;36|,100|100|,100|100|
16,100|100|,32;32;36|32;32;36|,0.0|0.0|,32;32;36|32;32;36|,29;38;33|29;38;33|,29;38;33|29;38;33|,100|100|,0;0;0|0;0;0|,100|100|,29;38;33|29;38;33|,29;38;33|29;38;33|,100|100|,100|100|
17,100|100|,29;38;33|29;38;33|,0.0|0.0|,29;38;33|29;38;33|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,0;0;0|0;0;0|,100|100|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,100|100|
