Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;0;7;0|93;0;7;0|,93;0;7;0|93;0;7;0|,89;4;7;0|89;4;7;0|,89;4;7;0|89;4;7;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;4;7;0|89;4;7;0|,89;4;7;0|89;4;7;0|,100|100|,100|100|
1,100|100|,89;4;7;0|89;4;7;0|,89;4;7;0|89;4;7;0|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,100|100|,100|100|
2,100|100|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,86;3;7;4|86;3;7;4|,86;3;7;4|86;3;7;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;3;7;4|86;3;7;4|,86;3;7;4|86;3;7;4|,100|100|,100|100|
3,100|100|,86;3;7;4|86;3;7;4|,86;3;7;4|86;3;7;4|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,100|100|,100|100|
4,100|100|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,100|100|,100|100|
5,100|100|,83;4;7;6|83;4;7;6|,83;4;7;6|83;4;7;6|,79;7;8;6|79;7;8;6|,79;7;8;6|79;7;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;7;8;6|79;7;8;6|,79;7;8;6|79;7;8;6|,100|100|,100|100|
6,100|100|,79;7;8;6|79;7;8;6|,79;7;8;6|79;7;8;6|,76;10;7;7|76;10;7;7|,76;10;7;7|76;10;7;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;10;7;7|76;10;7;7|,76;10;7;7|76;10;7;7|,100|100|,100|100|
7,100|100|,76;10;7;7|76;10;7;7|,76;10;7;7|76;10;7;7|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,100|100|,100|100|
8,100|100|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,71;7;11;11|71;7;11;11|,71;7;11;11|71;7;11;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;7;11;11|71;7;11;11|,71;7;11;11|71;7;11;11|,100|100|,100|100|
9,100|100|,71;7;11;11|71;7;11;11|,71;7;11;11|71;7;11;11|,66;8;11;15|66;8;11;15|,66;8;11;15|66;8;11;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;8;11;15|66;8;11;15|,66;8;11;15|66;8;11;15|,100|100|,100|100|
