Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,0;0;0|0;0;0|,100|100|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,100|100|
1,100|100|,82;18;0|82;18;0|,0.0|0.0|,82;18;0|82;18;0|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
2,100|100|,77;21;2|77;21;2|,0.0|0.0|,77;21;2|77;21;2|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,0;0;0|0;0;0|,100|100|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,100|100|
3,100|100|,69;23;8|69;23;8|,0.0|0.0|,69;23;8|69;23;8|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,0;0;0|0;0;0|,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,100|100|
4,100|100|,63;27;10|63;27;10|,0.0|0.0|,63;27;10|63;27;10|,58;22;20|58;22;20|,58;22;20|58;22;20|,100|100|,0;0;0|0;0;0|,100|100|,58;22;20|58;22;20|,58;22;20|58;22;20|,100|100|,100|100|
5,100|100|,58;22;20|58;22;20|,0.0|0.0|,58;22;20|58;22;20|,51;27;22|51;27;22|,51;27;22|51;27;22|,100|100|,0;0;0|0;0;0|,100|100|,51;27;22|51;27;22|,51;27;22|51;27;22|,100|100|,100|100|
6,100|100|,51;27;22|51;27;22|,0.0|0.0|,51;27;22|51;27;22|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,0;0;0|0;0;0|,100|100|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,100|100|
7,100|100|,44;25;31|44;25;31|,0.0|0.0|,44;25;31|44;25;31|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,0;0;0|0;0;0|,100|100|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,100|100|
8,100|100|,39;28;33|39;28;33|,0.0|0.0|,39;28;33|39;28;33|,36;28;36|36;28;36|,36;28;36|36;28;36|,100|100|,0;0;0|0;0;0|,100|100|,36;28;36|36;28;36|,36;28;36|36;28;36|,100|100|,100|100|
9,100|100|,36;28;36|36;28;36|,0.0|0.0|,36;28;36|36;28;36|,32;26;42|32;26;42|,32;26;42|32;26;42|,100|100|,0;0;0|0;0;0|,100|100|,32;26;42|32;26;42|,32;26;42|32;26;42|,100|100|,100|100|
10,100|100|,32;26;42|32;26;42|,0.0|0.0|,32;26;42|32;26;42|,26;27;47|26;27;47|,26;27;47|26;27;47|,100|100|,0;0;0|0;0;0|,100|100|,26;27;47|26;27;47|,26;27;47|26;27;47|,100|100|,100|100|
