Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;14;0|86;14;0|,10.0|10.0|,86;14;0|86;14;0|,83;16;1|83;16;1|,83;16;1|83;16;1|,100|100|,0;0;0|0;0;0|,100|100|,83;16;1|83;16;1|,83;16;1|83;16;1|,100|100|,100|100|
1,100|100|,83;16;1|83;16;1|,9.9|9.9|,83;16;1|83;16;1|,76;22;2|76;22;2|,76;22;2|76;22;2|,100|100|,0;0;0|0;0;0|,100|100|,76;22;2|76;22;2|,76;22;2|76;22;2|,100|100|,100|100|
2,100|100|,76;22;2|76;22;2|,10.02|10.02|,76;22;2|76;22;2|,70;27;3|70;27;3|,70;27;3|70;27;3|,100|100|,0;0;0|0;0;0|,100|100|,70;27;3|70;27;3|,70;27;3|70;27;3|,100|100|,100|100|
3,100|100|,70;27;3|70;27;3|,10.71|10.71|,70;27;3|70;27;3|,58;39;3|58;39;3|,58;39;3|58;39;3|,100|100|,0;0;0|0;0;0|,100|100|,58;39;3|58;39;3|,58;39;3|58;39;3|,100|100|,100|100|
4,100|100|,58;39;3|58;39;3|,11.81|11.81|,58;39;3|58;39;3|,49;47;4|49;47;4|,49;47;4|49;47;4|,100|100|,0;0;0|0;0;0|,100|100|,49;47;4|49;47;4|,49;47;4|49;47;4|,100|100|,100|100|
5,100|100|,49;47;4|49;47;4|,13.93|13.93|,49;47;4|49;47;4|,41;52;7|41;52;7|,41;52;7|41;52;7|,100|100|,0;0;0|0;0;0|,100|100|,41;52;7|41;52;7|,41;52;7|41;52;7|,100|100|,100|100|
6,100|100|,41;52;7|41;52;7|,16.54|16.54|,41;52;7|41;52;7|,34;55;11|34;55;11|,34;55;11|34;55;11|,100|100|,0;0;0|0;0;0|,100|100|,34;55;11|34;55;11|,34;55;11|34;55;11|,100|100|,100|100|
7,100|100|,34;55;11|34;55;11|,19.26|19.26|,34;55;11|34;55;11|,28;57;15|28;57;15|,28;57;15|28;57;15|,100|100|,0;0;0|0;0;0|,100|100|,28;57;15|28;57;15|,28;57;15|28;57;15|,100|100|,100|100|
8,100|100|,28;57;15|28;57;15|,21.87|21.87|,28;57;15|28;57;15|,23;61;16|23;61;16|,23;61;16|23;61;16|,100|100|,0;0;0|0;0;0|,100|100|,23;61;16|23;61;16|,23;61;16|23;61;16|,100|100|,100|100|
9,100|100|,23;61;16|23;61;16|,24.29|24.29|,23;61;16|23;61;16|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,0;0;0|0;0;0|,100|100|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,100|100|
10,100|100|,20;63;17|20;63;17|,26.75|26.75|,20;63;17|20;63;17|,14;66;20|14;66;20|,14;66;20|14;66;20|,100|100|,0;0;0|0;0;0|,100|100|,14;66;20|14;66;20|,14;66;20|14;66;20|,100|100|,100|100|
11,100|100|,14;66;20|14;66;20|,29.04|29.04|,14;66;20|14;66;20|,10;69;21|10;69;21|,10;69;21|10;69;21|,100|100|,0;0;0|0;0;0|,100|100|,10;69;21|10;69;21|,10;69;21|10;69;21|,100|100|,100|100|
12,100|100|,10;69;21|10;69;21|,31.28|31.28|,10;69;21|10;69;21|,8;70;22|8;70;22|,8;70;22|8;70;22|,100|100|,0;0;0|0;0;0|,100|100|,8;70;22|8;70;22|,8;70;22|8;70;22|,100|100|,100|100|
13,100|100|,8;70;22|8;70;22|,33.49|33.49|,8;70;22|8;70;22|,8;67;25|8;67;25|,8;67;25|8;67;25|,100|100|,0;0;0|0;0;0|,100|100|,8;67;25|8;67;25|,8;67;25|8;67;25|,100|100|,100|100|
14,100|100|,8;67;25|8;67;25|,35.47|35.47|,8;67;25|8;67;25|,6;67;27|6;67;27|,6;67;27|6;67;27|,100|100|,0;0;0|0;0;0|,100|100|,6;67;27|6;67;27|,6;67;27|6;67;27|,100|100|,100|100|
15,100|100|,6;67;27|6;67;27|,36.85|36.85|,6;67;27|6;67;27|,4;61;35|4;61;35|,4;61;35|4;61;35|,100|100|,0;0;0|0;0;0|,100|100|,4;61;35|4;61;35|,4;61;35|4;61;35|,100|100|,100|100|
16,100|100|,4;61;35|4;61;35|,38.02|38.02|,4;61;35|4;61;35|,4;59;37|4;59;37|,4;59;37|4;59;37|,100|100|,0;0;0|0;0;0|,100|100|,4;59;37|4;59;37|,4;59;37|4;59;37|,100|100|,100|100|
