Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,0;0;0|0;0;0|,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,100|100|
1,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,74;19;7|74;19;7|,74;19;7|74;19;7|,100|100|,0;0;0|0;0;0|,100|100|,74;19;7|74;19;7|,74;19;7|74;19;7|,100|100|,100|100|
2,100|100|,74;19;7|74;19;7|,74;19;7|74;19;7|,66;25;9|66;25;9|,66;25;9|66;25;9|,100|100|,0;0;0|0;0;0|,100|100|,66;25;9|66;25;9|,66;25;9|66;25;9|,100|100|,100|100|
3,100|100|,66;25;9|66;25;9|,66;25;9|66;25;9|,58;34;8|58;34;8|,58;34;8|58;34;8|,100|100|,0;0;0|0;0;0|,100|100|,58;34;8|58;34;8|,58;34;8|58;34;8|,100|100|,100|100|
4,100|100|,58;34;8|58;34;8|,58;34;8|58;34;8|,48;40;12|48;40;12|,48;40;12|48;40;12|,100|100|,0;0;0|0;0;0|,100|100|,48;40;12|48;40;12|,48;40;12|48;40;12|,100|100|,100|100|
5,100|100|,48;40;12|48;40;12|,48;40;12|48;40;12|,45;37;18|45;37;18|,45;37;18|45;37;18|,100|100|,0;0;0|0;0;0|,100|100|,45;37;18|45;37;18|,45;37;18|45;37;18|,100|100|,100|100|
6,100|100|,45;37;18|45;37;18|,45;37;18|45;37;18|,37;41;22|37;41;22|,37;41;22|37;41;22|,100|100|,0;0;0|0;0;0|,100|100|,37;41;22|37;41;22|,37;41;22|37;41;22|,100|100|,100|100|
7,100|100|,37;41;22|37;41;22|,37;41;22|37;41;22|,29;48;23|29;48;23|,29;48;23|29;48;23|,100|100|,0;0;0|0;0;0|,100|100|,29;48;23|29;48;23|,29;48;23|29;48;23|,100|100|,100|100|
8,100|100|,29;48;23|29;48;23|,29;48;23|29;48;23|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,0;0;0|0;0;0|,100|100|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,100|100|
9,100|100|,27;43;30|27;43;30|,27;43;30|27;43;30|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,0;0;0|0;0;0|,100|100|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,100|100|
10,100|100|,27;43;30|27;43;30|,27;43;30|27;43;30|,28;41;31|28;41;31|,28;41;31|28;41;31|,100|100|,0;0;0|0;0;0|,100|100|,28;41;31|28;41;31|,28;41;31|28;41;31|,100|100|,100|100|
11,100|100|,28;41;31|28;41;31|,28;41;31|28;41;31|,26;38;36|26;38;36|,26;38;36|26;38;36|,100|100|,0;0;0|0;0;0|,100|100|,26;38;36|26;38;36|,26;38;36|26;38;36|,100|100|,100|100|
12,100|100|,26;38;36|26;38;36|,26;38;36|26;38;36|,26;36;38|26;36;38|,26;36;38|26;36;38|,100|100|,0;0;0|0;0;0|,100|100|,26;36;38|26;36;38|,26;36;38|26;36;38|,100|100|,100|100|
13,100|100|,26;36;38|26;36;38|,26;36;38|26;36;38|,27;37;36|27;37;36|,27;37;36|27;37;36|,100|100|,0;0;0|0;0;0|,100|100|,27;37;36|27;37;36|,27;37;36|27;37;36|,100|100|,100|100|
