Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,10.0|10.0|,85;15;0|85;15;0|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,0;0;0|0;0;0|,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,100|100|
1,100|100|,83;15;2|83;15;2|,10.0|10.0|,83;15;2|83;15;2|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
2,100|100|,77;21;2|77;21;2|,10.0|10.0|,77;21;2|77;21;2|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
3,100|100|,72;25;3|72;25;3|,10.6|10.6|,72;25;3|72;25;3|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,0;0;0|0;0;0|,100|100|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,100|100|
4,100|100|,64;32;4|64;32;4|,11.51|11.51|,64;32;4|64;32;4|,60;36;4|60;36;4|,60;36;4|60;36;4|,100|100|,0;0;0|0;0;0|,100|100|,60;36;4|60;36;4|,60;36;4|60;36;4|,100|100|,100|100|
5,100|100|,60;36;4|60;36;4|,12.98|12.98|,60;36;4|60;36;4|,54;41;5|54;41;5|,54;41;5|54;41;5|,100|100|,0;0;0|0;0;0|,100|100|,54;41;5|54;41;5|,54;41;5|54;41;5|,100|100|,100|100|
6,100|100|,54;41;5|54;41;5|,14.64|14.64|,54;41;5|54;41;5|,47;47;6|47;47;6|,47;47;6|47;47;6|,100|100|,0;0;0|0;0;0|,100|100|,47;47;6|47;47;6|,47;47;6|47;47;6|,100|100|,100|100|
7,100|100|,47;47;6|47;47;6|,16.54|16.54|,47;47;6|47;47;6|,39;50;11|39;50;11|,39;50;11|39;50;11|,100|100|,0;0;0|0;0;0|,100|100|,39;50;11|39;50;11|,39;50;11|39;50;11|,100|100|,100|100|
8,100|100|,39;50;11|39;50;11|,18.76|18.76|,39;50;11|39;50;11|,33;52;15|33;52;15|,33;52;15|33;52;15|,100|100|,0;0;0|0;0;0|,100|100|,33;52;15|33;52;15|,33;52;15|33;52;15|,100|100|,100|100|
9,100|100|,33;52;15|33;52;15|,20.95|20.95|,33;52;15|33;52;15|,24;59;17|24;59;17|,24;59;17|24;59;17|,100|100|,0;0;0|0;0;0|,100|100|,24;59;17|24;59;17|,24;59;17|24;59;17|,100|100|,100|100|
10,100|100|,24;59;17|24;59;17|,23.0|23.0|,24;59;17|24;59;17|,20;60;20|20;60;20|,20;60;20|20;60;20|,100|100|,0;0;0|0;0;0|,100|100|,20;60;20|20;60;20|,20;60;20|20;60;20|,100|100|,100|100|
11,100|100|,20;60;20|20;60;20|,25.45|25.45|,20;60;20|20;60;20|,16;60;24|16;60;24|,16;60;24|16;60;24|,100|100|,0;0;0|0;0;0|,100|100|,16;60;24|16;60;24|,16;60;24|16;60;24|,100|100|,100|100|
12,100|100|,16;60;24|16;60;24|,27.64|27.64|,16;60;24|16;60;24|,15;57;28|15;57;28|,15;57;28|15;57;28|,100|100|,0;0;0|0;0;0|,100|100|,15;57;28|15;57;28|,15;57;28|15;57;28|,100|100|,100|100|
13,100|100|,15;57;28|15;57;28|,29.49|29.49|,15;57;28|15;57;28|,14;54;32|14;54;32|,14;54;32|14;54;32|,100|100|,0;0;0|0;0;0|,100|100|,14;54;32|14;54;32|,14;54;32|14;54;32|,100|100|,100|100|
14,100|100|,14;54;32|14;54;32|,30.77|30.77|,14;54;32|14;54;32|,14;53;33|14;53;33|,14;53;33|14;53;33|,100|100|,0;0;0|0;0;0|,100|100|,14;53;33|14;53;33|,14;53;33|14;53;33|,100|100|,100|100|
15,100|100|,14;53;33|14;53;33|,31.55|31.55|,14;53;33|14;53;33|,9;56;35|9;56;35|,9;56;35|9;56;35|,100|100|,0;0;0|0;0;0|,100|100|,9;56;35|9;56;35|,9;56;35|9;56;35|,100|100|,100|100|
16,100|100|,9;56;35|9;56;35|,32.12|32.12|,9;56;35|9;56;35|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,0;0;0|0;0;0|,100|100|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,100|100|
17,100|100|,4;57;39|4;57;39|,32.9|32.9|,4;57;39|4;57;39|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,0;0;0|0;0;0|,100|100|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,100|100|
18,100|100|,4;57;39|4;57;39|,33.67|33.67|,4;57;39|4;57;39|,4;51;45|4;51;45|,4;51;45|4;51;45|,100|100|,0;0;0|0;0;0|,100|100|,4;51;45|4;51;45|,4;51;45|4;51;45|,100|100|,100|100|
19,100|100|,4;51;45|4;51;45|,34.32|34.32|,4;51;45|4;51;45|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,0;0;0|0;0;0|,100|100|,3;50;47|3;50;47|,3;50;47|3;50;47|,100|100|,100|100|
20,100|100|,3;50;47|3;50;47|,34.27|34.27|,3;50;47|3;50;47|,1;50;49|1;50;49|,1;50;49|1;50;49|,100|100|,0;0;0|0;0;0|,100|100|,1;50;49|1;50;49|,1;50;49|1;50;49|,100|100|,100|100|
21,100|100|,1;50;49|1;50;49|,34.13|34.13|,1;50;49|1;50;49|,1;49;50|1;49;50|,1;49;50|1;49;50|,100|100|,0;0;0|0;0;0|,100|100|,1;49;50|1;49;50|,1;49;50|1;49;50|,100|100|,100|100|
22,100|100|,1;49;50|1;49;50|,34.01|34.01|,1;49;50|1;49;50|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,0;0;0|0;0;0|,100|100|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,100|100|
23,100|100|,1;43;56|1;43;56|,33.81|33.81|,1;43;56|1;43;56|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,0;0;0|0;0;0|,100|100|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,100|100|
24,100|100|,1;41;58|1;41;58|,33.04|33.04|,1;41;58|1;41;58|,0;42;58|0;42;58|,0;42;58|0;42;58|,100|100|,0;0;0|0;0;0|,100|100|,0;42;58|0;42;58|,0;42;58|0;42;58|,100|100|,100|100|
25,100|100|,0;42;58|0;42;58|,32.18|32.18|,0;42;58|0;42;58|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
