Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,0.0|0.0|,91;0;9;0|91;0;9;0|,88;3;9;0|88;3;9;0|,88;3;9;0|88;3;9;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;3;9;0|88;3;9;0|,88;3;9;0|88;3;9;0|,100|100|,100|100|
1,100|100|,88;3;9;0|88;3;9;0|,0.0|0.0|,88;3;9;0|88;3;9;0|,82;7;9;2|82;7;9;2|,82;7;9;2|82;7;9;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;7;9;2|82;7;9;2|,82;7;9;2|82;7;9;2|,100|100|,100|100|
2,100|100|,82;7;9;2|82;7;9;2|,0.0|0.0|,82;7;9;2|82;7;9;2|,78;8;10;4|78;8;10;4|,78;8;10;4|78;8;10;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;8;10;4|78;8;10;4|,78;8;10;4|78;8;10;4|,100|100|,100|100|
3,100|100|,78;8;10;4|78;8;10;4|,0.0|0.0|,78;8;10;4|78;8;10;4|,74;9;12;5|74;9;12;5|,74;9;12;5|74;9;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;9;12;5|74;9;12;5|,74;9;12;5|74;9;12;5|,100|100|,100|100|
4,100|100|,74;9;12;5|74;9;12;5|,0.0|0.0|,74;9;12;5|74;9;12;5|,73;6;14;7|73;6;14;7|,73;6;14;7|73;6;14;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;6;14;7|73;6;14;7|,73;6;14;7|73;6;14;7|,100|100|,100|100|
5,100|100|,73;6;14;7|73;6;14;7|,0.0|0.0|,73;6;14;7|73;6;14;7|,71;6;14;9|71;6;14;9|,71;6;14;9|71;6;14;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;6;14;9|71;6;14;9|,71;6;14;9|71;6;14;9|,100|100|,100|100|
6,100|100|,71;6;14;9|71;6;14;9|,0.0|0.0|,71;6;14;9|71;6;14;9|,69;4;15;12|69;4;15;12|,69;4;15;12|69;4;15;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;4;15;12|69;4;15;12|,69;4;15;12|69;4;15;12|,100|100|,100|100|
7,100|100|,69;4;15;12|69;4;15;12|,0.0|0.0|,69;4;15;12|69;4;15;12|,63;7;14;16|63;7;14;16|,63;7;14;16|63;7;14;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;7;14;16|63;7;14;16|,63;7;14;16|63;7;14;16|,100|100|,100|100|
8,100|100|,63;7;14;16|63;7;14;16|,0.0|0.0|,63;7;14;16|63;7;14;16|,59;8;16;17|59;8;16;17|,59;8;16;17|59;8;16;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;8;16;17|59;8;16;17|,59;8;16;17|59;8;16;17|,100|100|,100|100|
9,100|100|,59;8;16;17|59;8;16;17|,0.0|0.0|,59;8;16;17|59;8;16;17|,56;7;15;22|56;7;15;22|,56;7;15;22|56;7;15;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;7;15;22|56;7;15;22|,56;7;15;22|56;7;15;22|,100|100|,100|100|
10,100|100|,56;7;15;22|56;7;15;22|,0.0|0.0|,56;7;15;22|56;7;15;22|,49;12;14;25|49;12;14;25|,49;12;14;25|49;12;14;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;12;14;25|49;12;14;25|,49;12;14;25|49;12;14;25|,100|100|,100|100|
11,100|100|,49;12;14;25|49;12;14;25|,0.0|0.0|,49;12;14;25|49;12;14;25|,46;7;20;27|46;7;20;27|,46;7;20;27|46;7;20;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;7;20;27|46;7;20;27|,46;7;20;27|46;7;20;27|,100|100|,100|100|
12,100|100|,46;7;20;27|46;7;20;27|,0.0|0.0|,46;7;20;27|46;7;20;27|,41;9;18;32|41;9;18;32|,41;9;18;32|41;9;18;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;9;18;32|41;9;18;32|,41;9;18;32|41;9;18;32|,100|100|,100|100|
13,100|100|,41;9;18;32|41;9;18;32|,0.0|0.0|,41;9;18;32|41;9;18;32|,39;7;17;37|39;7;17;37|,39;7;17;37|39;7;17;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;7;17;37|39;7;17;37|,39;7;17;37|39;7;17;37|,100|100|,100|100|
14,100|100|,39;7;17;37|39;7;17;37|,0.0|0.0|,39;7;17;37|39;7;17;37|,35;8;15;42|35;8;15;42|,35;8;15;42|35;8;15;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;8;15;42|35;8;15;42|,35;8;15;42|35;8;15;42|,100|100|,100|100|
15,100|100|,35;8;15;42|35;8;15;42|,0.0|0.0|,35;8;15;42|35;8;15;42|,34;4;17;45|34;4;17;45|,34;4;17;45|34;4;17;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;4;17;45|34;4;17;45|,34;4;17;45|34;4;17;45|,100|100|,100|100|
16,100|100|,34;4;17;45|34;4;17;45|,0.0|0.0|,34;4;17;45|34;4;17;45|,33;5;14;48|33;5;14;48|,33;5;14;48|33;5;14;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,33;5;14;48|33;5;14;48|,33;5;14;48|33;5;14;48|,100|100|,100|100|
17,100|100|,33;5;14;48|33;5;14;48|,0.0|0.0|,33;5;14;48|33;5;14;48|,33;3;11;53|33;3;11;53|,33;3;11;53|33;3;11;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,33;3;11;53|33;3;11;53|,33;3;11;53|33;3;11;53|,100|100|,100|100|
18,100|100|,33;3;11;53|33;3;11;53|,0.0|0.0|,33;3;11;53|33;3;11;53|,31;3;12;54|31;3;12;54|,31;3;12;54|31;3;12;54|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;3;12;54|31;3;12;54|,31;3;12;54|31;3;12;54|,100|100|,100|100|
19,100|100|,31;3;12;54|31;3;12;54|,0.0|0.0|,31;3;12;54|31;3;12;54|,31;1;9;59|31;1;9;59|,31;1;9;59|31;1;9;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;1;9;59|31;1;9;59|,31;1;9;59|31;1;9;59|,100|100|,100|100|
20,100|100|,31;1;9;59|31;1;9;59|,0.0|0.0|,31;1;9;59|31;1;9;59|,31;1;7;61|31;1;7;61|,31;1;7;61|31;1;7;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;1;7;61|31;1;7;61|,31;1;7;61|31;1;7;61|,100|100|,100|100|
21,100|100|,31;1;7;61|31;1;7;61|,0.0|0.0|,31;1;7;61|31;1;7;61|,30;2;7;61|30;2;7;61|,30;2;7;61|30;2;7;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;2;7;61|30;2;7;61|,30;2;7;61|30;2;7;61|,100|100|,100|100|
22,100|100|,30;2;7;61|30;2;7;61|,0.0|0.0|,30;2;7;61|30;2;7;61|,29;2;6;63|29;2;6;63|,29;2;6;63|29;2;6;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;2;6;63|29;2;6;63|,29;2;6;63|29;2;6;63|,100|100|,100|100|
23,100|100|,29;2;6;63|29;2;6;63|,0.0|0.0|,29;2;6;63|29;2;6;63|,29;1;2;68|29;1;2;68|,29;1;2;68|29;1;2;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;1;2;68|29;1;2;68|,29;1;2;68|29;1;2;68|,100|100|,100|100|
