Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,92;8;0|92;8;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
1,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
2,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,0;0;0|0;0;0|,100|100|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,100|100|
3,100|100|,72;22;6|72;22;6|,72;22;6|72;22;6|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,0;0;0|0;0;0|,100|100|,69;23;8|69;23;8|,69;23;8|69;23;8|,100|100|,100|100|
4,100|100|,69;23;8|69;23;8|,69;23;8|69;23;8|,67;23;10|67;23;10|,67;23;10|67;23;10|,100|100|,0;0;0|0;0;0|,100|100|,67;23;10|67;23;10|,67;23;10|67;23;10|,100|100|,100|100|
5,100|100|,67;23;10|67;23;10|,67;23;10|67;23;10|,62;24;14|62;24;14|,62;24;14|62;24;14|,100|100|,0;0;0|0;0;0|,100|100|,62;24;14|62;24;14|,62;24;14|62;24;14|,100|100|,100|100|
6,100|100|,62;24;14|62;24;14|,62;24;14|62;24;14|,61;27;12|61;27;12|,61;27;12|61;27;12|,100|100|,0;0;0|0;0;0|,100|100|,61;27;12|61;27;12|,61;27;12|61;27;12|,100|100|,100|100|
7,100|100|,61;27;12|61;27;12|,61;27;12|61;27;12|,57;26;17|57;26;17|,57;26;17|57;26;17|,100|100|,0;0;0|0;0;0|,100|100|,57;26;17|57;26;17|,57;26;17|57;26;17|,100|100|,100|100|
8,100|100|,57;26;17|57;26;17|,57;26;17|57;26;17|,52;30;18|52;30;18|,52;30;18|52;30;18|,100|100|,0;0;0|0;0;0|,100|100|,52;30;18|52;30;18|,52;30;18|52;30;18|,100|100|,100|100|
9,100|100|,52;30;18|52;30;18|,52;30;18|52;30;18|,50;25;25|50;25;25|,50;25;25|50;25;25|,100|100|,0;0;0|0;0;0|,100|100|,50;25;25|50;25;25|,50;25;25|50;25;25|,100|100|,100|100|
10,100|100|,50;25;25|50;25;25|,50;25;25|50;25;25|,51;26;23|51;26;23|,51;26;23|51;26;23|,100|100|,0;0;0|0;0;0|,100|100|,51;26;23|51;26;23|,51;26;23|51;26;23|,100|100|,100|100|
11,100|100|,51;26;23|51;26;23|,51;26;23|51;26;23|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,0;0;0|0;0;0|,100|100|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,100|100|
12,100|100|,45;33;22|45;33;22|,45;33;22|45;33;22|,40;40;20|40;40;20|,40;40;20|40;40;20|,100|100|,0;0;0|0;0;0|,100|100|,40;40;20|40;40;20|,40;40;20|40;40;20|,100|100|,100|100|
13,100|100|,40;40;20|40;40;20|,40;40;20|40;40;20|,36;47;17|36;47;17|,36;47;17|36;47;17|,100|100|,0;0;0|0;0;0|,100|100|,36;47;17|36;47;17|,36;47;17|36;47;17|,100|100|,100|100|
14,100|100|,36;47;17|36;47;17|,36;47;17|36;47;17|,31;46;23|31;46;23|,31;46;23|31;46;23|,100|100|,0;0;0|0;0;0|,100|100|,31;46;23|31;46;23|,31;46;23|31;46;23|,100|100|,100|100|
15,100|100|,31;46;23|31;46;23|,31;46;23|31;46;23|,29;46;25|29;46;25|,29;46;25|29;46;25|,100|100|,0;0;0|0;0;0|,100|100|,29;46;25|29;46;25|,29;46;25|29;46;25|,100|100|,100|100|
16,100|100|,29;46;25|29;46;25|,29;46;25|29;46;25|,24;45;31|24;45;31|,24;45;31|24;45;31|,100|100|,0;0;0|0;0;0|,100|100|,24;45;31|24;45;31|,24;45;31|24;45;31|,100|100|,100|100|
17,100|100|,24;45;31|24;45;31|,24;45;31|24;45;31|,28;42;30|28;42;30|,28;42;30|28;42;30|,100|100|,0;0;0|0;0;0|,100|100|,28;42;30|28;42;30|,28;42;30|28;42;30|,100|100|,100|100|
18,100|100|,28;42;30|28;42;30|,28;42;30|28;42;30|,29;36;35|29;36;35|,29;36;35|29;36;35|,100|100|,0;0;0|0;0;0|,100|100|,29;36;35|29;36;35|,29;36;35|29;36;35|,100|100|,100|100|
19,100|100|,29;36;35|29;36;35|,29;36;35|29;36;35|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,0;0;0|0;0;0|,100|100|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,100|100|
20,100|100|,30;35;35|30;35;35|,30;35;35|30;35;35|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,0;0;0|0;0;0|,100|100|,29;34;37|29;34;37|,29;34;37|29;34;37|,100|100|,100|100|
21,100|100|,29;34;37|29;34;37|,29;34;37|29;34;37|,27;36;37|27;36;37|,27;36;37|27;36;37|,100|100|,0;0;0|0;0;0|,100|100|,27;36;37|27;36;37|,27;36;37|27;36;37|,100|100|,100|100|
22,100|100|,27;36;37|27;36;37|,27;36;37|27;36;37|,25;33;42|25;33;42|,25;33;42|25;33;42|,100|100|,0;0;0|0;0;0|,100|100|,25;33;42|25;33;42|,25;33;42|25;33;42|,100|100|,100|100|
23,100|100|,25;33;42|25;33;42|,25;33;42|25;33;42|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,0;0;0|0;0;0|,100|100|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,100|100|
24,100|100|,30;37;33|30;37;33|,30;37;33|30;37;33|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,0;0;0|0;0;0|,100|100|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,100|100|
25,100|100|,35;33;32|35;33;32|,35;33;32|35;33;32|,35;35;30|35;35;30|,35;35;30|35;35;30|,100|100|,0;0;0|0;0;0|,100|100|,35;35;30|35;35;30|,35;35;30|35;35;30|,100|100|,100|100|
26,100|100|,35;35;30|35;35;30|,35;35;30|35;35;30|,38;34;28|38;34;28|,38;34;28|38;34;28|,100|100|,0;0;0|0;0;0|,100|100|,38;34;28|38;34;28|,38;34;28|38;34;28|,100|100|,100|100|
