Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,82;9;6;3|82;9;6;3|,82;9;6;3|82;9;6;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;9;6;3|82;9;6;3|,82;9;6;3|82;9;6;3|,100|100|,100|100|
1,100|100|,82;9;6;3|82;9;6;3|,82;9;6;3|82;9;6;3|,79;8;9;4|79;8;9;4|,79;8;9;4|79;8;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;8;9;4|79;8;9;4|,79;8;9;4|79;8;9;4|,100|100|,100|100|
2,100|100|,79;8;9;4|79;8;9;4|,79;8;9;4|79;8;9;4|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,100|100|,100|100|
3,100|100|,77;6;12;5|77;6;12;5|,77;6;12;5|77;6;12;5|,75;5;13;7|75;5;13;7|,75;5;13;7|75;5;13;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;5;13;7|75;5;13;7|,75;5;13;7|75;5;13;7|,100|100|,100|100|
4,100|100|,75;5;13;7|75;5;13;7|,75;5;13;7|75;5;13;7|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,100|100|,100|100|
5,100|100|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,100|100|,100|100|
6,100|100|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,65;7;10;18|65;7;10;18|,65;7;10;18|65;7;10;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;7;10;18|65;7;10;18|,65;7;10;18|65;7;10;18|,100|100|,100|100|
7,100|100|,65;7;10;18|65;7;10;18|,65;7;10;18|65;7;10;18|,64;3;14;19|64;3;14;19|,64;3;14;19|64;3;14;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;3;14;19|64;3;14;19|,64;3;14;19|64;3;14;19|,100|100|,100|100|
8,100|100|,64;3;14;19|64;3;14;19|,64;3;14;19|64;3;14;19|,59;6;13;22|59;6;13;22|,59;6;13;22|59;6;13;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;6;13;22|59;6;13;22|,59;6;13;22|59;6;13;22|,100|100|,100|100|
9,100|100|,59;6;13;22|59;6;13;22|,59;6;13;22|59;6;13;22|,54;8;15;23|54;8;15;23|,54;8;15;23|54;8;15;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;8;15;23|54;8;15;23|,54;8;15;23|54;8;15;23|,100|100|,100|100|
10,100|100|,54;8;15;23|54;8;15;23|,54;8;15;23|54;8;15;23|,50;9;15;26|50;9;15;26|,50;9;15;26|50;9;15;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;9;15;26|50;9;15;26|,50;9;15;26|50;9;15;26|,100|100|,100|100|
11,100|100|,50;9;15;26|50;9;15;26|,50;9;15;26|50;9;15;26|,46;10;13;31|46;10;13;31|,46;10;13;31|46;10;13;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;10;13;31|46;10;13;31|,46;10;13;31|46;10;13;31|,100|100|,100|100|
12,100|100|,46;10;13;31|46;10;13;31|,46;10;13;31|46;10;13;31|,43;9;14;34|43;9;14;34|,43;9;14;34|43;9;14;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;9;14;34|43;9;14;34|,43;9;14;34|43;9;14;34|,100|100|,100|100|
13,100|100|,43;9;14;34|43;9;14;34|,43;9;14;34|43;9;14;34|,40;10;14;36|40;10;14;36|,40;10;14;36|40;10;14;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;10;14;36|40;10;14;36|,40;10;14;36|40;10;14;36|,100|100|,100|100|
14,100|100|,40;10;14;36|40;10;14;36|,40;10;14;36|40;10;14;36|,38;9;12;41|38;9;12;41|,38;9;12;41|38;9;12;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;9;12;41|38;9;12;41|,38;9;12;41|38;9;12;41|,100|100|,100|100|
15,100|100|,38;9;12;41|38;9;12;41|,38;9;12;41|38;9;12;41|,35;7;12;46|35;7;12;46|,35;7;12;46|35;7;12;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;7;12;46|35;7;12;46|,35;7;12;46|35;7;12;46|,100|100|,100|100|
