Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,95;5;0|95;5;0|,10.0|10.0|,95;5;0|95;5;0|,92;8;0|92;8;0|,92;8;0|92;8;0|,100|100|,0;0;0|0;0;0|,100|100|,92;8;0|92;8;0|,92;8;0|92;8;0|,100|100|,100|100|
1,100|100|,92;8;0|92;8;0|,9.0|9.0|,92;8;0|92;8;0|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,0;0;0|0;0;0|,100|100|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,100|100|
2,100|100|,88;12;0|88;12;0|,8.45|8.45|,88;12;0|88;12;0|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,0;0;0|0;0;0|,100|100|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,100|100|
3,100|100|,84;16;0|84;16;0|,8.38|8.38|,84;16;0|84;16;0|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,0;0;0|0;0;0|,100|100|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,100|100|
4,100|100|,79;20;1|79;20;1|,8.73|8.73|,79;20;1|79;20;1|,68;31;1|68;31;1|,68;31;1|68;31;1|,100|100|,0;0;0|0;0;0|,100|100|,68;31;1|68;31;1|,68;31;1|68;31;1|,100|100|,100|100|
5,100|100|,68;31;1|68;31;1|,9.42|9.42|,68;31;1|68;31;1|,57;41;2|57;41;2|,57;41;2|57;41;2|,100|100|,0;0;0|0;0;0|,100|100|,57;41;2|57;41;2|,57;41;2|57;41;2|,100|100|,100|100|
6,100|100|,57;41;2|57;41;2|,11.1|11.1|,57;41;2|57;41;2|,48;48;4|48;48;4|,48;48;4|48;48;4|,100|100|,0;0;0|0;0;0|,100|100|,48;48;4|48;48;4|,48;48;4|48;48;4|,100|100|,100|100|
7,100|100|,48;48;4|48;48;4|,13.54|13.54|,48;48;4|48;48;4|,41;53;6|41;53;6|,41;53;6|41;53;6|,100|100|,0;0;0|0;0;0|,100|100|,41;53;6|41;53;6|,41;53;6|41;53;6|,100|100|,100|100|
8,100|100|,41;53;6|41;53;6|,16.31|16.31|,41;53;6|41;53;6|,31;62;7|31;62;7|,31;62;7|31;62;7|,100|100|,0;0;0|0;0;0|,100|100|,31;62;7|31;62;7|,31;62;7|31;62;7|,100|100|,100|100|
9,100|100|,31;62;7|31;62;7|,19.16|19.16|,31;62;7|31;62;7|,29;63;8|29;63;8|,29;63;8|29;63;8|,100|100|,0;0;0|0;0;0|,100|100|,29;63;8|29;63;8|,29;63;8|29;63;8|,100|100|,100|100|
10,100|100|,29;63;8|29;63;8|,22.49|22.49|,29;63;8|29;63;8|,20;69;11|20;69;11|,20;69;11|20;69;11|,100|100|,0;0;0|0;0;0|,100|100|,20;69;11|20;69;11|,20;69;11|20;69;11|,100|100|,100|100|
11,100|100|,20;69;11|20;69;11|,25.41|25.41|,20;69;11|20;69;11|,15;73;12|15;73;12|,15;73;12|15;73;12|,100|100|,0;0;0|0;0;0|,100|100|,15;73;12|15;73;12|,15;73;12|15;73;12|,100|100|,100|100|
12,100|100|,15;73;12|15;73;12|,28.5|28.5|,15;73;12|15;73;12|,13;74;13|13;74;13|,13;74;13|13;74;13|,100|100|,0;0;0|0;0;0|,100|100|,13;74;13|13;74;13|,13;74;13|13;74;13|,100|100|,100|100|
13,100|100|,13;74;13|13;74;13|,31.53|31.53|,13;74;13|13;74;13|,7;77;16|7;77;16|,7;77;16|7;77;16|,100|100|,0;0;0|0;0;0|,100|100|,7;77;16|7;77;16|,7;77;16|7;77;16|,100|100|,100|100|
14,100|100|,7;77;16|7;77;16|,34.2|34.2|,7;77;16|7;77;16|,3;80;17|3;80;17|,3;80;17|3;80;17|,100|100|,0;0;0|0;0;0|,100|100|,3;80;17|3;80;17|,3;80;17|3;80;17|,100|100|,100|100|
15,100|100|,3;80;17|3;80;17|,36.77|36.77|,3;80;17|3;80;17|,2;81;17|2;81;17|,2;81;17|2;81;17|,100|100|,0;0;0|0;0;0|,100|100|,2;81;17|2;81;17|,2;81;17|2;81;17|,100|100|,100|100|
16,100|100|,2;81;17|2;81;17|,39.25|39.25|,2;81;17|2;81;17|,1;77;22|1;77;22|,1;77;22|1;77;22|,100|100|,0;0;0|0;0;0|,100|100|,1;77;22|1;77;22|,1;77;22|1;77;22|,100|100|,100|100|
17,100|100|,1;77;22|1;77;22|,41.46|41.46|,1;77;22|1;77;22|,1;71;28|1;71;28|,1;71;28|1;71;28|,100|100|,0;0;0|0;0;0|,100|100|,1;71;28|1;71;28|,1;71;28|1;71;28|,100|100|,100|100|
18,100|100|,1;71;28|1;71;28|,42.95|42.95|,1;71;28|1;71;28|,0;68;32|0;68;32|,0;68;32|0;68;32|,100|100|,0;0;0|0;0;0|,100|100|,0;68;32|0;68;32|,0;68;32|0;68;32|,100|100|,100|100|
19,100|100|,0;68;32|0;68;32|,43.6|43.6|,0;68;32|0;68;32|,0;63;37|0;63;37|,0;63;37|0;63;37|,100|100|,0;0;0|0;0;0|,100|100|,0;63;37|0;63;37|,0;63;37|0;63;37|,100|100|,100|100|
20,100|100|,0;63;37|0;63;37|,43.86|43.86|,0;63;37|0;63;37|,0;60;40|0;60;40|,0;60;40|0;60;40|,100|100|,0;0;0|0;0;0|,100|100|,0;60;40|0;60;40|,0;60;40|0;60;40|,100|100|,100|100|
21,100|100|,0;60;40|0;60;40|,43.58|43.58|,0;60;40|0;60;40|,0;58;42|0;58;42|,0;58;42|0;58;42|,100|100|,0;0;0|0;0;0|,100|100|,0;58;42|0;58;42|,0;58;42|0;58;42|,100|100|,100|100|
22,100|100|,0;58;42|0;58;42|,43.05|43.05|,0;58;42|0;58;42|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,0;0;0|0;0;0|,100|100|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,100|100|
23,100|100|,0;49;51|0;49;51|,42.39|42.39|,0;49;51|0;49;51|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,0;0;0|0;0;0|,100|100|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,100|100|
24,100|100|,0;46;54|0;46;54|,40.93|40.93|,0;46;54|0;46;54|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,0;0;0|0;0;0|,100|100|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,100|100|
25,100|100|,0;43;57|0;43;57|,39.39|39.39|,0;43;57|0;43;57|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,0;0;0|0;0;0|,100|100|,0;37;63|0;37;63|,0;37;63|0;37;63|,100|100|,100|100|
26,100|100|,0;37;63|0;37;63|,37.78|37.78|,0;37;63|0;37;63|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,0;0;0|0;0;0|,100|100|,0;35;65|0;35;65|,0;35;65|0;35;65|,100|100|,100|100|
27,100|100|,0;35;65|0;35;65|,35.82|35.82|,0;35;65|0;35;65|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,0;0;0|0;0;0|,100|100|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,100|100|
28,100|100|,0;33;67|0;33;67|,33.94|33.94|,0;33;67|0;33;67|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,0;0;0|0;0;0|,100|100|,0;33;67|0;33;67|,0;33;67|0;33;67|,100|100|,100|100|
29,100|100|,0;33;67|0;33;67|,32.15|32.15|,0;33;67|0;33;67|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,0;0;0|0;0;0|,100|100|,0;30;70|0;30;70|,0;30;70|0;30;70|,100|100|,100|100|
30,100|100|,0;30;70|0;30;70|,30.63|30.63|,0;30;70|0;30;70|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
31,100|100|,0;27;73|0;27;73|,29.03|29.03|,0;27;73|0;27;73|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
32,100|100|,0;27;73|0;27;73|,27.38|27.38|,0;27;73|0;27;73|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
33,100|100|,0;27;73|0;27;73|,25.97|25.97|,0;27;73|0;27;73|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,0;0;0|0;0;0|,100|100|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,100|100|
34,100|100|,0;26;74|0;26;74|,24.78|24.78|,0;26;74|0;26;74|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
35,100|100|,0;25;75|0;25;75|,23.66|23.66|,0;25;75|0;25;75|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
