Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,10.0|10.0|,94;6;0|94;6;0|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,0;0;0|0;0;0|,100|100|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,100|100|
1,100|100|,88;12;0|88;12;0|,9.1|9.1|,88;12;0|88;12;0|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,0;0;0|0;0;0|,100|100|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,100|100|
2,100|100|,83;17;0|83;17;0|,8.94|8.94|,83;17;0|83;17;0|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,0;0;0|0;0;0|,100|100|,81;18;1|81;18;1|,81;18;1|81;18;1|,100|100|,100|100|
3,100|100|,81;18;1|81;18;1|,9.29|9.29|,81;18;1|81;18;1|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
4,100|100|,81;17;2|81;17;2|,9.7|9.7|,81;17;2|81;17;2|,73;24;3|73;24;3|,73;24;3|73;24;3|,100|100|,0;0;0|0;0;0|,100|100|,73;24;3|73;24;3|,73;24;3|73;24;3|,100|100|,100|100|
5,100|100|,73;24;3|73;24;3|,9.95|9.95|,73;24;3|73;24;3|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,0;0;0|0;0;0|,100|100|,65;31;4|65;31;4|,65;31;4|65;31;4|,100|100|,100|100|
6,100|100|,65;31;4|65;31;4|,10.85|10.85|,65;31;4|65;31;4|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,0;0;0|0;0;0|,100|100|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,100|100|
7,100|100|,61;35;4|61;35;4|,12.33|12.33|,61;35;4|61;35;4|,50;45;5|50;45;5|,50;45;5|50;45;5|,100|100|,0;0;0|0;0;0|,100|100|,50;45;5|50;45;5|,50;45;5|50;45;5|,100|100|,100|100|
8,100|100|,50;45;5|50;45;5|,13.98|13.98|,50;45;5|50;45;5|,41;52;7|41;52;7|,41;52;7|41;52;7|,100|100|,0;0;0|0;0;0|,100|100|,41;52;7|41;52;7|,41;52;7|41;52;7|,100|100|,100|100|
9,100|100|,41;52;7|41;52;7|,16.38|16.38|,41;52;7|41;52;7|,34;57;9|34;57;9|,34;57;9|34;57;9|,100|100|,0;0;0|0;0;0|,100|100|,34;57;9|34;57;9|,34;57;9|34;57;9|,100|100|,100|100|
10,100|100|,34;57;9|34;57;9|,19.12|19.12|,34;57;9|34;57;9|,29;61;10|29;61;10|,29;61;10|29;61;10|,100|100|,0;0;0|0;0;0|,100|100|,29;61;10|29;61;10|,29;61;10|29;61;10|,100|100|,100|100|
11,100|100|,29;61;10|29;61;10|,21.95|21.95|,29;61;10|29;61;10|,22;66;12|22;66;12|,22;66;12|22;66;12|,100|100|,0;0;0|0;0;0|,100|100|,22;66;12|22;66;12|,22;66;12|22;66;12|,100|100|,100|100|
12,100|100|,22;66;12|22;66;12|,24.76|24.76|,22;66;12|22;66;12|,17;67;16|17;67;16|,17;67;16|17;67;16|,100|100|,0;0;0|0;0;0|,100|100|,17;67;16|17;67;16|,17;67;16|17;67;16|,100|100|,100|100|
13,100|100|,17;67;16|17;67;16|,27.65|27.65|,17;67;16|17;67;16|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,0;0;0|0;0;0|,100|100|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,100|100|
14,100|100|,12;68;20|12;68;20|,30.2|30.2|,12;68;20|12;68;20|,9;66;25|9;66;25|,9;66;25|9;66;25|,100|100|,0;0;0|0;0;0|,100|100|,9;66;25|9;66;25|,9;66;25|9;66;25|,100|100|,100|100|
