Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
1,100|100|,84;15;1|84;15;1|,0.0|0.0|,84;15;1|84;15;1|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,0;0;0|0;0;0|,100|100|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,100|100|
2,100|100|,77;18;5|77;18;5|,0.0|0.0|,77;18;5|77;18;5|,71;17;12|71;17;12|,71;17;12|71;17;12|,100|100|,0;0;0|0;0;0|,100|100|,71;17;12|71;17;12|,71;17;12|71;17;12|,100|100|,100|100|
3,100|100|,71;17;12|71;17;12|,0.0|0.0|,71;17;12|71;17;12|,61;25;14|61;25;14|,61;25;14|61;25;14|,100|100|,0;0;0|0;0;0|,100|100|,61;25;14|61;25;14|,61;25;14|61;25;14|,100|100|,100|100|
4,100|100|,61;25;14|61;25;14|,0.0|0.0|,61;25;14|61;25;14|,55;23;22|55;23;22|,55;23;22|55;23;22|,100|100|,0;0;0|0;0;0|,100|100|,55;23;22|55;23;22|,55;23;22|55;23;22|,100|100|,100|100|
5,100|100|,55;23;22|55;23;22|,0.0|0.0|,55;23;22|55;23;22|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,0;0;0|0;0;0|,100|100|,45;28;27|45;28;27|,45;28;27|45;28;27|,100|100|,100|100|
6,100|100|,45;28;27|45;28;27|,0.0|0.0|,45;28;27|45;28;27|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,0;0;0|0;0;0|,100|100|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,100|100|
7,100|100|,38;31;31|38;31;31|,0.0|0.0|,38;31;31|38;31;31|,34;27;39|34;27;39|,34;27;39|34;27;39|,100|100|,0;0;0|0;0;0|,100|100|,34;27;39|34;27;39|,34;27;39|34;27;39|,100|100|,100|100|
8,100|100|,34;27;39|34;27;39|,0.0|0.0|,34;27;39|34;27;39|,30;25;45|30;25;45|,30;25;45|30;25;45|,100|100|,0;0;0|0;0;0|,100|100|,30;25;45|30;25;45|,30;25;45|30;25;45|,100|100|,100|100|
9,100|100|,30;25;45|30;25;45|,0.0|0.0|,30;25;45|30;25;45|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,0;0;0|0;0;0|,100|100|,29;18;53|29;18;53|,29;18;53|29;18;53|,100|100|,100|100|
10,100|100|,29;18;53|29;18;53|,0.0|0.0|,29;18;53|29;18;53|,27;15;58|27;15;58|,27;15;58|27;15;58|,100|100|,0;0;0|0;0;0|,100|100|,27;15;58|27;15;58|,27;15;58|27;15;58|,100|100|,100|100|
11,100|100|,27;15;58|27;15;58|,0.0|0.0|,27;15;58|27;15;58|,26;10;64|26;10;64|,26;10;64|26;10;64|,100|100|,0;0;0|0;0;0|,100|100|,26;10;64|26;10;64|,26;10;64|26;10;64|,100|100|,100|100|
12,100|100|,26;10;64|26;10;64|,0.0|0.0|,26;10;64|26;10;64|,24;11;65|24;11;65|,24;11;65|24;11;65|,100|100|,0;0;0|0;0;0|,100|100|,24;11;65|24;11;65|,24;11;65|24;11;65|,100|100|,100|100|
13,100|100|,24;11;65|24;11;65|,0.0|0.0|,24;11;65|24;11;65|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,0;0;0|0;0;0|,100|100|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,100|100|
14,100|100|,21;10;69|21;10;69|,0.0|0.0|,21;10;69|21;10;69|,21;7;72|21;7;72|,21;7;72|21;7;72|,100|100|,0;0;0|0;0;0|,100|100|,21;7;72|21;7;72|,21;7;72|21;7;72|,100|100|,100|100|
15,100|100|,21;7;72|21;7;72|,0.0|0.0|,21;7;72|21;7;72|,18;8;74|18;8;74|,18;8;74|18;8;74|,100|100|,0;0;0|0;0;0|,100|100|,18;8;74|18;8;74|,18;8;74|18;8;74|,100|100|,100|100|
16,100|100|,18;8;74|18;8;74|,0.0|0.0|,18;8;74|18;8;74|,16;8;76|16;8;76|,16;8;76|16;8;76|,100|100|,0;0;0|0;0;0|,100|100|,16;8;76|16;8;76|,16;8;76|16;8;76|,100|100|,100|100|
17,100|100|,16;8;76|16;8;76|,0.0|0.0|,16;8;76|16;8;76|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,0;0;0|0;0;0|,100|100|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,100|100|
18,100|100|,16;6;78|16;6;78|,0.0|0.0|,16;6;78|16;6;78|,16;5;79|16;5;79|,16;5;79|16;5;79|,100|100|,0;0;0|0;0;0|,100|100|,16;5;79|16;5;79|,16;5;79|16;5;79|,100|100|,100|100|
