Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,83;16;1|83;16;1|,83;16;1|83;16;1|,100|100|,0;0;0|0;0;0|,100|100|,83;16;1|83;16;1|,83;16;1|83;16;1|,100|100|,100|100|
1,100|100|,83;16;1|83;16;1|,10.1|10.1|,83;16;1|83;16;1|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,0;0;0|0;0;0|,100|100|,78;19;3|78;19;3|,78;19;3|78;19;3|,100|100|,100|100|
2,100|100|,78;19;3|78;19;3|,10.48|10.48|,78;19;3|78;19;3|,69;27;4|69;27;4|,69;27;4|69;27;4|,100|100|,0;0;0|0;0;0|,100|100|,69;27;4|69;27;4|,69;27;4|69;27;4|,100|100|,100|100|
3,100|100|,69;27;4|69;27;4|,11.61|11.61|,69;27;4|69;27;4|,61;32;7|61;32;7|,61;32;7|61;32;7|,100|100|,0;0;0|0;0;0|,100|100|,61;32;7|61;32;7|,61;32;7|61;32;7|,100|100|,100|100|
4,100|100|,61;32;7|61;32;7|,13.07|13.07|,61;32;7|61;32;7|,56;35;9|56;35;9|,56;35;9|56;35;9|,100|100|,0;0;0|0;0;0|,100|100|,56;35;9|56;35;9|,56;35;9|56;35;9|,100|100|,100|100|
5,100|100|,56;35;9|56;35;9|,14.61|14.61|,56;35;9|56;35;9|,49;39;12|49;39;12|,49;39;12|49;39;12|,100|100|,0;0;0|0;0;0|,100|100|,49;39;12|49;39;12|,49;39;12|49;39;12|,100|100|,100|100|
6,100|100|,49;39;12|49;39;12|,16.32|16.32|,49;39;12|49;39;12|,42;44;14|42;44;14|,42;44;14|42;44;14|,100|100|,0;0;0|0;0;0|,100|100|,42;44;14|42;44;14|,42;44;14|42;44;14|,100|100|,100|100|
7,100|100|,42;44;14|42;44;14|,18.27|18.27|,42;44;14|42;44;14|,37;47;16|37;47;16|,37;47;16|37;47;16|,100|100|,0;0;0|0;0;0|,100|100|,37;47;16|37;47;16|,37;47;16|37;47;16|,100|100|,100|100|
8,100|100|,37;47;16|37;47;16|,20.23|20.23|,37;47;16|37;47;16|,33;49;18|33;49;18|,33;49;18|33;49;18|,100|100|,0;0;0|0;0;0|,100|100|,33;49;18|33;49;18|,33;49;18|33;49;18|,100|100|,100|100|
9,100|100|,33;49;18|33;49;18|,22.1|22.1|,33;49;18|33;49;18|,27;52;21|27;52;21|,27;52;21|27;52;21|,100|100|,0;0;0|0;0;0|,100|100|,27;52;21|27;52;21|,27;52;21|27;52;21|,100|100|,100|100|
10,100|100|,27;52;21|27;52;21|,23.98|23.98|,27;52;21|27;52;21|,20;54;26|20;54;26|,20;54;26|20;54;26|,100|100|,0;0;0|0;0;0|,100|100|,20;54;26|20;54;26|,20;54;26|20;54;26|,100|100|,100|100|
