Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,0;0;0|0;0;0|,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,100|100|
1,100|100|,82;15;3|82;15;3|,0.0|0.0|,82;15;3|82;15;3|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,0;0;0|0;0;0|,100|100|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,100|100|
2,100|100|,74;17;9|74;17;9|,0.0|0.0|,74;17;9|74;17;9|,69;17;14|69;17;14|,69;17;14|69;17;14|,100|100|,0;0;0|0;0;0|,100|100|,69;17;14|69;17;14|,69;17;14|69;17;14|,100|100|,100|100|
3,100|100|,69;17;14|69;17;14|,0.0|0.0|,69;17;14|69;17;14|,64;17;19|64;17;19|,64;17;19|64;17;19|,100|100|,0;0;0|0;0;0|,100|100|,64;17;19|64;17;19|,64;17;19|64;17;19|,100|100|,100|100|
4,100|100|,64;17;19|64;17;19|,0.0|0.0|,64;17;19|64;17;19|,58;19;23|58;19;23|,58;19;23|58;19;23|,100|100|,0;0;0|0;0;0|,100|100|,58;19;23|58;19;23|,58;19;23|58;19;23|,100|100|,100|100|
5,100|100|,58;19;23|58;19;23|,0.0|0.0|,58;19;23|58;19;23|,53;22;25|53;22;25|,53;22;25|53;22;25|,100|100|,0;0;0|0;0;0|,100|100|,53;22;25|53;22;25|,53;22;25|53;22;25|,100|100|,100|100|
6,100|100|,53;22;25|53;22;25|,0.0|0.0|,53;22;25|53;22;25|,50;19;31|50;19;31|,50;19;31|50;19;31|,100|100|,0;0;0|0;0;0|,100|100|,50;19;31|50;19;31|,50;19;31|50;19;31|,100|100|,100|100|
7,100|100|,50;19;31|50;19;31|,0.0|0.0|,50;19;31|50;19;31|,43;23;34|43;23;34|,43;23;34|43;23;34|,100|100|,0;0;0|0;0;0|,100|100|,43;23;34|43;23;34|,43;23;34|43;23;34|,100|100|,100|100|
8,100|100|,43;23;34|43;23;34|,0.0|0.0|,43;23;34|43;23;34|,39;27;34|39;27;34|,39;27;34|39;27;34|,100|100|,0;0;0|0;0;0|,100|100|,39;27;34|39;27;34|,39;27;34|39;27;34|,100|100|,100|100|
9,100|100|,39;27;34|39;27;34|,0.0|0.0|,39;27;34|39;27;34|,31;27;42|31;27;42|,31;27;42|31;27;42|,100|100|,0;0;0|0;0;0|,100|100|,31;27;42|31;27;42|,31;27;42|31;27;42|,100|100|,100|100|
10,100|100|,31;27;42|31;27;42|,0.0|0.0|,31;27;42|31;27;42|,25;29;46|25;29;46|,25;29;46|25;29;46|,100|100|,0;0;0|0;0;0|,100|100|,25;29;46|25;29;46|,25;29;46|25;29;46|,100|100|,100|100|
11,100|100|,25;29;46|25;29;46|,0.0|0.0|,25;29;46|25;29;46|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,0;0;0|0;0;0|,100|100|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,100|100|
12,100|100|,21;29;50|21;29;50|,0.0|0.0|,21;29;50|21;29;50|,19;22;59|19;22;59|,19;22;59|19;22;59|,100|100|,0;0;0|0;0;0|,100|100|,19;22;59|19;22;59|,19;22;59|19;22;59|,100|100|,100|100|
13,100|100|,19;22;59|19;22;59|,0.0|0.0|,19;22;59|19;22;59|,18;14;68|18;14;68|,18;14;68|18;14;68|,100|100|,0;0;0|0;0;0|,100|100|,18;14;68|18;14;68|,18;14;68|18;14;68|,100|100|,100|100|
