Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,0;0;0|0;0;0|,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,100|100|
1,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,78;14;8|78;14;8|,78;14;8|78;14;8|,100|100|,0;0;0|0;0;0|,100|100|,78;14;8|78;14;8|,78;14;8|78;14;8|,100|100|,100|100|
2,100|100|,78;14;8|78;14;8|,78;14;8|78;14;8|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,0;0;0|0;0;0|,100|100|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,100|100|
3,100|100|,74;17;9|74;17;9|,74;17;9|74;17;9|,70;17;13|70;17;13|,70;17;13|70;17;13|,100|100|,0;0;0|0;0;0|,100|100|,70;17;13|70;17;13|,70;17;13|70;17;13|,100|100|,100|100|
4,100|100|,70;17;13|70;17;13|,70;17;13|70;17;13|,59;26;15|59;26;15|,59;26;15|59;26;15|,100|100|,0;0;0|0;0;0|,100|100|,59;26;15|59;26;15|,59;26;15|59;26;15|,100|100|,100|100|
5,100|100|,59;26;15|59;26;15|,59;26;15|59;26;15|,49;31;20|49;31;20|,49;31;20|49;31;20|,100|100|,0;0;0|0;0;0|,100|100|,49;31;20|49;31;20|,49;31;20|49;31;20|,100|100|,100|100|
6,100|100|,49;31;20|49;31;20|,49;31;20|49;31;20|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,0;0;0|0;0;0|,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,100|100|
7,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,32;32;36|32;32;36|,32;32;36|32;32;36|,100|100|,0;0;0|0;0;0|,100|100|,32;32;36|32;32;36|,32;32;36|32;32;36|,100|100|,100|100|
8,100|100|,32;32;36|32;32;36|,32;32;36|32;32;36|,23;36;41|23;36;41|,23;36;41|23;36;41|,100|100|,0;0;0|0;0;0|,100|100|,23;36;41|23;36;41|,23;36;41|23;36;41|,100|100|,100|100|
9,100|100|,23;36;41|23;36;41|,23;36;41|23;36;41|,20;36;44|20;36;44|,20;36;44|20;36;44|,100|100|,0;0;0|0;0;0|,100|100|,20;36;44|20;36;44|,20;36;44|20;36;44|,100|100|,100|100|
10,100|100|,20;36;44|20;36;44|,20;36;44|20;36;44|,14;37;49|14;37;49|,14;37;49|14;37;49|,100|100|,0;0;0|0;0;0|,100|100|,14;37;49|14;37;49|,14;37;49|14;37;49|,100|100|,100|100|
11,100|100|,14;37;49|14;37;49|,14;37;49|14;37;49|,12;34;54|12;34;54|,12;34;54|12;34;54|,100|100|,0;0;0|0;0;0|,100|100|,12;34;54|12;34;54|,12;34;54|12;34;54|,100|100|,100|100|
12,100|100|,12;34;54|12;34;54|,12;34;54|12;34;54|,9;32;59|9;32;59|,9;32;59|9;32;59|,100|100|,0;0;0|0;0;0|,100|100|,9;32;59|9;32;59|,9;32;59|9;32;59|,100|100|,100|100|
13,100|100|,9;32;59|9;32;59|,9;32;59|9;32;59|,6;28;66|6;28;66|,6;28;66|6;28;66|,100|100|,0;0;0|0;0;0|,100|100|,6;28;66|6;28;66|,6;28;66|6;28;66|,100|100|,100|100|
14,100|100|,6;28;66|6;28;66|,6;28;66|6;28;66|,6;22;72|6;22;72|,6;22;72|6;22;72|,100|100|,0;0;0|0;0;0|,100|100|,6;22;72|6;22;72|,6;22;72|6;22;72|,100|100|,100|100|
15,100|100|,6;22;72|6;22;72|,6;22;72|6;22;72|,6;16;78|6;16;78|,6;16;78|6;16;78|,100|100|,0;0;0|0;0;0|,100|100|,6;16;78|6;16;78|,6;16;78|6;16;78|,100|100|,100|100|
16,100|100|,6;16;78|6;16;78|,6;16;78|6;16;78|,6;13;81|6;13;81|,6;13;81|6;13;81|,100|100|,0;0;0|0;0;0|,100|100|,6;13;81|6;13;81|,6;13;81|6;13;81|,100|100|,100|100|
17,100|100|,6;13;81|6;13;81|,6;13;81|6;13;81|,6;11;83|6;11;83|,6;11;83|6;11;83|,100|100|,0;0;0|0;0;0|,100|100|,6;11;83|6;11;83|,6;11;83|6;11;83|,100|100|,100|100|
18,100|100|,6;11;83|6;11;83|,6;11;83|6;11;83|,4;10;86|4;10;86|,4;10;86|4;10;86|,100|100|,0;0;0|0;0;0|,100|100|,4;10;86|4;10;86|,4;10;86|4;10;86|,100|100|,100|100|
19,100|100|,4;10;86|4;10;86|,4;10;86|4;10;86|,4;8;88|4;8;88|,4;8;88|4;8;88|,100|100|,0;0;0|0;0;0|,100|100|,4;8;88|4;8;88|,4;8;88|4;8;88|,100|100|,100|100|
20,100|100|,4;8;88|4;8;88|,4;8;88|4;8;88|,4;8;88|4;8;88|,4;8;88|4;8;88|,100|100|,0;0;0|0;0;0|,100|100|,4;8;88|4;8;88|,4;8;88|4;8;88|,100|100|,100|100|
