Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,0.0|0.0|,92;0;8;0|92;0;8;0|,85;7;4;4|85;7;4;4|,85;7;4;4|85;7;4;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;7;4;4|85;7;4;4|,85;7;4;4|85;7;4;4|,100|100|,100|100|
1,100|100|,85;7;4;4|85;7;4;4|,0.0|0.0|,85;7;4;4|85;7;4;4|,82;10;3;5|82;10;3;5|,82;10;3;5|82;10;3;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;10;3;5|82;10;3;5|,82;10;3;5|82;10;3;5|,100|100|,100|100|
2,100|100|,82;10;3;5|82;10;3;5|,0.0|0.0|,82;10;3;5|82;10;3;5|,79;9;7;5|79;9;7;5|,79;9;7;5|79;9;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;9;7;5|79;9;7;5|,79;9;7;5|79;9;7;5|,100|100|,100|100|
3,100|100|,79;9;7;5|79;9;7;5|,0.0|0.0|,79;9;7;5|79;9;7;5|,75;9;10;6|75;9;10;6|,75;9;10;6|75;9;10;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;9;10;6|75;9;10;6|,75;9;10;6|75;9;10;6|,100|100|,100|100|
4,100|100|,75;9;10;6|75;9;10;6|,0.0|0.0|,75;9;10;6|75;9;10;6|,69;11;13;7|69;11;13;7|,69;11;13;7|69;11;13;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;11;13;7|69;11;13;7|,69;11;13;7|69;11;13;7|,100|100|,100|100|
5,100|100|,69;11;13;7|69;11;13;7|,0.0|0.0|,69;11;13;7|69;11;13;7|,67;6;17;10|67;6;17;10|,67;6;17;10|67;6;17;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;6;17;10|67;6;17;10|,67;6;17;10|67;6;17;10|,100|100|,100|100|
6,100|100|,67;6;17;10|67;6;17;10|,0.0|0.0|,67;6;17;10|67;6;17;10|,61;12;11;16|61;12;11;16|,61;12;11;16|61;12;11;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;12;11;16|61;12;11;16|,61;12;11;16|61;12;11;16|,100|100|,100|100|
7,100|100|,61;12;11;16|61;12;11;16|,0.0|0.0|,61;12;11;16|61;12;11;16|,59;7;15;19|59;7;15;19|,59;7;15;19|59;7;15;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;7;15;19|59;7;15;19|,59;7;15;19|59;7;15;19|,100|100|,100|100|
8,100|100|,59;7;15;19|59;7;15;19|,0.0|0.0|,59;7;15;19|59;7;15;19|,55;8;18;19|55;8;18;19|,55;8;18;19|55;8;18;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;8;18;19|55;8;18;19|,55;8;18;19|55;8;18;19|,100|100|,100|100|
9,100|100|,55;8;18;19|55;8;18;19|,0.0|0.0|,55;8;18;19|55;8;18;19|,48;13;17;22|48;13;17;22|,48;13;17;22|48;13;17;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;13;17;22|48;13;17;22|,48;13;17;22|48;13;17;22|,100|100|,100|100|
10,100|100|,48;13;17;22|48;13;17;22|,0.0|0.0|,48;13;17;22|48;13;17;22|,44;10;22;24|44;10;22;24|,44;10;22;24|44;10;22;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;10;22;24|44;10;22;24|,44;10;22;24|44;10;22;24|,100|100|,100|100|
11,100|100|,44;10;22;24|44;10;22;24|,0.0|0.0|,44;10;22;24|44;10;22;24|,38;10;20;32|38;10;20;32|,38;10;20;32|38;10;20;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;10;20;32|38;10;20;32|,38;10;20;32|38;10;20;32|,100|100|,100|100|
12,100|100|,38;10;20;32|38;10;20;32|,0.0|0.0|,38;10;20;32|38;10;20;32|,32;11;21;36|32;11;21;36|,32;11;21;36|32;11;21;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;11;21;36|32;11;21;36|,32;11;21;36|32;11;21;36|,100|100|,100|100|
13,100|100|,32;11;21;36|32;11;21;36|,0.0|0.0|,32;11;21;36|32;11;21;36|,29;9;22;40|29;9;22;40|,29;9;22;40|29;9;22;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;9;22;40|29;9;22;40|,29;9;22;40|29;9;22;40|,100|100|,100|100|
14,100|100|,29;9;22;40|29;9;22;40|,0.0|0.0|,29;9;22;40|29;9;22;40|,24;10;20;46|24;10;20;46|,24;10;20;46|24;10;20;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;10;20;46|24;10;20;46|,24;10;20;46|24;10;20;46|,100|100|,100|100|
15,100|100|,24;10;20;46|24;10;20;46|,0.0|0.0|,24;10;20;46|24;10;20;46|,21;5;25;49|21;5;25;49|,21;5;25;49|21;5;25;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;5;25;49|21;5;25;49|,21;5;25;49|21;5;25;49|,100|100|,100|100|
16,100|100|,21;5;25;49|21;5;25;49|,0.0|0.0|,21;5;25;49|21;5;25;49|,19;5;23;53|19;5;23;53|,19;5;23;53|19;5;23;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;5;23;53|19;5;23;53|,19;5;23;53|19;5;23;53|,100|100|,100|100|
17,100|100|,19;5;23;53|19;5;23;53|,0.0|0.0|,19;5;23;53|19;5;23;53|,16;5;21;58|16;5;21;58|,16;5;21;58|16;5;21;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;5;21;58|16;5;21;58|,16;5;21;58|16;5;21;58|,100|100|,100|100|
18,100|100|,16;5;21;58|16;5;21;58|,0.0|0.0|,16;5;21;58|16;5;21;58|,15;4;17;64|15;4;17;64|,15;4;17;64|15;4;17;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;4;17;64|15;4;17;64|,15;4;17;64|15;4;17;64|,100|100|,100|100|
19,100|100|,15;4;17;64|15;4;17;64|,0.0|0.0|,15;4;17;64|15;4;17;64|,15;2;16;67|15;2;16;67|,15;2;16;67|15;2;16;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;2;16;67|15;2;16;67|,15;2;16;67|15;2;16;67|,100|100|,100|100|
20,100|100|,15;2;16;67|15;2;16;67|,0.0|0.0|,15;2;16;67|15;2;16;67|,15;0;13;72|15;0;13;72|,15;0;13;72|15;0;13;72|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;13;72|15;0;13;72|,15;0;13;72|15;0;13;72|,100|100|,100|100|
21,100|100|,15;0;13;72|15;0;13;72|,0.0|0.0|,15;0;13;72|15;0;13;72|,15;0;10;75|15;0;10;75|,15;0;10;75|15;0;10;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;10;75|15;0;10;75|,15;0;10;75|15;0;10;75|,100|100|,100|100|
22,100|100|,15;0;10;75|15;0;10;75|,0.0|0.0|,15;0;10;75|15;0;10;75|,15;0;10;75|15;0;10;75|,15;0;10;75|15;0;10;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;0;10;75|15;0;10;75|,15;0;10;75|15;0;10;75|,100|100|,100|100|
23,100|100|,15;0;10;75|15;0;10;75|,0.0|0.0|,15;0;10;75|15;0;10;75|,13;2;8;77|13;2;8;77|,13;2;8;77|13;2;8;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;2;8;77|13;2;8;77|,13;2;8;77|13;2;8;77|,100|100|,100|100|
24,100|100|,13;2;8;77|13;2;8;77|,0.0|0.0|,13;2;8;77|13;2;8;77|,13;1;7;79|13;1;7;79|,13;1;7;79|13;1;7;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;7;79|13;1;7;79|,13;1;7;79|13;1;7;79|,100|100|,100|100|
25,100|100|,13;1;7;79|13;1;7;79|,0.0|0.0|,13;1;7;79|13;1;7;79|,13;1;6;80|13;1;6;80|,13;1;6;80|13;1;6;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;6;80|13;1;6;80|,13;1;6;80|13;1;6;80|,100|100|,100|100|
26,100|100|,13;1;6;80|13;1;6;80|,0.0|0.0|,13;1;6;80|13;1;6;80|,12;2;4;82|12;2;4;82|,12;2;4;82|12;2;4;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;2;4;82|12;2;4;82|,12;2;4;82|12;2;4;82|,100|100|,100|100|
27,100|100|,12;2;4;82|12;2;4;82|,0.0|0.0|,12;2;4;82|12;2;4;82|,12;2;3;83|12;2;3;83|,12;2;3;83|12;2;3;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;2;3;83|12;2;3;83|,12;2;3;83|12;2;3;83|,100|100|,100|100|
28,100|100|,12;2;3;83|12;2;3;83|,0.0|0.0|,12;2;3;83|12;2;3;83|,12;2;2;84|12;2;2;84|,12;2;2;84|12;2;2;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;2;2;84|12;2;2;84|,12;2;2;84|12;2;2;84|,100|100|,100|100|
29,100|100|,12;2;2;84|12;2;2;84|,0.0|0.0|,12;2;2;84|12;2;2;84|,12;0;4;84|12;0;4;84|,12;0;4;84|12;0;4;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;4;84|12;0;4;84|,12;0;4;84|12;0;4;84|,100|100|,100|100|
30,100|100|,12;0;4;84|12;0;4;84|,0.0|0.0|,12;0;4;84|12;0;4;84|,10;2;3;85|10;2;3;85|,10;2;3;85|10;2;3;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;3;85|10;2;3;85|,10;2;3;85|10;2;3;85|,100|100|,100|100|
31,100|100|,10;2;3;85|10;2;3;85|,0.0|0.0|,10;2;3;85|10;2;3;85|,10;0;4;86|10;0;4;86|,10;0;4;86|10;0;4;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;0;4;86|10;0;4;86|,10;0;4;86|10;0;4;86|,100|100|,100|100|
32,100|100|,10;0;4;86|10;0;4;86|,0.0|0.0|,10;0;4;86|10;0;4;86|,9;1;2;88|9;1;2;88|,9;1;2;88|9;1;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;2;88|9;1;2;88|,9;1;2;88|9;1;2;88|,100|100|,100|100|
33,100|100|,9;1;2;88|9;1;2;88|,0.0|0.0|,9;1;2;88|9;1;2;88|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,100|100|
34,100|100|,9;0;2;89|9;0;2;89|,0.0|0.0|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,100|100|
35,100|100|,9;0;2;89|9;0;2;89|,0.0|0.0|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;2;89|9;0;2;89|,9;0;2;89|9;0;2;89|,100|100|,100|100|
36,100|100|,9;0;2;89|9;0;2;89|,0.0|0.0|,9;0;2;89|9;0;2;89|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
37,100|100|,9;0;0;91|9;0;0;91|,0.0|0.0|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
38,100|100|,9;0;0;91|9;0;0;91|,0.0|0.0|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;0;0;91|9;0;0;91|,9;0;0;91|9;0;0;91|,100|100|,100|100|
