Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,10.0|10.0|,92;8;0|92;8;0|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,0;0;0|0;0;0|,100|100|,87;11;2|87;11;2|,87;11;2|87;11;2|,100|100|,100|100|
1,100|100|,87;11;2|87;11;2|,9.3|9.3|,87;11;2|87;11;2|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,0;0;0|0;0;0|,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,100|100|
2,100|100|,82;15;3|82;15;3|,9.01|9.01|,82;15;3|82;15;3|,78;18;4|78;18;4|,78;18;4|78;18;4|,100|100|,0;0;0|0;0;0|,100|100|,78;18;4|78;18;4|,78;18;4|78;18;4|,100|100|,100|100|
3,100|100|,78;18;4|78;18;4|,9.15|9.15|,78;18;4|78;18;4|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
4,100|100|,74;22;4|74;22;4|,9.58|9.58|,74;22;4|74;22;4|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,0;0;0|0;0;0|,100|100|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,100|100|
5,100|100|,67;29;4|67;29;4|,10.34|10.34|,67;29;4|67;29;4|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,0;0;0|0;0;0|,100|100|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,100|100|
6,100|100|,64;32;4|64;32;4|,11.69|11.69|,64;32;4|64;32;4|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,0;0;0|0;0;0|,100|100|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,100|100|
7,100|100|,58;37;5|58;37;5|,13.14|13.14|,58;37;5|58;37;5|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,0;0;0|0;0;0|,100|100|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,100|100|
8,100|100|,52;41;7|52;41;7|,14.87|14.87|,52;41;7|52;41;7|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,0;0;0|0;0;0|,100|100|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,100|100|
9,100|100|,44;49;7|44;49;7|,16.74|16.74|,44;49;7|44;49;7|,36;57;7|36;57;7|,36;57;7|36;57;7|,100|100|,0;0;0|0;0;0|,100|100|,36;57;7|36;57;7|,36;57;7|36;57;7|,100|100|,100|100|
10,100|100|,36;57;7|36;57;7|,19.13|19.13|,36;57;7|36;57;7|,27;65;8|27;65;8|,27;65;8|27;65;8|,100|100|,0;0;0|0;0;0|,100|100|,27;65;8|27;65;8|,27;65;8|27;65;8|,100|100|,100|100|
11,100|100|,27;65;8|27;65;8|,21.96|21.96|,27;65;8|27;65;8|,22;67;11|22;67;11|,22;67;11|22;67;11|,100|100|,0;0;0|0;0;0|,100|100|,22;67;11|22;67;11|,22;67;11|22;67;11|,100|100|,100|100|
12,100|100|,22;67;11|22;67;11|,25.16|25.16|,22;67;11|22;67;11|,17;69;14|17;69;14|,17;69;14|17;69;14|,100|100|,0;0;0|0;0;0|,100|100|,17;69;14|17;69;14|,17;69;14|17;69;14|,100|100|,100|100|
13,100|100|,17;69;14|17;69;14|,28.09|28.09|,17;69;14|17;69;14|,16;66;18|16;66;18|,16;66;18|16;66;18|,100|100|,0;0;0|0;0;0|,100|100|,16;66;18|16;66;18|,16;66;18|16;66;18|,100|100|,100|100|
14,100|100|,16;66;18|16;66;18|,30.78|30.78|,16;66;18|16;66;18|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,0;0;0|0;0;0|,100|100|,12;68;20|12;68;20|,12;68;20|12;68;20|,100|100|,100|100|
15,100|100|,12;68;20|12;68;20|,32.76|32.76|,12;68;20|12;68;20|,9;69;22|9;69;22|,9;69;22|9;69;22|,100|100|,0;0;0|0;0;0|,100|100|,9;69;22|9;69;22|,9;69;22|9;69;22|,100|100|,100|100|
16,100|100|,9;69;22|9;69;22|,34.65|34.65|,9;69;22|9;69;22|,8;65;27|8;65;27|,8;65;27|8;65;27|,100|100|,0;0;0|0;0;0|,100|100|,8;65;27|8;65;27|,8;65;27|8;65;27|,100|100|,100|100|
17,100|100|,8;65;27|8;65;27|,36.35|36.35|,8;65;27|8;65;27|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,0;0;0|0;0;0|,100|100|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,100|100|
18,100|100|,7;64;29|7;64;29|,37.4|37.4|,7;64;29|7;64;29|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,0;0;0|0;0;0|,100|100|,6;62;32|6;62;32|,6;62;32|6;62;32|,100|100|,100|100|
19,100|100|,6;62;32|6;62;32|,38.19|38.19|,6;62;32|6;62;32|,6;61;33|6;61;33|,6;61;33|6;61;33|,100|100|,0;0;0|0;0;0|,100|100|,6;61;33|6;61;33|,6;61;33|6;61;33|,100|100|,100|100|
20,100|100|,6;61;33|6;61;33|,38.66|38.66|,6;61;33|6;61;33|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,0;0;0|0;0;0|,100|100|,5;61;34|5;61;34|,5;61;34|5;61;34|,100|100|,100|100|
21,100|100|,5;61;34|5;61;34|,38.96|38.96|,5;61;34|5;61;34|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,0;0;0|0;0;0|,100|100|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,100|100|
22,100|100|,5;57;38|5;57;38|,39.22|39.22|,5;57;38|5;57;38|,4;55;41|4;55;41|,4;55;41|4;55;41|,100|100|,0;0;0|0;0;0|,100|100|,4;55;41|4;55;41|,4;55;41|4;55;41|,100|100|,100|100|
23,100|100|,4;55;41|4;55;41|,39.03|39.03|,4;55;41|4;55;41|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,0;0;0|0;0;0|,100|100|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,100|100|
24,100|100|,4;54;42|4;54;42|,38.68|38.68|,4;54;42|4;54;42|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,0;0;0|0;0;0|,100|100|,4;54;42|4;54;42|,4;54;42|4;54;42|,100|100|,100|100|
25,100|100|,4;54;42|4;54;42|,38.28|38.28|,4;54;42|4;54;42|,2;52;46|2;52;46|,2;52;46|2;52;46|,100|100|,0;0;0|0;0;0|,100|100|,2;52;46|2;52;46|,2;52;46|2;52;46|,100|100|,100|100|
26,100|100|,2;52;46|2;52;46|,37.94|37.94|,2;52;46|2;52;46|,2;48;50|2;48;50|,2;48;50|2;48;50|,100|100|,0;0;0|0;0;0|,100|100|,2;48;50|2;48;50|,2;48;50|2;48;50|,100|100|,100|100|
27,100|100|,2;48;50|2;48;50|,37.45|37.45|,2;48;50|2;48;50|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,0;0;0|0;0;0|,100|100|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,100|100|
28,100|100|,2;45;53|2;45;53|,36.63|36.63|,2;45;53|2;45;53|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,0;0;0|0;0;0|,100|100|,1;43;56|1;43;56|,1;43;56|1;43;56|,100|100|,100|100|
29,100|100|,1;43;56|1;43;56|,35.63|35.63|,1;43;56|1;43;56|,1;42;57|1;42;57|,1;42;57|1;42;57|,100|100|,0;0;0|0;0;0|,100|100|,1;42;57|1;42;57|,1;42;57|1;42;57|,100|100|,100|100|
30,100|100|,1;42;57|1;42;57|,34.59|34.59|,1;42;57|1;42;57|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,0;0;0|0;0;0|,100|100|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,100|100|
31,100|100|,1;40;59|1;40;59|,33.6|33.6|,1;40;59|1;40;59|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,0;0;0|0;0;0|,100|100|,1;37;62|1;37;62|,1;37;62|1;37;62|,100|100|,100|100|
32,100|100|,1;37;62|1;37;62|,32.56|32.56|,1;37;62|1;37;62|,1;34;65|1;34;65|,1;34;65|1;34;65|,100|100|,0;0;0|0;0;0|,100|100|,1;34;65|1;34;65|,1;34;65|1;34;65|,100|100|,100|100|
33,100|100|,1;34;65|1;34;65|,31.38|31.38|,1;34;65|1;34;65|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,0;0;0|0;0;0|,100|100|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,100|100|
34,100|100|,1;33;66|1;33;66|,30.07|30.07|,1;33;66|1;33;66|,1;31;68|1;31;68|,1;31;68|1;31;68|,100|100|,0;0;0|0;0;0|,100|100|,1;31;68|1;31;68|,1;31;68|1;31;68|,100|100|,100|100|
35,100|100|,1;31;68|1;31;68|,28.86|28.86|,1;31;68|1;31;68|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,0;0;0|0;0;0|,100|100|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,100|100|
36,100|100|,1;30;69|1;30;69|,27.63|27.63|,1;30;69|1;30;69|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,0;0;0|0;0;0|,100|100|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,100|100|
37,100|100|,1;30;69|1;30;69|,26.49|26.49|,1;30;69|1;30;69|,1;28;71|1;28;71|,1;28;71|1;28;71|,100|100|,0;0;0|0;0;0|,100|100|,1;28;71|1;28;71|,1;28;71|1;28;71|,100|100|,100|100|
38,100|100|,1;28;71|1;28;71|,25.51|25.51|,1;28;71|1;28;71|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,0;0;0|0;0;0|,100|100|,0;26;74|0;26;74|,0;26;74|0;26;74|,100|100|,100|100|
39,100|100|,0;26;74|0;26;74|,24.49|24.49|,0;26;74|0;26;74|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
40,100|100|,0;25;75|0;25;75|,23.41|23.41|,0;25;75|0;25;75|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
41,100|100|,0;23;77|0;23;77|,22.4|22.4|,0;23;77|0;23;77|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
42,100|100|,0;23;77|0;23;77|,21.34|21.34|,0;23;77|0;23;77|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
43,100|100|,0;23;77|0;23;77|,20.44|20.44|,0;23;77|0;23;77|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
44,100|100|,0;21;79|0;21;79|,19.67|19.67|,0;21;79|0;21;79|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
45,100|100|,0;21;79|0;21;79|,18.82|18.82|,0;21;79|0;21;79|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
46,100|100|,0;21;79|0;21;79|,18.1|18.1|,0;21;79|0;21;79|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
47,100|100|,0;21;79|0;21;79|,17.48|17.48|,0;21;79|0;21;79|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,0;0;0|0;0;0|,100|100|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,100|100|
48,100|100|,0;20;80|0;20;80|,16.96|16.96|,0;20;80|0;20;80|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,0;0;0|0;0;0|,100|100|,0;20;80|0;20;80|,0;20;80|0;20;80|,100|100|,100|100|
49,100|100|,0;20;80|0;20;80|,16.42|16.42|,0;20;80|0;20;80|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
50,100|100|,0;19;81|0;19;81|,15.95|15.95|,0;19;81|0;19;81|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
51,100|100|,0;18;82|0;18;82|,15.46|15.46|,0;18;82|0;18;82|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,0;0;0|0;0;0|,100|100|,0;18;82|0;18;82|,0;18;82|0;18;82|,100|100|,100|100|
52,100|100|,0;18;82|0;18;82|,14.94|14.94|,0;18;82|0;18;82|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
53,100|100|,0;17;83|0;17;83|,14.5|14.5|,0;17;83|0;17;83|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
54,100|100|,0;17;83|0;17;83|,14.03|14.03|,0;17;83|0;17;83|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
55,100|100|,0;17;83|0;17;83|,13.62|13.62|,0;17;83|0;17;83|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
56,100|100|,0;16;84|0;16;84|,13.28|13.28|,0;16;84|0;16;84|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
57,100|100|,0;16;84|0;16;84|,12.89|12.89|,0;16;84|0;16;84|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
58,100|100|,0;16;84|0;16;84|,12.55|12.55|,0;16;84|0;16;84|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
59,100|100|,0;15;85|0;15;85|,12.27|12.27|,0;15;85|0;15;85|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
60,100|100|,0;14;86|0;14;86|,11.93|11.93|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
61,100|100|,0;14;86|0;14;86|,11.54|11.54|,0;14;86|0;14;86|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,0;0;0|0;0;0|,100|100|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,100|100|
62,100|100|,0;13;87|0;13;87|,11.21|11.21|,0;13;87|0;13;87|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,0;0;0|0;0;0|,100|100|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,100|100|
63,100|100|,0;13;87|0;13;87|,10.83|10.83|,0;13;87|0;13;87|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,0;0;0|0;0;0|,100|100|,0;13;87|0;13;87|,0;13;87|0;13;87|,100|100|,100|100|
64,100|100|,0;13;87|0;13;87|,10.5|10.5|,0;13;87|0;13;87|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,0;0;0|0;0;0|,100|100|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,100|100|
65,100|100|,0;12;88|0;12;88|,10.23|10.23|,0;12;88|0;12;88|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,0;0;0|0;0;0|,100|100|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,100|100|
