Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;0;13;0|87;0;13;0|,87;0;13;0|87;0;13;0|,81;6;12;1|81;6;12;1|,81;6;12;1|81;6;12;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;6;12;1|81;6;12;1|,81;6;12;1|81;6;12;1|,100|100|,100|100|
1,100|100|,81;6;12;1|81;6;12;1|,81;6;12;1|81;6;12;1|,75;9;9;7|75;9;9;7|,75;9;9;7|75;9;9;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;9;9;7|75;9;9;7|,75;9;9;7|75;9;9;7|,100|100|,100|100|
2,100|100|,75;9;9;7|75;9;9;7|,75;9;9;7|75;9;9;7|,73;6;10;11|73;6;10;11|,73;6;10;11|73;6;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;6;10;11|73;6;10;11|,73;6;10;11|73;6;10;11|,100|100|,100|100|
3,100|100|,73;6;10;11|73;6;10;11|,73;6;10;11|73;6;10;11|,66;8;14;12|66;8;14;12|,66;8;14;12|66;8;14;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;8;14;12|66;8;14;12|,66;8;14;12|66;8;14;12|,100|100|,100|100|
4,100|100|,66;8;14;12|66;8;14;12|,66;8;14;12|66;8;14;12|,62;9;12;17|62;9;12;17|,62;9;12;17|62;9;12;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;9;12;17|62;9;12;17|,62;9;12;17|62;9;12;17|,100|100|,100|100|
5,100|100|,62;9;12;17|62;9;12;17|,62;9;12;17|62;9;12;17|,59;9;13;19|59;9;13;19|,59;9;13;19|59;9;13;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;9;13;19|59;9;13;19|,59;9;13;19|59;9;13;19|,100|100|,100|100|
6,100|100|,59;9;13;19|59;9;13;19|,59;9;13;19|59;9;13;19|,55;10;13;22|55;10;13;22|,55;10;13;22|55;10;13;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;10;13;22|55;10;13;22|,55;10;13;22|55;10;13;22|,100|100|,100|100|
7,100|100|,55;10;13;22|55;10;13;22|,55;10;13;22|55;10;13;22|,51;10;15;24|51;10;15;24|,51;10;15;24|51;10;15;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;10;15;24|51;10;15;24|,51;10;15;24|51;10;15;24|,100|100|,100|100|
8,100|100|,51;10;15;24|51;10;15;24|,51;10;15;24|51;10;15;24|,48;6;20;26|48;6;20;26|,48;6;20;26|48;6;20;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;6;20;26|48;6;20;26|,48;6;20;26|48;6;20;26|,100|100|,100|100|
9,100|100|,48;6;20;26|48;6;20;26|,48;6;20;26|48;6;20;26|,42;11;19;28|42;11;19;28|,42;11;19;28|42;11;19;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;11;19;28|42;11;19;28|,42;11;19;28|42;11;19;28|,100|100|,100|100|
10,100|100|,42;11;19;28|42;11;19;28|,42;11;19;28|42;11;19;28|,41;5;20;34|41;5;20;34|,41;5;20;34|41;5;20;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;5;20;34|41;5;20;34|,41;5;20;34|41;5;20;34|,100|100|,100|100|
