Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,0.0|0.0|,87;13;0|87;13;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
1,100|100|,80;19;1|80;19;1|,0.0|0.0|,80;19;1|80;19;1|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,0;0;0|0;0;0|,100|100|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,100|100|
2,100|100|,74;20;6|74;20;6|,0.0|0.0|,74;20;6|74;20;6|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,0;0;0|0;0;0|,100|100|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,100|100|
3,100|100|,66;26;8|66;26;8|,0.0|0.0|,66;26;8|66;26;8|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,0;0;0|0;0;0|,100|100|,59;29;12|59;29;12|,59;29;12|59;29;12|,100|100|,100|100|
4,100|100|,59;29;12|59;29;12|,0.0|0.0|,59;29;12|59;29;12|,50;32;18|50;32;18|,50;32;18|50;32;18|,100|100|,0;0;0|0;0;0|,100|100|,50;32;18|50;32;18|,50;32;18|50;32;18|,100|100|,100|100|
5,100|100|,50;32;18|50;32;18|,0.0|0.0|,50;32;18|50;32;18|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,0;0;0|0;0;0|,100|100|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,100|100|
6,100|100|,40;31;29|40;31;29|,0.0|0.0|,40;31;29|40;31;29|,32;34;34|32;34;34|,32;34;34|32;34;34|,100|100|,0;0;0|0;0;0|,100|100|,32;34;34|32;34;34|,32;34;34|32;34;34|,100|100|,100|100|
7,100|100|,32;34;34|32;34;34|,0.0|0.0|,32;34;34|32;34;34|,30;28;42|30;28;42|,30;28;42|30;28;42|,100|100|,0;0;0|0;0;0|,100|100|,30;28;42|30;28;42|,30;28;42|30;28;42|,100|100|,100|100|
8,100|100|,30;28;42|30;28;42|,0.0|0.0|,30;28;42|30;28;42|,24;24;52|24;24;52|,24;24;52|24;24;52|,100|100|,0;0;0|0;0;0|,100|100|,24;24;52|24;24;52|,24;24;52|24;24;52|,100|100|,100|100|
9,100|100|,24;24;52|24;24;52|,0.0|0.0|,24;24;52|24;24;52|,21;22;57|21;22;57|,21;22;57|21;22;57|,100|100|,0;0;0|0;0;0|,100|100|,21;22;57|21;22;57|,21;22;57|21;22;57|,100|100|,100|100|
10,100|100|,21;22;57|21;22;57|,0.0|0.0|,21;22;57|21;22;57|,16;21;63|16;21;63|,16;21;63|16;21;63|,100|100|,0;0;0|0;0;0|,100|100|,16;21;63|16;21;63|,16;21;63|16;21;63|,100|100|,100|100|
