Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88;12;0|88;12;0|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
1,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83;14;3|83;14;3|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
2,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78;18;4|78;18;4|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
3,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72;22;6|72;22;6|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
4,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61;27;12|61;27;12|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
5,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50;32;18|50;32;18|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
6,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46;30;24|46;30;24|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
7,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41;28;31|41;28;31|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
8,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36;29;35|36;29;35|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
9,100.0|100.0|,1.0,100|100|,31.0|,0.0|,54|54|,46|46|,0|0|,0|0|,0|0|,0|0|,0|0|,0|0|,0,100,0,0|0|,0|0|,0|0|,0|0|,0|,0|0|,0|0|,100.0|100.0|,100|100|,0|0|,0|0|,0|0|,100|100|,0|0|,100|100|,0|,0|0|,0|0|,100.0|100.0|,0|0|,0|0|,0|0|,0|,100|100|,0|0|,100|100|,4|4|,0.49417500000000003|0.49417500000000003|,0.465|0.465|,0.54,0.46,0.435,0.565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31;26;43|31;26;43|,100|,0|,0|,0|,0|,0|,0,0,0,0,0,0
