Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,100|100|,100|100|
1,100|100|,85;6;7;2|85;6;7;2|,85;6;7;2|85;6;7;2|,81;7;9;3|81;7;9;3|,81;7;9;3|81;7;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;7;9;3|81;7;9;3|,81;7;9;3|81;7;9;3|,100|100|,100|100|
2,100|100|,81;7;9;3|81;7;9;3|,81;7;9;3|81;7;9;3|,81;7;7;5|81;7;7;5|,81;7;7;5|81;7;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;7;7;5|81;7;7;5|,81;7;7;5|81;7;7;5|,100|100|,100|100|
3,100|100|,81;7;7;5|81;7;7;5|,81;7;7;5|81;7;7;5|,75;11;8;6|75;11;8;6|,75;11;8;6|75;11;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;11;8;6|75;11;8;6|,75;11;8;6|75;11;8;6|,100|100|,100|100|
4,100|100|,75;11;8;6|75;11;8;6|,75;11;8;6|75;11;8;6|,71;12;9;8|71;12;9;8|,71;12;9;8|71;12;9;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;12;9;8|71;12;9;8|,71;12;9;8|71;12;9;8|,100|100|,100|100|
5,100|100|,71;12;9;8|71;12;9;8|,71;12;9;8|71;12;9;8|,62;17;10;11|62;17;10;11|,62;17;10;11|62;17;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;17;10;11|62;17;10;11|,62;17;10;11|62;17;10;11|,100|100|,100|100|
6,100|100|,62;17;10;11|62;17;10;11|,62;17;10;11|62;17;10;11|,59;12;18;11|59;12;18;11|,59;12;18;11|59;12;18;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;12;18;11|59;12;18;11|,59;12;18;11|59;12;18;11|,100|100|,100|100|
7,100|100|,59;12;18;11|59;12;18;11|,59;12;18;11|59;12;18;11|,54;14;19;13|54;14;19;13|,54;14;19;13|54;14;19;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;14;19;13|54;14;19;13|,54;14;19;13|54;14;19;13|,100|100|,100|100|
8,100|100|,54;14;19;13|54;14;19;13|,54;14;19;13|54;14;19;13|,50;12;21;17|50;12;21;17|,50;12;21;17|50;12;21;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;12;21;17|50;12;21;17|,50;12;21;17|50;12;21;17|,100|100|,100|100|
9,100|100|,50;12;21;17|50;12;21;17|,50;12;21;17|50;12;21;17|,45;11;24;20|45;11;24;20|,45;11;24;20|45;11;24;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;11;24;20|45;11;24;20|,45;11;24;20|45;11;24;20|,100|100|,100|100|
10,100|100|,45;11;24;20|45;11;24;20|,45;11;24;20|45;11;24;20|,36;16;23;25|36;16;23;25|,36;16;23;25|36;16;23;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;16;23;25|36;16;23;25|,36;16;23;25|36;16;23;25|,100|100|,100|100|
11,100|100|,36;16;23;25|36;16;23;25|,36;16;23;25|36;16;23;25|,31;12;28;29|31;12;28;29|,31;12;28;29|31;12;28;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;12;28;29|31;12;28;29|,31;12;28;29|31;12;28;29|,100|100|,100|100|
12,100|100|,31;12;28;29|31;12;28;29|,31;12;28;29|31;12;28;29|,25;14;28;33|25;14;28;33|,25;14;28;33|25;14;28;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;14;28;33|25;14;28;33|,25;14;28;33|25;14;28;33|,100|100|,100|100|
13,100|100|,25;14;28;33|25;14;28;33|,25;14;28;33|25;14;28;33|,20;11;31;38|20;11;31;38|,20;11;31;38|20;11;31;38|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;11;31;38|20;11;31;38|,20;11;31;38|20;11;31;38|,100|100|,100|100|
14,100|100|,20;11;31;38|20;11;31;38|,20;11;31;38|20;11;31;38|,15;9;32;44|15;9;32;44|,15;9;32;44|15;9;32;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;9;32;44|15;9;32;44|,15;9;32;44|15;9;32;44|,100|100|,100|100|
15,100|100|,15;9;32;44|15;9;32;44|,15;9;32;44|15;9;32;44|,13;7;30;50|13;7;30;50|,13;7;30;50|13;7;30;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;7;30;50|13;7;30;50|,13;7;30;50|13;7;30;50|,100|100|,100|100|
16,100|100|,13;7;30;50|13;7;30;50|,13;7;30;50|13;7;30;50|,11;5;31;53|11;5;31;53|,11;5;31;53|11;5;31;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;5;31;53|11;5;31;53|,11;5;31;53|11;5;31;53|,100|100|,100|100|
17,100|100|,11;5;31;53|11;5;31;53|,11;5;31;53|11;5;31;53|,10;4;24;62|10;4;24;62|,10;4;24;62|10;4;24;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;4;24;62|10;4;24;62|,10;4;24;62|10;4;24;62|,100|100|,100|100|
