Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,0.0|0.0|,91;0;9;0|91;0;9;0|,90;1;7;2|90;1;7;2|,90;1;7;2|90;1;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,90;1;7;2|90;1;7;2|,90;1;7;2|90;1;7;2|,100|100|,100|100|
1,100|100|,90;1;7;2|90;1;7;2|,0.0|0.0|,90;1;7;2|90;1;7;2|,87;3;7;3|87;3;7;3|,87;3;7;3|87;3;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;3;7;3|87;3;7;3|,87;3;7;3|87;3;7;3|,100|100|,100|100|
2,100|100|,87;3;7;3|87;3;7;3|,0.0|0.0|,87;3;7;3|87;3;7;3|,84;5;7;4|84;5;7;4|,84;5;7;4|84;5;7;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;5;7;4|84;5;7;4|,84;5;7;4|84;5;7;4|,100|100|,100|100|
3,100|100|,84;5;7;4|84;5;7;4|,0.0|0.0|,84;5;7;4|84;5;7;4|,80;5;9;6|80;5;9;6|,80;5;9;6|80;5;9;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;5;9;6|80;5;9;6|,80;5;9;6|80;5;9;6|,100|100|,100|100|
4,100|100|,80;5;9;6|80;5;9;6|,0.0|0.0|,80;5;9;6|80;5;9;6|,76;8;8;8|76;8;8;8|,76;8;8;8|76;8;8;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;8;8;8|76;8;8;8|,76;8;8;8|76;8;8;8|,100|100|,100|100|
5,100|100|,76;8;8;8|76;8;8;8|,0.0|0.0|,76;8;8;8|76;8;8;8|,75;6;10;9|75;6;10;9|,75;6;10;9|75;6;10;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;6;10;9|75;6;10;9|,75;6;10;9|75;6;10;9|,100|100|,100|100|
6,100|100|,75;6;10;9|75;6;10;9|,0.0|0.0|,75;6;10;9|75;6;10;9|,74;4;12;10|74;4;12;10|,74;4;12;10|74;4;12;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;4;12;10|74;4;12;10|,74;4;12;10|74;4;12;10|,100|100|,100|100|
7,100|100|,74;4;12;10|74;4;12;10|,0.0|0.0|,74;4;12;10|74;4;12;10|,69;8;9;14|69;8;9;14|,69;8;9;14|69;8;9;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;8;9;14|69;8;9;14|,69;8;9;14|69;8;9;14|,100|100|,100|100|
8,100|100|,69;8;9;14|69;8;9;14|,0.0|0.0|,69;8;9;14|69;8;9;14|,67;6;10;17|67;6;10;17|,67;6;10;17|67;6;10;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;6;10;17|67;6;10;17|,67;6;10;17|67;6;10;17|,100|100|,100|100|
9,100|100|,67;6;10;17|67;6;10;17|,0.0|0.0|,67;6;10;17|67;6;10;17|,63;6;12;19|63;6;12;19|,63;6;12;19|63;6;12;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;6;12;19|63;6;12;19|,63;6;12;19|63;6;12;19|,100|100|,100|100|
