Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,0.0|0.0|,92;8;0|92;8;0|,89;10;1|89;10;1|,89;10;1|89;10;1|,100|100|,0;0;0|0;0;0|,100|100|,89;10;1|89;10;1|,89;10;1|89;10;1|,100|100|,100|100|
1,100|100|,89;10;1|89;10;1|,0.0|0.0|,89;10;1|89;10;1|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,0;0;0|0;0;0|,100|100|,82;15;3|82;15;3|,82;15;3|82;15;3|,100|100|,100|100|
2,100|100|,82;15;3|82;15;3|,0.0|0.0|,82;15;3|82;15;3|,73;20;7|73;20;7|,73;20;7|73;20;7|,100|100|,0;0;0|0;0;0|,100|100|,73;20;7|73;20;7|,73;20;7|73;20;7|,100|100|,100|100|
3,100|100|,73;20;7|73;20;7|,0.0|0.0|,73;20;7|73;20;7|,63;24;13|63;24;13|,63;24;13|63;24;13|,100|100|,0;0;0|0;0;0|,100|100|,63;24;13|63;24;13|,63;24;13|63;24;13|,100|100|,100|100|
4,100|100|,63;24;13|63;24;13|,0.0|0.0|,63;24;13|63;24;13|,55;31;14|55;31;14|,55;31;14|55;31;14|,100|100|,0;0;0|0;0;0|,100|100|,55;31;14|55;31;14|,55;31;14|55;31;14|,100|100|,100|100|
5,100|100|,55;31;14|55;31;14|,0.0|0.0|,55;31;14|55;31;14|,45;35;20|45;35;20|,45;35;20|45;35;20|,100|100|,0;0;0|0;0;0|,100|100|,45;35;20|45;35;20|,45;35;20|45;35;20|,100|100|,100|100|
6,100|100|,45;35;20|45;35;20|,0.0|0.0|,45;35;20|45;35;20|,36;37;27|36;37;27|,36;37;27|36;37;27|,100|100|,0;0;0|0;0;0|,100|100|,36;37;27|36;37;27|,36;37;27|36;37;27|,100|100|,100|100|
7,100|100|,36;37;27|36;37;27|,0.0|0.0|,36;37;27|36;37;27|,32;34;34|32;34;34|,32;34;34|32;34;34|,100|100|,0;0;0|0;0;0|,100|100|,32;34;34|32;34;34|,32;34;34|32;34;34|,100|100|,100|100|
8,100|100|,32;34;34|32;34;34|,0.0|0.0|,32;34;34|32;34;34|,26;32;42|26;32;42|,26;32;42|26;32;42|,100|100|,0;0;0|0;0;0|,100|100|,26;32;42|26;32;42|,26;32;42|26;32;42|,100|100|,100|100|
9,100|100|,26;32;42|26;32;42|,0.0|0.0|,26;32;42|26;32;42|,23;30;47|23;30;47|,23;30;47|23;30;47|,100|100|,0;0;0|0;0;0|,100|100|,23;30;47|23;30;47|,23;30;47|23;30;47|,100|100|,100|100|
10,100|100|,23;30;47|23;30;47|,0.0|0.0|,23;30;47|23;30;47|,20;29;51|20;29;51|,20;29;51|20;29;51|,100|100|,0;0;0|0;0;0|,100|100|,20;29;51|20;29;51|,20;29;51|20;29;51|,100|100|,100|100|
11,100|100|,20;29;51|20;29;51|,0.0|0.0|,20;29;51|20;29;51|,19;23;58|19;23;58|,19;23;58|19;23;58|,100|100|,0;0;0|0;0;0|,100|100|,19;23;58|19;23;58|,19;23;58|19;23;58|,100|100|,100|100|
12,100|100|,19;23;58|19;23;58|,0.0|0.0|,19;23;58|19;23;58|,15;24;61|15;24;61|,15;24;61|15;24;61|,100|100|,0;0;0|0;0;0|,100|100|,15;24;61|15;24;61|,15;24;61|15;24;61|,100|100|,100|100|
13,100|100|,15;24;61|15;24;61|,0.0|0.0|,15;24;61|15;24;61|,13;26;61|13;26;61|,13;26;61|13;26;61|,100|100|,0;0;0|0;0;0|,100|100|,13;26;61|13;26;61|,13;26;61|13;26;61|,100|100|,100|100|
