Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,91;9;0|91;9;0|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,0;0;0|0;0;0|,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,100|100|
1,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
2,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,0;0;0|0;0;0|,100|100|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,100|100|
3,100|100|,81;12;7|81;12;7|,81;12;7|81;12;7|,75;13;12|75;13;12|,75;13;12|75;13;12|,100|100|,0;0;0|0;0;0|,100|100|,75;13;12|75;13;12|,75;13;12|75;13;12|,100|100|,100|100|
4,100|100|,75;13;12|75;13;12|,75;13;12|75;13;12|,69;15;16|69;15;16|,69;15;16|69;15;16|,100|100|,0;0;0|0;0;0|,100|100|,69;15;16|69;15;16|,69;15;16|69;15;16|,100|100|,100|100|
5,100|100|,69;15;16|69;15;16|,69;15;16|69;15;16|,66;15;19|66;15;19|,66;15;19|66;15;19|,100|100|,0;0;0|0;0;0|,100|100|,66;15;19|66;15;19|,66;15;19|66;15;19|,100|100|,100|100|
6,100|100|,66;15;19|66;15;19|,66;15;19|66;15;19|,62;14;24|62;14;24|,62;14;24|62;14;24|,100|100|,0;0;0|0;0;0|,100|100|,62;14;24|62;14;24|,62;14;24|62;14;24|,100|100|,100|100|
7,100|100|,62;14;24|62;14;24|,62;14;24|62;14;24|,58;14;28|58;14;28|,58;14;28|58;14;28|,100|100|,0;0;0|0;0;0|,100|100|,58;14;28|58;14;28|,58;14;28|58;14;28|,100|100|,100|100|
8,100|100|,58;14;28|58;14;28|,58;14;28|58;14;28|,54;15;31|54;15;31|,54;15;31|54;15;31|,100|100|,0;0;0|0;0;0|,100|100|,54;15;31|54;15;31|,54;15;31|54;15;31|,100|100|,100|100|
9,100|100|,54;15;31|54;15;31|,54;15;31|54;15;31|,50;18;32|50;18;32|,50;18;32|50;18;32|,100|100|,0;0;0|0;0;0|,100|100|,50;18;32|50;18;32|,50;18;32|50;18;32|,100|100|,100|100|
10,100|100|,50;18;32|50;18;32|,50;18;32|50;18;32|,44;18;38|44;18;38|,44;18;38|44;18;38|,100|100|,0;0;0|0;0;0|,100|100|,44;18;38|44;18;38|,44;18;38|44;18;38|,100|100|,100|100|
11,100|100|,44;18;38|44;18;38|,44;18;38|44;18;38|,41;16;43|41;16;43|,41;16;43|41;16;43|,100|100|,0;0;0|0;0;0|,100|100|,41;16;43|41;16;43|,41;16;43|41;16;43|,100|100|,100|100|
12,100|100|,41;16;43|41;16;43|,41;16;43|41;16;43|,39;16;45|39;16;45|,39;16;45|39;16;45|,100|100|,0;0;0|0;0;0|,100|100|,39;16;45|39;16;45|,39;16;45|39;16;45|,100|100|,100|100|
13,100|100|,39;16;45|39;16;45|,39;16;45|39;16;45|,37;14;49|37;14;49|,37;14;49|37;14;49|,100|100|,0;0;0|0;0;0|,100|100|,37;14;49|37;14;49|,37;14;49|37;14;49|,100|100|,100|100|
14,100|100|,37;14;49|37;14;49|,37;14;49|37;14;49|,33;16;51|33;16;51|,33;16;51|33;16;51|,100|100|,0;0;0|0;0;0|,100|100|,33;16;51|33;16;51|,33;16;51|33;16;51|,100|100|,100|100|
15,100|100|,33;16;51|33;16;51|,33;16;51|33;16;51|,32;12;56|32;12;56|,32;12;56|32;12;56|,100|100|,0;0;0|0;0;0|,100|100|,32;12;56|32;12;56|,32;12;56|32;12;56|,100|100|,100|100|
16,100|100|,32;12;56|32;12;56|,32;12;56|32;12;56|,28;14;58|28;14;58|,28;14;58|28;14;58|,100|100|,0;0;0|0;0;0|,100|100|,28;14;58|28;14;58|,28;14;58|28;14;58|,100|100|,100|100|
17,100|100|,28;14;58|28;14;58|,28;14;58|28;14;58|,26;13;61|26;13;61|,26;13;61|26;13;61|,100|100|,0;0;0|0;0;0|,100|100|,26;13;61|26;13;61|,26;13;61|26;13;61|,100|100|,100|100|
18,100|100|,26;13;61|26;13;61|,26;13;61|26;13;61|,25;10;65|25;10;65|,25;10;65|25;10;65|,100|100|,0;0;0|0;0;0|,100|100|,25;10;65|25;10;65|,25;10;65|25;10;65|,100|100|,100|100|
19,100|100|,25;10;65|25;10;65|,25;10;65|25;10;65|,25;8;67|25;8;67|,25;8;67|25;8;67|,100|100|,0;0;0|0;0;0|,100|100|,25;8;67|25;8;67|,25;8;67|25;8;67|,100|100|,100|100|
20,100|100|,25;8;67|25;8;67|,25;8;67|25;8;67|,23;10;67|23;10;67|,23;10;67|23;10;67|,100|100|,0;0;0|0;0;0|,100|100|,23;10;67|23;10;67|,23;10;67|23;10;67|,100|100|,100|100|
21,100|100|,23;10;67|23;10;67|,23;10;67|23;10;67|,22;11;67|22;11;67|,22;11;67|22;11;67|,100|100|,0;0;0|0;0;0|,100|100|,22;11;67|22;11;67|,22;11;67|22;11;67|,100|100|,100|100|
22,100|100|,22;11;67|22;11;67|,22;11;67|22;11;67|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,0;0;0|0;0;0|,100|100|,21;10;69|21;10;69|,21;10;69|21;10;69|,100|100|,100|100|
23,100|100|,21;10;69|21;10;69|,21;10;69|21;10;69|,19;11;70|19;11;70|,19;11;70|19;11;70|,100|100|,0;0;0|0;0;0|,100|100|,19;11;70|19;11;70|,19;11;70|19;11;70|,100|100|,100|100|
24,100|100|,19;11;70|19;11;70|,19;11;70|19;11;70|,19;8;73|19;8;73|,19;8;73|19;8;73|,100|100|,0;0;0|0;0;0|,100|100|,19;8;73|19;8;73|,19;8;73|19;8;73|,100|100|,100|100|
25,100|100|,19;8;73|19;8;73|,19;8;73|19;8;73|,19;6;75|19;6;75|,19;6;75|19;6;75|,100|100|,0;0;0|0;0;0|,100|100|,19;6;75|19;6;75|,19;6;75|19;6;75|,100|100|,100|100|
26,100|100|,19;6;75|19;6;75|,19;6;75|19;6;75|,19;6;75|19;6;75|,19;6;75|19;6;75|,100|100|,0;0;0|0;0;0|,100|100|,19;6;75|19;6;75|,19;6;75|19;6;75|,100|100|,100|100|
27,100|100|,19;6;75|19;6;75|,19;6;75|19;6;75|,19;4;77|19;4;77|,19;4;77|19;4;77|,100|100|,0;0;0|0;0;0|,100|100|,19;4;77|19;4;77|,19;4;77|19;4;77|,100|100|,100|100|
28,100|100|,19;4;77|19;4;77|,19;4;77|19;4;77|,18;5;77|18;5;77|,18;5;77|18;5;77|,100|100|,0;0;0|0;0;0|,100|100|,18;5;77|18;5;77|,18;5;77|18;5;77|,100|100|,100|100|
29,100|100|,18;5;77|18;5;77|,18;5;77|18;5;77|,17;3;80|17;3;80|,17;3;80|17;3;80|,100|100|,0;0;0|0;0;0|,100|100|,17;3;80|17;3;80|,17;3;80|17;3;80|,100|100|,100|100|
30,100|100|,17;3;80|17;3;80|,17;3;80|17;3;80|,16;3;81|16;3;81|,16;3;81|16;3;81|,100|100|,0;0;0|0;0;0|,100|100|,16;3;81|16;3;81|,16;3;81|16;3;81|,100|100|,100|100|
