Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,92;8;0|92;8;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
1,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,79;17;4|79;17;4|,79;17;4|79;17;4|,100|100|,0;0;0|0;0;0|,100|100|,79;17;4|79;17;4|,79;17;4|79;17;4|,100|100|,100|100|
2,100|100|,79;17;4|79;17;4|,79;17;4|79;17;4|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,0;0;0|0;0;0|,100|100|,72;22;6|72;22;6|,72;22;6|72;22;6|,100|100|,100|100|
3,100|100|,72;22;6|72;22;6|,72;22;6|72;22;6|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,0;0;0|0;0;0|,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,100|100|
4,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,57;28;15|57;28;15|,57;28;15|57;28;15|,100|100|,0;0;0|0;0;0|,100|100|,57;28;15|57;28;15|,57;28;15|57;28;15|,100|100|,100|100|
5,100|100|,57;28;15|57;28;15|,57;28;15|57;28;15|,50;29;21|50;29;21|,50;29;21|50;29;21|,100|100|,0;0;0|0;0;0|,100|100|,50;29;21|50;29;21|,50;29;21|50;29;21|,100|100|,100|100|
6,100|100|,50;29;21|50;29;21|,50;29;21|50;29;21|,43;26;31|43;26;31|,43;26;31|43;26;31|,100|100|,0;0;0|0;0;0|,100|100|,43;26;31|43;26;31|,43;26;31|43;26;31|,100|100|,100|100|
7,100|100|,43;26;31|43;26;31|,43;26;31|43;26;31|,39;20;41|39;20;41|,39;20;41|39;20;41|,100|100|,0;0;0|0;0;0|,100|100|,39;20;41|39;20;41|,39;20;41|39;20;41|,100|100|,100|100|
8,100|100|,39;20;41|39;20;41|,39;20;41|39;20;41|,35;18;47|35;18;47|,35;18;47|35;18;47|,100|100|,0;0;0|0;0;0|,100|100|,35;18;47|35;18;47|,35;18;47|35;18;47|,100|100|,100|100|
9,100|100|,35;18;47|35;18;47|,35;18;47|35;18;47|,34;18;48|34;18;48|,34;18;48|34;18;48|,100|100|,0;0;0|0;0;0|,100|100|,34;18;48|34;18;48|,34;18;48|34;18;48|,100|100|,100|100|
10,100|100|,34;18;48|34;18;48|,34;18;48|34;18;48|,31;19;50|31;19;50|,31;19;50|31;19;50|,100|100|,0;0;0|0;0;0|,100|100|,31;19;50|31;19;50|,31;19;50|31;19;50|,100|100|,100|100|
11,100|100|,31;19;50|31;19;50|,31;19;50|31;19;50|,28;18;54|28;18;54|,28;18;54|28;18;54|,100|100|,0;0;0|0;0;0|,100|100|,28;18;54|28;18;54|,28;18;54|28;18;54|,100|100|,100|100|
12,100|100|,28;18;54|28;18;54|,28;18;54|28;18;54|,24;15;61|24;15;61|,24;15;61|24;15;61|,100|100|,0;0;0|0;0;0|,100|100|,24;15;61|24;15;61|,24;15;61|24;15;61|,100|100|,100|100|
