Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,91;9;0|91;9;0|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,0;0;0|0;0;0|,100|100|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,100|100|
1,100|100|,86;12;2|86;12;2|,86;12;2|86;12;2|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,0;0;0|0;0;0|,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,100|100|,100|100|
2,100|100|,80;17;3|80;17;3|,80;17;3|80;17;3|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,0;0;0|0;0;0|,100|100|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,100|100|
3,100|100|,77;17;6|77;17;6|,77;17;6|77;17;6|,72;21;7|72;21;7|,72;21;7|72;21;7|,100|100|,0;0;0|0;0;0|,100|100|,72;21;7|72;21;7|,72;21;7|72;21;7|,100|100|,100|100|
4,100|100|,72;21;7|72;21;7|,72;21;7|72;21;7|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,0;0;0|0;0;0|,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,100|100|,100|100|
5,100|100|,63;27;10|63;27;10|,63;27;10|63;27;10|,51;36;13|51;36;13|,51;36;13|51;36;13|,100|100|,0;0;0|0;0;0|,100|100|,51;36;13|51;36;13|,51;36;13|51;36;13|,100|100|,100|100|
6,100|100|,51;36;13|51;36;13|,51;36;13|51;36;13|,48;32;20|48;32;20|,48;32;20|48;32;20|,100|100|,0;0;0|0;0;0|,100|100|,48;32;20|48;32;20|,48;32;20|48;32;20|,100|100|,100|100|
7,100|100|,48;32;20|48;32;20|,48;32;20|48;32;20|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,0;0;0|0;0;0|,100|100|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,100|100|
8,100|100|,43;32;25|43;32;25|,43;32;25|43;32;25|,38;35;27|38;35;27|,38;35;27|38;35;27|,100|100|,0;0;0|0;0;0|,100|100|,38;35;27|38;35;27|,38;35;27|38;35;27|,100|100|,100|100|
9,100|100|,38;35;27|38;35;27|,38;35;27|38;35;27|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,0;0;0|0;0;0|,100|100|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,100|100|
