Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
1,100|100|,82;17;1|82;17;1|,10.2|10.2|,82;17;1|82;17;1|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
2,100|100|,77;21;2|77;21;2|,10.77|10.77|,77;21;2|77;21;2|,69;28;3|69;28;3|,69;28;3|69;28;3|,100|100|,0;0;0|0;0;0|,100|100|,69;28;3|69;28;3|,69;28;3|69;28;3|,100|100|,100|100|
3,100|100|,69;28;3|69;28;3|,11.95|11.95|,69;28;3|69;28;3|,61;31;8|61;31;8|,61;31;8|61;31;8|,100|100|,0;0;0|0;0;0|,100|100|,61;31;8|61;31;8|,61;31;8|61;31;8|,100|100|,100|100|
4,100|100|,61;31;8|61;31;8|,13.26|13.26|,61;31;8|61;31;8|,54;36;10|54;36;10|,54;36;10|54;36;10|,100|100|,0;0;0|0;0;0|,100|100|,54;36;10|54;36;10|,54;36;10|54;36;10|,100|100|,100|100|
5,100|100|,54;36;10|54;36;10|,14.87|14.87|,54;36;10|54;36;10|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,0;0;0|0;0;0|,100|100|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,100|100|
6,100|100|,53;33;14|53;33;14|,15.94|15.94|,53;33;14|53;33;14|,49;34;17|49;34;17|,49;34;17|49;34;17|,100|100|,0;0;0|0;0;0|,100|100|,49;34;17|49;34;17|,49;34;17|49;34;17|,100|100|,100|100|
7,100|100|,49;34;17|49;34;17|,16.95|16.95|,49;34;17|49;34;17|,43;39;18|43;39;18|,43;39;18|43;39;18|,100|100|,0;0;0|0;0;0|,100|100|,43;39;18|43;39;18|,43;39;18|43;39;18|,100|100|,100|100|
8,100|100|,43;39;18|43;39;18|,18.31|18.31|,43;39;18|43;39;18|,34;48;18|34;48;18|,34;48;18|34;48;18|,100|100|,0;0;0|0;0;0|,100|100|,34;48;18|34;48;18|,34;48;18|34;48;18|,100|100|,100|100|
9,100|100|,34;48;18|34;48;18|,20.36|20.36|,34;48;18|34;48;18|,29;53;18|29;53;18|,29;53;18|29;53;18|,100|100|,0;0;0|0;0;0|,100|100|,29;53;18|29;53;18|,29;53;18|29;53;18|,100|100|,100|100|
10,100|100|,29;53;18|29;53;18|,22.61|22.61|,29;53;18|29;53;18|,22;59;19|22;59;19|,22;59;19|22;59;19|,100|100|,0;0;0|0;0;0|,100|100|,22;59;19|22;59;19|,22;59;19|22;59;19|,100|100|,100|100|
11,100|100|,22;59;19|22;59;19|,25.12|25.12|,22;59;19|22;59;19|,18;62;20|18;62;20|,18;62;20|18;62;20|,100|100|,0;0;0|0;0;0|,100|100|,18;62;20|18;62;20|,18;62;20|18;62;20|,100|100|,100|100|
