Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;13;0|87;13;0|,10.0|10.0|,87;13;0|87;13;0|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,0;0;0|0;0;0|,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,100|100|
1,100|100|,83;15;2|83;15;2|,9.8|9.8|,83;15;2|83;15;2|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,0;0;0|0;0;0|,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,100|100|
2,100|100|,80;14;6|80;14;6|,9.83|9.83|,80;14;6|80;14;6|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,0;0;0|0;0;0|,100|100|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,100|100|
3,100|100|,75;16;9|75;16;9|,9.76|9.76|,75;16;9|75;16;9|,65;25;10|65;25;10|,65;25;10|65;25;10|,100|100|,0;0;0|0;0;0|,100|100|,65;25;10|65;25;10|,65;25;10|65;25;10|,100|100|,100|100|
4,100|100|,65;25;10|65;25;10|,9.89|9.89|,65;25;10|65;25;10|,60;27;13|60;27;13|,60;27;13|60;27;13|,100|100|,0;0;0|0;0;0|,100|100|,60;27;13|60;27;13|,60;27;13|60;27;13|,100|100|,100|100|
5,100|100|,60;27;13|60;27;13|,10.91|10.91|,60;27;13|60;27;13|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,0;0;0|0;0;0|,100|100|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,100|100|
6,100|100|,56;30;14|56;30;14|,11.97|11.97|,56;30;14|56;30;14|,47;38;15|47;38;15|,47;38;15|47;38;15|,100|100|,0;0;0|0;0;0|,100|100|,47;38;15|47;38;15|,47;38;15|47;38;15|,100|100|,100|100|
7,100|100|,47;38;15|47;38;15|,13.18|13.18|,47;38;15|47;38;15|,42;41;17|42;41;17|,42;41;17|42;41;17|,100|100|,0;0;0|0;0;0|,100|100|,42;41;17|42;41;17|,42;41;17|42;41;17|,100|100|,100|100|
8,100|100|,42;41;17|42;41;17|,15.0|15.0|,42;41;17|42;41;17|,36;46;18|36;46;18|,36;46;18|36;46;18|,100|100|,0;0;0|0;0;0|,100|100|,36;46;18|36;46;18|,36;46;18|36;46;18|,100|100|,100|100|
9,100|100|,36;46;18|36;46;18|,16.85|16.85|,36;46;18|36;46;18|,33;48;19|33;48;19|,33;48;19|33;48;19|,100|100|,0;0;0|0;0;0|,100|100|,33;48;19|33;48;19|,33;48;19|33;48;19|,100|100|,100|100|
10,100|100|,33;48;19|33;48;19|,18.92|18.92|,33;48;19|33;48;19|,30;49;21|30;49;21|,30;49;21|30;49;21|,100|100|,0;0;0|0;0;0|,100|100|,30;49;21|30;49;21|,30;49;21|30;49;21|,100|100|,100|100|
11,100|100|,30;49;21|30;49;21|,20.88|20.88|,30;49;21|30;49;21|,26;51;23|26;51;23|,26;51;23|26;51;23|,100|100|,0;0;0|0;0;0|,100|100|,26;51;23|26;51;23|,26;51;23|26;51;23|,100|100|,100|100|
