Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,95;5;0|95;5;0|,0.0|0.0|,95;5;0|95;5;0|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,0;0;0|0;0;0|,100|100|,94;5;1|94;5;1|,94;5;1|94;5;1|,100|100|,100|100|
1,100|100|,94;5;1|94;5;1|,0.0|0.0|,94;5;1|94;5;1|,92;5;3|92;5;3|,92;5;3|92;5;3|,100|100|,0;0;0|0;0;0|,100|100|,92;5;3|92;5;3|,92;5;3|92;5;3|,100|100|,100|100|
2,100|100|,92;5;3|92;5;3|,0.0|0.0|,92;5;3|92;5;3|,90;7;3|90;7;3|,90;7;3|90;7;3|,100|100|,0;0;0|0;0;0|,100|100|,90;7;3|90;7;3|,90;7;3|90;7;3|,100|100|,100|100|
3,100|100|,90;7;3|90;7;3|,0.0|0.0|,90;7;3|90;7;3|,87;8;5|87;8;5|,87;8;5|87;8;5|,100|100|,0;0;0|0;0;0|,100|100|,87;8;5|87;8;5|,87;8;5|87;8;5|,100|100|,100|100|
4,100|100|,87;8;5|87;8;5|,0.0|0.0|,87;8;5|87;8;5|,84;11;5|84;11;5|,84;11;5|84;11;5|,100|100|,0;0;0|0;0;0|,100|100|,84;11;5|84;11;5|,84;11;5|84;11;5|,100|100|,100|100|
5,100|100|,84;11;5|84;11;5|,0.0|0.0|,84;11;5|84;11;5|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,0;0;0|0;0;0|,100|100|,80;13;7|80;13;7|,80;13;7|80;13;7|,100|100|,100|100|
6,100|100|,80;13;7|80;13;7|,0.0|0.0|,80;13;7|80;13;7|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,0;0;0|0;0;0|,100|100|,75;16;9|75;16;9|,75;16;9|75;16;9|,100|100|,100|100|
7,100|100|,75;16;9|75;16;9|,0.0|0.0|,75;16;9|75;16;9|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,0;0;0|0;0;0|,100|100|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,100|100|
8,100|100|,68;21;11|68;21;11|,0.0|0.0|,68;21;11|68;21;11|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,0;0;0|0;0;0|,100|100|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,100|100|
9,100|100|,60;26;14|60;26;14|,0.0|0.0|,60;26;14|60;26;14|,54;30;16|54;30;16|,54;30;16|54;30;16|,100|100|,0;0;0|0;0;0|,100|100|,54;30;16|54;30;16|,54;30;16|54;30;16|,100|100|,100|100|
10,100|100|,54;30;16|54;30;16|,0.0|0.0|,54;30;16|54;30;16|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,0;0;0|0;0;0|,100|100|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,100|100|
11,100|100|,47;32;21|47;32;21|,0.0|0.0|,47;32;21|47;32;21|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,0;0;0|0;0;0|,100|100|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,100|100|
12,100|100|,45;33;22|45;33;22|,0.0|0.0|,45;33;22|45;33;22|,43;34;23|43;34;23|,43;34;23|43;34;23|,100|100|,0;0;0|0;0;0|,100|100|,43;34;23|43;34;23|,43;34;23|43;34;23|,100|100|,100|100|
13,100|100|,43;34;23|43;34;23|,0.0|0.0|,43;34;23|43;34;23|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,0;0;0|0;0;0|,100|100|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,100|100|
14,100|100|,39;31;30|39;31;30|,0.0|0.0|,39;31;30|39;31;30|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
15,100|100|,39;30;31|39;30;31|,0.0|0.0|,39;30;31|39;30;31|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,0;0;0|0;0;0|,100|100|,35;33;32|35;33;32|,35;33;32|35;33;32|,100|100|,100|100|
16,100|100|,35;33;32|35;33;32|,0.0|0.0|,35;33;32|35;33;32|,34;40;26|34;40;26|,34;40;26|34;40;26|,100|100|,0;0;0|0;0;0|,100|100|,34;40;26|34;40;26|,34;40;26|34;40;26|,100|100|,100|100|
17,100|100|,34;40;26|34;40;26|,0.0|0.0|,34;40;26|34;40;26|,30;36;34|30;36;34|,30;36;34|30;36;34|,100|100|,0;0;0|0;0;0|,100|100|,30;36;34|30;36;34|,30;36;34|30;36;34|,100|100|,100|100|
18,100|100|,30;36;34|30;36;34|,0.0|0.0|,30;36;34|30;36;34|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,0;0;0|0;0;0|,100|100|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,100|100|
19,100|100|,33;35;32|33;35;32|,0.0|0.0|,33;35;32|33;35;32|,30;34;36|30;34;36|,30;34;36|30;34;36|,100|100|,0;0;0|0;0;0|,100|100|,30;34;36|30;34;36|,30;34;36|30;34;36|,100|100|,100|100|
