Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;0;7;0|93;0;7;0|,0.0|0.0|,93;0;7;0|93;0;7;0|,85;8;4;3|85;8;4;3|,85;8;4;3|85;8;4;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;8;4;3|85;8;4;3|,85;8;4;3|85;8;4;3|,100|100|,100|100|
1,100|100|,85;8;4;3|85;8;4;3|,0.0|0.0|,85;8;4;3|85;8;4;3|,82;9;5;4|82;9;5;4|,82;9;5;4|82;9;5;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;9;5;4|82;9;5;4|,82;9;5;4|82;9;5;4|,100|100|,100|100|
2,100|100|,82;9;5;4|82;9;5;4|,0.0|0.0|,82;9;5;4|82;9;5;4|,81;8;6;5|81;8;6;5|,81;8;6;5|81;8;6;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;8;6;5|81;8;6;5|,81;8;6;5|81;8;6;5|,100|100|,100|100|
3,100|100|,81;8;6;5|81;8;6;5|,0.0|0.0|,81;8;6;5|81;8;6;5|,80;5;10;5|80;5;10;5|,80;5;10;5|80;5;10;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;5;10;5|80;5;10;5|,80;5;10;5|80;5;10;5|,100|100|,100|100|
4,100|100|,80;5;10;5|80;5;10;5|,0.0|0.0|,80;5;10;5|80;5;10;5|,77;5;9;9|77;5;9;9|,77;5;9;9|77;5;9;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;9;9|77;5;9;9|,77;5;9;9|77;5;9;9|,100|100|,100|100|
5,100|100|,77;5;9;9|77;5;9;9|,0.0|0.0|,77;5;9;9|77;5;9;9|,74;5;10;11|74;5;10;11|,74;5;10;11|74;5;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;5;10;11|74;5;10;11|,74;5;10;11|74;5;10;11|,100|100|,100|100|
6,100|100|,74;5;10;11|74;5;10;11|,0.0|0.0|,74;5;10;11|74;5;10;11|,72;3;13;12|72;3;13;12|,72;3;13;12|72;3;13;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;3;13;12|72;3;13;12|,72;3;13;12|72;3;13;12|,100|100|,100|100|
7,100|100|,72;3;13;12|72;3;13;12|,0.0|0.0|,72;3;13;12|72;3;13;12|,61;13;11;15|61;13;11;15|,61;13;11;15|61;13;11;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;13;11;15|61;13;11;15|,61;13;11;15|61;13;11;15|,100|100|,100|100|
8,100|100|,61;13;11;15|61;13;11;15|,0.0|0.0|,61;13;11;15|61;13;11;15|,61;8;14;17|61;8;14;17|,61;8;14;17|61;8;14;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;8;14;17|61;8;14;17|,61;8;14;17|61;8;14;17|,100|100|,100|100|
9,100|100|,61;8;14;17|61;8;14;17|,0.0|0.0|,61;8;14;17|61;8;14;17|,56;8;18;18|56;8;18;18|,56;8;18;18|56;8;18;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;8;18;18|56;8;18;18|,56;8;18;18|56;8;18;18|,100|100|,100|100|
10,100|100|,56;8;18;18|56;8;18;18|,0.0|0.0|,56;8;18;18|56;8;18;18|,48;12;17;23|48;12;17;23|,48;12;17;23|48;12;17;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;12;17;23|48;12;17;23|,48;12;17;23|48;12;17;23|,100|100|,100|100|
11,100|100|,48;12;17;23|48;12;17;23|,0.0|0.0|,48;12;17;23|48;12;17;23|,45;6;23;26|45;6;23;26|,45;6;23;26|45;6;23;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;6;23;26|45;6;23;26|,45;6;23;26|45;6;23;26|,100|100|,100|100|
12,100|100|,45;6;23;26|45;6;23;26|,0.0|0.0|,45;6;23;26|45;6;23;26|,40;9;20;31|40;9;20;31|,40;9;20;31|40;9;20;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;9;20;31|40;9;20;31|,40;9;20;31|40;9;20;31|,100|100|,100|100|
13,100|100|,40;9;20;31|40;9;20;31|,0.0|0.0|,40;9;20;31|40;9;20;31|,39;6;19;36|39;6;19;36|,39;6;19;36|39;6;19;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;6;19;36|39;6;19;36|,39;6;19;36|39;6;19;36|,100|100|,100|100|
14,100|100|,39;6;19;36|39;6;19;36|,0.0|0.0|,39;6;19;36|39;6;19;36|,34;7;16;43|34;7;16;43|,34;7;16;43|34;7;16;43|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;7;16;43|34;7;16;43|,34;7;16;43|34;7;16;43|,100|100|,100|100|
15,100|100|,34;7;16;43|34;7;16;43|,0.0|0.0|,34;7;16;43|34;7;16;43|,31;7;17;45|31;7;17;45|,31;7;17;45|31;7;17;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;7;17;45|31;7;17;45|,31;7;17;45|31;7;17;45|,100|100|,100|100|
16,100|100|,31;7;17;45|31;7;17;45|,0.0|0.0|,31;7;17;45|31;7;17;45|,29;7;12;52|29;7;12;52|,29;7;12;52|29;7;12;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;7;12;52|29;7;12;52|,29;7;12;52|29;7;12;52|,100|100|,100|100|
17,100|100|,29;7;12;52|29;7;12;52|,0.0|0.0|,29;7;12;52|29;7;12;52|,27;6;14;53|27;6;14;53|,27;6;14;53|27;6;14;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;6;14;53|27;6;14;53|,27;6;14;53|27;6;14;53|,100|100|,100|100|
18,100|100|,27;6;14;53|27;6;14;53|,0.0|0.0|,27;6;14;53|27;6;14;53|,25;5;13;57|25;5;13;57|,25;5;13;57|25;5;13;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;5;13;57|25;5;13;57|,25;5;13;57|25;5;13;57|,100|100|,100|100|
19,100|100|,25;5;13;57|25;5;13;57|,0.0|0.0|,25;5;13;57|25;5;13;57|,23;6;10;61|23;6;10;61|,23;6;10;61|23;6;10;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;6;10;61|23;6;10;61|,23;6;10;61|23;6;10;61|,100|100|,100|100|
20,100|100|,23;6;10;61|23;6;10;61|,0.0|0.0|,23;6;10;61|23;6;10;61|,23;2;13;62|23;2;13;62|,23;2;13;62|23;2;13;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;2;13;62|23;2;13;62|,23;2;13;62|23;2;13;62|,100|100|,100|100|
21,100|100|,23;2;13;62|23;2;13;62|,0.0|0.0|,23;2;13;62|23;2;13;62|,22;3;12;63|22;3;12;63|,22;3;12;63|22;3;12;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;3;12;63|22;3;12;63|,22;3;12;63|22;3;12;63|,100|100|,100|100|
22,100|100|,22;3;12;63|22;3;12;63|,0.0|0.0|,22;3;12;63|22;3;12;63|,22;1;12;65|22;1;12;65|,22;1;12;65|22;1;12;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;1;12;65|22;1;12;65|,22;1;12;65|22;1;12;65|,100|100|,100|100|
23,100|100|,22;1;12;65|22;1;12;65|,0.0|0.0|,22;1;12;65|22;1;12;65|,19;3;10;68|19;3;10;68|,19;3;10;68|19;3;10;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;3;10;68|19;3;10;68|,19;3;10;68|19;3;10;68|,100|100|,100|100|
24,100|100|,19;3;10;68|19;3;10;68|,0.0|0.0|,19;3;10;68|19;3;10;68|,19;1;10;70|19;1;10;70|,19;1;10;70|19;1;10;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;1;10;70|19;1;10;70|,19;1;10;70|19;1;10;70|,100|100|,100|100|
