Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,0;0;0|0;0;0|,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,100|100|
1,100|100|,90;8;2|90;8;2|,0.0|0.0|,90;8;2|90;8;2|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,0;0;0|0;0;0|,100|100|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,100|100|
2,100|100|,87;10;3|87;10;3|,0.0|0.0|,87;10;3|87;10;3|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,0;0;0|0;0;0|,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,100|100|
3,100|100|,80;14;6|80;14;6|,0.0|0.0|,80;14;6|80;14;6|,74;21;5|74;21;5|,74;21;5|74;21;5|,100|100|,0;0;0|0;0;0|,100|100|,74;21;5|74;21;5|,74;21;5|74;21;5|,100|100|,100|100|
4,100|100|,74;21;5|74;21;5|,0.0|0.0|,74;21;5|74;21;5|,64;27;9|64;27;9|,64;27;9|64;27;9|,100|100|,0;0;0|0;0;0|,100|100|,64;27;9|64;27;9|,64;27;9|64;27;9|,100|100|,100|100|
5,100|100|,64;27;9|64;27;9|,0.0|0.0|,64;27;9|64;27;9|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,0;0;0|0;0;0|,100|100|,59;27;14|59;27;14|,59;27;14|59;27;14|,100|100|,100|100|
6,100|100|,59;27;14|59;27;14|,0.0|0.0|,59;27;14|59;27;14|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,0;0;0|0;0;0|,100|100|,56;30;14|56;30;14|,56;30;14|56;30;14|,100|100|,100|100|
7,100|100|,56;30;14|56;30;14|,0.0|0.0|,56;30;14|56;30;14|,50;33;17|50;33;17|,50;33;17|50;33;17|,100|100|,0;0;0|0;0;0|,100|100|,50;33;17|50;33;17|,50;33;17|50;33;17|,100|100|,100|100|
8,100|100|,50;33;17|50;33;17|,0.0|0.0|,50;33;17|50;33;17|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,0;0;0|0;0;0|,100|100|,46;35;19|46;35;19|,46;35;19|46;35;19|,100|100|,100|100|
9,100|100|,46;35;19|46;35;19|,0.0|0.0|,46;35;19|46;35;19|,35;44;21|35;44;21|,35;44;21|35;44;21|,100|100|,0;0;0|0;0;0|,100|100|,35;44;21|35;44;21|,35;44;21|35;44;21|,100|100|,100|100|
10,100|100|,35;44;21|35;44;21|,0.0|0.0|,35;44;21|35;44;21|,30;45;25|30;45;25|,30;45;25|30;45;25|,100|100|,0;0;0|0;0;0|,100|100|,30;45;25|30;45;25|,30;45;25|30;45;25|,100|100|,100|100|
11,100|100|,30;45;25|30;45;25|,0.0|0.0|,30;45;25|30;45;25|,26;41;33|26;41;33|,26;41;33|26;41;33|,100|100|,0;0;0|0;0;0|,100|100|,26;41;33|26;41;33|,26;41;33|26;41;33|,100|100|,100|100|
12,100|100|,26;41;33|26;41;33|,0.0|0.0|,26;41;33|26;41;33|,31;38;31|31;38;31|,31;38;31|31;38;31|,100|100|,0;0;0|0;0;0|,100|100|,31;38;31|31;38;31|,31;38;31|31;38;31|,100|100|,100|100|
13,100|100|,31;38;31|31;38;31|,0.0|0.0|,31;38;31|31;38;31|,31;38;31|31;38;31|,31;38;31|31;38;31|,100|100|,0;0;0|0;0;0|,100|100|,31;38;31|31;38;31|,31;38;31|31;38;31|,100|100|,100|100|
14,100|100|,31;38;31|31;38;31|,0.0|0.0|,31;38;31|31;38;31|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,0;0;0|0;0;0|,100|100|,33;35;32|33;35;32|,33;35;32|33;35;32|,100|100|,100|100|
15,100|100|,33;35;32|33;35;32|,0.0|0.0|,33;35;32|33;35;32|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,0;0;0|0;0;0|,100|100|,30;35;35|30;35;35|,30;35;35|30;35;35|,100|100|,100|100|
