Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,0;0;0|0;0;0|,100|100|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,100|100|
1,100|100|,86;13;1|86;13;1|,9.4|9.4|,86;13;1|86;13;1|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,0;0;0|0;0;0|,100|100|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,100|100|
2,100|100|,76;21;3|76;21;3|,9.29|9.29|,76;21;3|76;21;3|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,0;0;0|0;0;0|,100|100|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,100|100|
3,100|100|,69;26;5|69;26;5|,10.0|10.0|,69;26;5|69;26;5|,63;31;6|63;31;6|,63;31;6|63;31;6|,100|100|,0;0;0|0;0;0|,100|100|,63;31;6|63;31;6|,63;31;6|63;31;6|,100|100|,100|100|
4,100|100|,63;31;6|63;31;6|,11.1|11.1|,63;31;6|63;31;6|,48;46;6|48;46;6|,48;46;6|48;46;6|,100|100|,0;0;0|0;0;0|,100|100|,48;46;6|48;46;6|,48;46;6|48;46;6|,100|100|,100|100|
5,100|100|,48;46;6|48;46;6|,12.53|12.53|,48;46;6|48;46;6|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,0;0;0|0;0;0|,100|100|,43;50;7|43;50;7|,43;50;7|43;50;7|,100|100|,100|100|
6,100|100|,43;50;7|43;50;7|,15.25|15.25|,43;50;7|43;50;7|,32;56;12|32;56;12|,32;56;12|32;56;12|,100|100|,0;0;0|0;0;0|,100|100|,32;56;12|32;56;12|,32;56;12|32;56;12|,100|100|,100|100|
7,100|100|,32;56;12|32;56;12|,17.96|17.96|,32;56;12|32;56;12|,26;61;13|26;61;13|,26;61;13|26;61;13|,100|100|,0;0;0|0;0;0|,100|100|,26;61;13|26;61;13|,26;61;13|26;61;13|,100|100|,100|100|
8,100|100|,26;61;13|26;61;13|,20.87|20.87|,26;61;13|26;61;13|,22;63;15|22;63;15|,22;63;15|22;63;15|,100|100|,0;0;0|0;0;0|,100|100|,22;63;15|22;63;15|,22;63;15|22;63;15|,100|100|,100|100|
9,100|100|,22;63;15|22;63;15|,23.84|23.84|,22;63;15|22;63;15|,18;64;18|18;64;18|,18;64;18|18;64;18|,100|100|,0;0;0|0;0;0|,100|100|,18;64;18|18;64;18|,18;64;18|18;64;18|,100|100|,100|100|
10,100|100|,18;64;18|18;64;18|,26.56|26.56|,18;64;18|18;64;18|,15;63;22|15;63;22|,15;63;22|15;63;22|,100|100|,0;0;0|0;0;0|,100|100|,15;63;22|15;63;22|,15;63;22|15;63;22|,100|100|,100|100|
