Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;0;6;0|94;0;6;0|,94;0;6;0|94;0;6;0|,92;2;5;1|92;2;5;1|,92;2;5;1|92;2;5;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,92;2;5;1|92;2;5;1|,92;2;5;1|92;2;5;1|,100|100|,100|100|
1,100|100|,92;2;5;1|92;2;5;1|,92;2;5;1|92;2;5;1|,90;3;6;1|90;3;6;1|,90;3;6;1|90;3;6;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,90;3;6;1|90;3;6;1|,90;3;6;1|90;3;6;1|,100|100|,100|100|
2,100|100|,90;3;6;1|90;3;6;1|,90;3;6;1|90;3;6;1|,87;6;4;3|87;6;4;3|,87;6;4;3|87;6;4;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;6;4;3|87;6;4;3|,87;6;4;3|87;6;4;3|,100|100|,100|100|
3,100|100|,87;6;4;3|87;6;4;3|,87;6;4;3|87;6;4;3|,84;7;6;3|84;7;6;3|,84;7;6;3|84;7;6;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;7;6;3|84;7;6;3|,84;7;6;3|84;7;6;3|,100|100|,100|100|
4,100|100|,84;7;6;3|84;7;6;3|,84;7;6;3|84;7;6;3|,82;6;8;4|82;6;8;4|,82;6;8;4|82;6;8;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;6;8;4|82;6;8;4|,82;6;8;4|82;6;8;4|,100|100|,100|100|
5,100|100|,82;6;8;4|82;6;8;4|,82;6;8;4|82;6;8;4|,81;4;9;6|81;4;9;6|,81;4;9;6|81;4;9;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;4;9;6|81;4;9;6|,81;4;9;6|81;4;9;6|,100|100|,100|100|
6,100|100|,81;4;9;6|81;4;9;6|,81;4;9;6|81;4;9;6|,79;3;10;8|79;3;10;8|,79;3;10;8|79;3;10;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;3;10;8|79;3;10;8|,79;3;10;8|79;3;10;8|,100|100|,100|100|
7,100|100|,79;3;10;8|79;3;10;8|,79;3;10;8|79;3;10;8|,74;7;8;11|74;7;8;11|,74;7;8;11|74;7;8;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;7;8;11|74;7;8;11|,74;7;8;11|74;7;8;11|,100|100|,100|100|
8,100|100|,74;7;8;11|74;7;8;11|,74;7;8;11|74;7;8;11|,70;9;8;13|70;9;8;13|,70;9;8;13|70;9;8;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;9;8;13|70;9;8;13|,70;9;8;13|70;9;8;13|,100|100|,100|100|
9,100|100|,70;9;8;13|70;9;8;13|,70;9;8;13|70;9;8;13|,68;6;11;15|68;6;11;15|,68;6;11;15|68;6;11;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;6;11;15|68;6;11;15|,68;6;11;15|68;6;11;15|,100|100|,100|100|
10,100|100|,68;6;11;15|68;6;11;15|,68;6;11;15|68;6;11;15|,66;6;9;19|66;6;9;19|,66;6;9;19|66;6;9;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;6;9;19|66;6;9;19|,66;6;9;19|66;6;9;19|,100|100|,100|100|
11,100|100|,66;6;9;19|66;6;9;19|,66;6;9;19|66;6;9;19|,61;8;9;22|61;8;9;22|,61;8;9;22|61;8;9;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;8;9;22|61;8;9;22|,61;8;9;22|61;8;9;22|,100|100|,100|100|
12,100|100|,61;8;9;22|61;8;9;22|,61;8;9;22|61;8;9;22|,59;8;8;25|59;8;8;25|,59;8;8;25|59;8;8;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;8;8;25|59;8;8;25|,59;8;8;25|59;8;8;25|,100|100|,100|100|
13,100|100|,59;8;8;25|59;8;8;25|,59;8;8;25|59;8;8;25|,55;7;11;27|55;7;11;27|,55;7;11;27|55;7;11;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;7;11;27|55;7;11;27|,55;7;11;27|55;7;11;27|,100|100|,100|100|
14,100|100|,55;7;11;27|55;7;11;27|,55;7;11;27|55;7;11;27|,52;3;15;30|52;3;15;30|,52;3;15;30|52;3;15;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;3;15;30|52;3;15;30|,52;3;15;30|52;3;15;30|,100|100|,100|100|
15,100|100|,52;3;15;30|52;3;15;30|,52;3;15;30|52;3;15;30|,44;10;10;36|44;10;10;36|,44;10;10;36|44;10;10;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;10;10;36|44;10;10;36|,44;10;10;36|44;10;10;36|,100|100|,100|100|
16,100|100|,44;10;10;36|44;10;10;36|,44;10;10;36|44;10;10;36|,42;4;16;38|42;4;16;38|,42;4;16;38|42;4;16;38|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;4;16;38|42;4;16;38|,42;4;16;38|42;4;16;38|,100|100|,100|100|
17,100|100|,42;4;16;38|42;4;16;38|,42;4;16;38|42;4;16;38|,39;5;16;40|39;5;16;40|,39;5;16;40|39;5;16;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;5;16;40|39;5;16;40|,39;5;16;40|39;5;16;40|,100|100|,100|100|
18,100|100|,39;5;16;40|39;5;16;40|,39;5;16;40|39;5;16;40|,35;7;14;44|35;7;14;44|,35;7;14;44|35;7;14;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;7;14;44|35;7;14;44|,35;7;14;44|35;7;14;44|,100|100|,100|100|
19,100|100|,35;7;14;44|35;7;14;44|,35;7;14;44|35;7;14;44|,31;8;14;47|31;8;14;47|,31;8;14;47|31;8;14;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;8;14;47|31;8;14;47|,31;8;14;47|31;8;14;47|,100|100|,100|100|
20,100|100|,31;8;14;47|31;8;14;47|,31;8;14;47|31;8;14;47|,28;6;15;51|28;6;15;51|,28;6;15;51|28;6;15;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;6;15;51|28;6;15;51|,28;6;15;51|28;6;15;51|,100|100|,100|100|
21,100|100|,28;6;15;51|28;6;15;51|,28;6;15;51|28;6;15;51|,25;8;14;53|25;8;14;53|,25;8;14;53|25;8;14;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;8;14;53|25;8;14;53|,25;8;14;53|25;8;14;53|,100|100|,100|100|
22,100|100|,25;8;14;53|25;8;14;53|,25;8;14;53|25;8;14;53|,24;6;14;56|24;6;14;56|,24;6;14;56|24;6;14;56|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;6;14;56|24;6;14;56|,24;6;14;56|24;6;14;56|,100|100|,100|100|
23,100|100|,24;6;14;56|24;6;14;56|,24;6;14;56|24;6;14;56|,19;7;17;57|19;7;17;57|,19;7;17;57|19;7;17;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;7;17;57|19;7;17;57|,19;7;17;57|19;7;17;57|,100|100|,100|100|
24,100|100|,19;7;17;57|19;7;17;57|,19;7;17;57|19;7;17;57|,18;5;18;59|18;5;18;59|,18;5;18;59|18;5;18;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;5;18;59|18;5;18;59|,18;5;18;59|18;5;18;59|,100|100|,100|100|
25,100|100|,18;5;18;59|18;5;18;59|,18;5;18;59|18;5;18;59|,15;4;16;65|15;4;16;65|,15;4;16;65|15;4;16;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;4;16;65|15;4;16;65|,15;4;16;65|15;4;16;65|,100|100|,100|100|
26,100|100|,15;4;16;65|15;4;16;65|,15;4;16;65|15;4;16;65|,14;4;16;66|14;4;16;66|,14;4;16;66|14;4;16;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;4;16;66|14;4;16;66|,14;4;16;66|14;4;16;66|,100|100|,100|100|
27,100|100|,14;4;16;66|14;4;16;66|,14;4;16;66|14;4;16;66|,12;4;15;69|12;4;15;69|,12;4;15;69|12;4;15;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;4;15;69|12;4;15;69|,12;4;15;69|12;4;15;69|,100|100|,100|100|
28,100|100|,12;4;15;69|12;4;15;69|,12;4;15;69|12;4;15;69|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,100|100|,100|100|
29,100|100|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,10;1;18;71|10;1;18;71|,10;1;18;71|10;1;18;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;18;71|10;1;18;71|,10;1;18;71|10;1;18;71|,100|100|,100|100|
30,100|100|,10;1;18;71|10;1;18;71|,10;1;18;71|10;1;18;71|,8;3;13;76|8;3;13;76|,8;3;13;76|8;3;13;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;3;13;76|8;3;13;76|,8;3;13;76|8;3;13;76|,100|100|,100|100|
31,100|100|,8;3;13;76|8;3;13;76|,8;3;13;76|8;3;13;76|,8;1;12;79|8;1;12;79|,8;1;12;79|8;1;12;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;1;12;79|8;1;12;79|,8;1;12;79|8;1;12;79|,100|100|,100|100|
32,100|100|,8;1;12;79|8;1;12;79|,8;1;12;79|8;1;12;79|,7;1;9;83|7;1;9;83|,7;1;9;83|7;1;9;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;1;9;83|7;1;9;83|,7;1;9;83|7;1;9;83|,100|100|,100|100|
33,100|100|,7;1;9;83|7;1;9;83|,7;1;9;83|7;1;9;83|,7;1;7;85|7;1;7;85|,7;1;7;85|7;1;7;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;1;7;85|7;1;7;85|,7;1;7;85|7;1;7;85|,100|100|,100|100|
34,100|100|,7;1;7;85|7;1;7;85|,7;1;7;85|7;1;7;85|,7;0;7;86|7;0;7;86|,7;0;7;86|7;0;7;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;0;7;86|7;0;7;86|,7;0;7;86|7;0;7;86|,100|100|,100|100|
35,100|100|,7;0;7;86|7;0;7;86|,7;0;7;86|7;0;7;86|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,100|100|,100|100|
36,100|100|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,100|100|,100|100|
37,100|100|,6;1;6;87|6;1;6;87|,6;1;6;87|6;1;6;87|,5;1;4;90|5;1;4;90|,5;1;4;90|5;1;4;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;1;4;90|5;1;4;90|,5;1;4;90|5;1;4;90|,100|100|,100|100|
38,100|100|,5;1;4;90|5;1;4;90|,5;1;4;90|5;1;4;90|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,100|100|
39,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,100|100|
40,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,4;1;4;91|4;1;4;91|,4;1;4;91|4;1;4;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;4;91|4;1;4;91|,4;1;4;91|4;1;4;91|,100|100|,100|100|
41,100|100|,4;1;4;91|4;1;4;91|,4;1;4;91|4;1;4;91|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,100|100|,100|100|
42,100|100|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,100|100|,100|100|
43,100|100|,4;1;3;92|4;1;3;92|,4;1;3;92|4;1;3;92|,4;1;2;93|4;1;2;93|,4;1;2;93|4;1;2;93|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;2;93|4;1;2;93|,4;1;2;93|4;1;2;93|,100|100|,100|100|
44,100|100|,4;1;2;93|4;1;2;93|,4;1;2;93|4;1;2;93|,4;0;3;93|4;0;3;93|,4;0;3;93|4;0;3;93|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;3;93|4;0;3;93|,4;0;3;93|4;0;3;93|,100|100|,100|100|
45,100|100|,4;0;3;93|4;0;3;93|,4;0;3;93|4;0;3;93|,4;0;2;94|4;0;2;94|,4;0;2;94|4;0;2;94|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;2;94|4;0;2;94|,4;0;2;94|4;0;2;94|,100|100|,100|100|
