Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,0;0;0|0;0;0|,100|100|,85;14;1|85;14;1|,85;14;1|85;14;1|,100|100|,100|100|
1,100|100|,85;14;1|85;14;1|,9.5|9.5|,85;14;1|85;14;1|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,0;0;0|0;0;0|,100|100|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,100|100|
2,100|100|,71;27;2|71;27;2|,9.48|9.48|,71;27;2|71;27;2|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,0;0;0|0;0;0|,100|100|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,100|100|
3,100|100|,62;35;3|62;35;3|,10.75|10.75|,62;35;3|62;35;3|,57;38;5|57;38;5|,57;38;5|57;38;5|,100|100|,0;0;0|0;0;0|,100|100|,57;38;5|57;38;5|,57;38;5|57;38;5|,100|100|,100|100|
4,100|100|,57;38;5|57;38;5|,12.64|12.64|,57;38;5|57;38;5|,48;45;7|48;45;7|,48;45;7|48;45;7|,100|100|,0;0;0|0;0;0|,100|100|,48;45;7|48;45;7|,48;45;7|48;45;7|,100|100|,100|100|
5,100|100|,48;45;7|48;45;7|,14.54|14.54|,48;45;7|48;45;7|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,0;0;0|0;0;0|,100|100|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,100|100|
6,100|100|,37;52;11|37;52;11|,16.86|16.86|,37;52;11|37;52;11|,33;51;16|33;51;16|,33;51;16|33;51;16|,100|100|,0;0;0|0;0;0|,100|100|,33;51;16|33;51;16|,33;51;16|33;51;16|,100|100|,100|100|
7,100|100|,33;51;16|33;51;16|,19.53|19.53|,33;51;16|33;51;16|,29;52;19|29;52;19|,29;52;19|29;52;19|,100|100|,0;0;0|0;0;0|,100|100|,29;52;19|29;52;19|,29;52;19|29;52;19|,100|100|,100|100|
8,100|100|,29;52;19|29;52;19|,21.7|21.7|,29;52;19|29;52;19|,26;53;21|26;53;21|,26;53;21|26;53;21|,100|100|,0;0;0|0;0;0|,100|100|,26;53;21|26;53;21|,26;53;21|26;53;21|,100|100|,100|100|
9,100|100|,26;53;21|26;53;21|,23.65|23.65|,26;53;21|26;53;21|,17;59;24|17;59;24|,17;59;24|17;59;24|,100|100|,0;0;0|0;0;0|,100|100|,17;59;24|17;59;24|,17;59;24|17;59;24|,100|100|,100|100|
10,100|100|,17;59;24|17;59;24|,25.4|25.4|,17;59;24|17;59;24|,13;60;27|13;60;27|,13;60;27|13;60;27|,100|100|,0;0;0|0;0;0|,100|100|,13;60;27|13;60;27|,13;60;27|13;60;27|,100|100|,100|100|
11,100|100|,13;60;27|13;60;27|,27.49|27.49|,13;60;27|13;60;27|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,0;0;0|0;0;0|,100|100|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,100|100|
12,100|100|,11;60;29|11;60;29|,29.37|29.37|,11;60;29|11;60;29|,11;58;31|11;58;31|,11;58;31|11;58;31|,100|100|,0;0;0|0;0;0|,100|100|,11;58;31|11;58;31|,11;58;31|11;58;31|,100|100|,100|100|
13,100|100|,11;58;31|11;58;31|,30.96|30.96|,11;58;31|11;58;31|,8;57;35|8;57;35|,8;57;35|8;57;35|,100|100|,0;0;0|0;0;0|,100|100|,8;57;35|8;57;35|,8;57;35|8;57;35|,100|100|,100|100|
14,100|100|,8;57;35|8;57;35|,32.12|32.12|,8;57;35|8;57;35|,5;59;36|5;59;36|,5;59;36|5;59;36|,100|100|,0;0;0|0;0;0|,100|100|,5;59;36|5;59;36|,5;59;36|5;59;36|,100|100|,100|100|
15,100|100|,5;59;36|5;59;36|,33.0|33.0|,5;59;36|5;59;36|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,0;0;0|0;0;0|,100|100|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,100|100|
16,100|100|,4;57;39|4;57;39|,33.95|33.95|,4;57;39|4;57;39|,3;57;40|3;57;40|,3;57;40|3;57;40|,100|100|,0;0;0|0;0;0|,100|100|,3;57;40|3;57;40|,3;57;40|3;57;40|,100|100|,100|100|
17,100|100|,3;57;40|3;57;40|,34.56|34.56|,3;57;40|3;57;40|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,0;0;0|0;0;0|,100|100|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,100|100|
