Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,0;0;0|0;0;0|,100|100|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,100|100|
1,100|100|,89;9;2|89;9;2|,9.4|9.4|,89;9;2|89;9;2|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,0;0;0|0;0;0|,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,100|100|
2,100|100|,82;16;2|82;16;2|,8.89|8.89|,82;16;2|82;16;2|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
3,100|100|,81;17;2|81;17;2|,9.16|9.16|,81;17;2|81;17;2|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,0;0;0|0;0;0|,100|100|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,100|100|
4,100|100|,71;27;2|71;27;2|,9.48|9.48|,71;27;2|71;27;2|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,0;0;0|0;0;0|,100|100|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,100|100|
5,100|100|,66;30;4|66;30;4|,10.76|10.76|,66;30;4|66;30;4|,57;37;6|57;37;6|,57;37;6|57;37;6|,100|100|,0;0;0|0;0;0|,100|100|,57;37;6|57;37;6|,57;37;6|57;37;6|,100|100|,100|100|
6,100|100|,57;37;6|57;37;6|,12.15|12.15|,57;37;6|57;37;6|,51;42;7|51;42;7|,51;42;7|51;42;7|,100|100|,0;0;0|0;0;0|,100|100|,51;42;7|51;42;7|,51;42;7|51;42;7|,100|100|,100|100|
7,100|100|,51;42;7|51;42;7|,14.02|14.02|,51;42;7|51;42;7|,46;45;9|46;45;9|,46;45;9|46;45;9|,100|100|,0;0;0|0;0;0|,100|100|,46;45;9|46;45;9|,46;45;9|46;45;9|,100|100|,100|100|
8,100|100|,46;45;9|46;45;9|,16.12|16.12|,46;45;9|46;45;9|,40;48;12|40;48;12|,40;48;12|40;48;12|,100|100|,0;0;0|0;0;0|,100|100|,40;48;12|40;48;12|,40;48;12|40;48;12|,100|100|,100|100|
9,100|100|,40;48;12|40;48;12|,18.2|18.2|,40;48;12|40;48;12|,34;50;16|34;50;16|,34;50;16|34;50;16|,100|100|,0;0;0|0;0;0|,100|100|,34;50;16|34;50;16|,34;50;16|34;50;16|,100|100|,100|100|
