Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;0;6;0|94;0;6;0|,0.0|0.0|,94;0;6;0|94;0;6;0|,92;2;5;1|92;2;5;1|,92;2;5;1|92;2;5;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,92;2;5;1|92;2;5;1|,92;2;5;1|92;2;5;1|,100|100|,100|100|
1,100|100|,92;2;5;1|92;2;5;1|,0.0|0.0|,92;2;5;1|92;2;5;1|,92;1;4;3|92;1;4;3|,92;1;4;3|92;1;4;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,92;1;4;3|92;1;4;3|,92;1;4;3|92;1;4;3|,100|100|,100|100|
2,100|100|,92;1;4;3|92;1;4;3|,0.0|0.0|,92;1;4;3|92;1;4;3|,92;0;5;3|92;0;5;3|,92;0;5;3|92;0;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,92;0;5;3|92;0;5;3|,92;0;5;3|92;0;5;3|,100|100|,100|100|
3,100|100|,92;0;5;3|92;0;5;3|,0.0|0.0|,92;0;5;3|92;0;5;3|,90;2;3;5|90;2;3;5|,90;2;3;5|90;2;3;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,90;2;3;5|90;2;3;5|,90;2;3;5|90;2;3;5|,100|100|,100|100|
4,100|100|,90;2;3;5|90;2;3;5|,0.0|0.0|,90;2;3;5|90;2;3;5|,88;3;3;6|88;3;3;6|,88;3;3;6|88;3;3;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;3;3;6|88;3;3;6|,88;3;3;6|88;3;3;6|,100|100|,100|100|
5,100|100|,88;3;3;6|88;3;3;6|,0.0|0.0|,88;3;3;6|88;3;3;6|,87;4;3;6|87;4;3;6|,87;4;3;6|87;4;3;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;4;3;6|87;4;3;6|,87;4;3;6|87;4;3;6|,100|100|,100|100|
6,100|100|,87;4;3;6|87;4;3;6|,0.0|0.0|,87;4;3;6|87;4;3;6|,86;1;6;7|86;1;6;7|,86;1;6;7|86;1;6;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;1;6;7|86;1;6;7|,86;1;6;7|86;1;6;7|,100|100|,100|100|
7,100|100|,86;1;6;7|86;1;6;7|,0.0|0.0|,86;1;6;7|86;1;6;7|,81;5;5;9|81;5;5;9|,81;5;5;9|81;5;5;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;5;5;9|81;5;5;9|,81;5;5;9|81;5;5;9|,100|100|,100|100|
8,100|100|,81;5;5;9|81;5;5;9|,0.0|0.0|,81;5;5;9|81;5;5;9|,80;2;9;9|80;2;9;9|,80;2;9;9|80;2;9;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;2;9;9|80;2;9;9|,80;2;9;9|80;2;9;9|,100|100|,100|100|
9,100|100|,80;2;9;9|80;2;9;9|,0.0|0.0|,80;2;9;9|80;2;9;9|,77;5;7;11|77;5;7;11|,77;5;7;11|77;5;7;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;7;11|77;5;7;11|,77;5;7;11|77;5;7;11|,100|100|,100|100|
10,100|100|,77;5;7;11|77;5;7;11|,0.0|0.0|,77;5;7;11|77;5;7;11|,76;4;8;12|76;4;8;12|,76;4;8;12|76;4;8;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;4;8;12|76;4;8;12|,76;4;8;12|76;4;8;12|,100|100|,100|100|
